@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	saH	2	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,12	vaha	-	-	-	xilIpaH 	-
2	yAxo-rawnEH	5	yAxorawnErivArNavaH	yAxo-rawna{napuM;3;bahu}	yAxo-rawna{napuM;3;bahu}	karaNam,3	koI_BI_viSAlakAya_jalajanwu_ke	-	-	-	-	-
3	arNavaH	-	-	arNava{puM;1;eka}	arNava{puM;1;eka}	upamAnam,4	arNava	-	-	-	-	-
4	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,6	jEse	-	-	-	-	-
5	BIma-kAnwEH	1	BImakAnwErnqpaguNEH	BIma-kAnwa{puM;3;bahu(BIma-kam1;kwa;kamuz;:BvAxiH)}/BIma-kAnwa{napuM;3;bahu(kam1;kwa;kamuz;:BvAxiH)}	BIma-kAnwa{puM;3;bahu(BIma-kam1;kwa;kamuz;:BvAxiH)}	viSeRaNam,6	BIma-pawi	-	-	-	-	-
6	nqpa-guNEH	-	-	nqpa-guNa{puM;3;bahu}/guNa{napuM;3;bahu}	nqpa-guNa{puM;3;bahu}	hewuH,12	rAjA-guNoM_se	-	-	-	-	-
7	upajIvinAm	-	-	upajIvin{puM;6;bahu}/upajIvin{napuM;6;bahu}	upajIvin{puM;6;bahu}	RaRTIsambanXaH,8	upajIvinoM_kA	-	-	-	-	-
8	aXqRyaH	4	aXqRyaScABigamyaSca	aXqRya{puM;1;eka}	aXqRya{puM;1;eka}	sup_samucciwaH,10	aXqRya	-	-	-	-	-
9	ca	-	-	ca{avya}	ca{avya}	sambanXaH,8	BI	-	-	-	-	-
10	aBigamyaH	-	-	aBigamya{puM;1;eka}	aBigamya{puM;1;eka}	karwqsamAnAXikaraNam,12	aBigamya	-	-	-	-	-
11	ca	-	-	ca{avya}	ca{avya}	sup_samuccayaxyowakaH,10	Ora	-	-	-	-	-
12	baBUva	3	baBUvopajIvinAm	BU1{karwari;lit;u;eka;parasmEpaxI;BU;:BvAxiH}/BU1{karwari;lit;ma;bahu;parasmEpaxI;BU;:BvAxiH}/BU1{karwari;lit;pra;eka;parasmEpaxI;BU;:BvAxiH}	BU1{karwari;lit;pra;eka;parasmEpaxI;BU;:BvAxiH}	aBihiwa_karwA,1	huA	-	-	-	-	-
