@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wAn	1	wAnhawvA	wax{sarvanAma;puM;2;bahu}	wax{sarvanAma;puM;2;bahu}	karma,2	ve	-	-	-	simhAn	-
2	hawvA	-	-	han1{avya;kwvA;hanaz;:axAxiH}	han1{avya;kwvA;hanaz;:axAxiH}	pUrvakAlaH,13	mAra_kara	-	-	-	-	-
3	gaja-kula-baxXa-wIvra-vErAn	3	gajakulabaxXawIvravErAnkAkuwsWaH	gaja-kula-baxXa-wIvra-vEra{puM;2;bahu}	gaja-kula-baxXa-wIvra-vEra{puM;2;bahu}	viSeRaNam,1	hAWI-kula-bAzXA-weja-vEra	-	-	-	-	-
4	kAkuw-sWaH	-	-	kAkuw-sWa{sarvanAma;puM;1;eka}	kAkuw-sWa{sarvanAma;puM;1;eka}	karwA,13	kAkuwsWaH	-	-	-	xaSaraWaH	-
5	kutila-naKAgra-lagna-mukwAn	5	-	kutila-naKa-mukwa{puM;2;bahu(kutila-naKa-mruc1;kwa;mrucuz;:BvAxiH)}/kutila-naKa-mukwa{puM;2;bahu(muc2;kwa;mucLz;:wuxAxiH)}	kutila-naKa-mukwa{puM;2;bahu(kutila-naKa-muc2;kwa;mucLz;:wuxAxiH)}	viSeRaNam,1	teDA-nAKUna-teDA-nAKUna-mukwoM_ko	-	-	-	-	-
6	AwmAnam	6	-	Awman{puM;2;eka}	Awman{puM;2;eka}	karma,13	-	-	-	-	-	-
7	raNakqwa-karmaNAM	7	-	AwmAnaM-raNakqwa-karman{napuM;6;bahu}	AwmAnaM-raNakqwa-karman{napuM;6;bahu}	viSeRaNam,8	AwmAnaM-raNakqwa-karmoM_ke	-	-	-	-	-
8	gajAnAm	8	gajAnAmAnqNyaM	gaja{puM;6;bahu}	gaja{puM;6;bahu}	RaRTIsambanXaH,9	hAWiyoM_kA	-	-	-	-	-
9	AnqNyam	-	-	AnqNya{napuM;1;eka}/AnqNya{napuM;2;eka}	AnqNya{napuM;2;eka}	karma,10	xAyiwva	-	-	-	-	-
10	gawam	10	gawamiva	gawa{puM;2;eka(gam1;kwa;gamLz;:BvAxiH)}/gawa{napuM;1;eka(gam1;kwa;gamLz;:BvAxiH)}/gawa{napuM;2;eka(gam1;kwa;gamLz;:BvAxiH)}	gawa{napuM;2;eka(gam1;kwa;gamLz;:BvAxiH)}	karmasamAnAXikaraNam,13	gayA_huA	-	-	-	-	-
11	iva	-	-	iva{avya}	iva{avya}	sambanXaH,10	jEse	-	-	-	-	-
12	mArgaNEH	12	mArgaNEramaMswa	mArgaNa{puM;3;bahu}/mArgaNa{napuM;3;bahu(mArg1;lyut;mArgaz;:curAxiH)}	mArgaNa{napuM;3;bahu(mArg1;lyut;mArgaz;:curAxiH)}	karaNam,10	bAN~se	-	-	-	-	-
13	amaMswa	-	-	man1{karwari;luf;pra;eka;AwmanepaxI;manaz;:curAxiH}	man1{karwari;luf;pra;eka;AwmanepaxI;manaz;:curAxiH}	aBihiwa_karwA,4;sakarmaka	sucavAyA	-	-	-	-	-
