@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	hima-kliRta-kiFjalkam	3	himakliRtakiFjalkamiva	hima-kliS2{kwa;kliSUz;:kryAxiH-kiFjalka;puM;2;eka}/kiFjalka{napuM;1;eka}/kiFjalka{napuM;2;eka}	hima-kiFjalka{napuM;2;eka}	viSeRaNam,2	varPa-kiFjalka	-	-	-	-	-
2	pafkajam	4	pafkajam	pafka-ja{napuM;1;eka}/pafka-ja{napuM;2;eka}/pafka-ja{puM;2;eka}	pafka-ja{napuM;2;eka}	upamAnam,3	xalaxala_ko	-	-	-	-	-
3	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,6	jEse	-	-	-	-	-
4	waw	2	waxvakwraM	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;2;eka}	viSeRaNam,5	usa	-	-	-	-	-
5	vakwram	-	-	vakwra{puM;2;eka}/vakwra{napuM;1;eka}/vakwra{napuM;2;eka}	vakwra{napuM;2;eka}	karma,8	muKa_ko	-	-	-	-	-
6	jyowiRaH-kaNAhawa-SmaSru	5	jyowiRkaNAhawaSmaSru	jyowiH-kaNAhawa-SmaSru{napuM;1;eka}/SmaSru{napuM;2;eka}/SmaSru{napuM;8;eka}	jyowiH-kaNAhawa-SmaSru{napuM;2;eka}	viSeRaNam,5	jyowiH-kaNAhawa-xAD@ZI-mUzCa	-	-	-	-	-
7	kaNTa-nAlAw	6	kaNTanAlAxapAwayaw	kaNTa-nAla{puM;5;eka}/nAla{napuM;5;eka}	kaNTa-nAla{napuM;5;eka}	apAxAnam,8	galA-nAla_se	-	-	-	-	-
8	apAwayan	-	-	paw1{Nijanwa;karwari;laf;pra;bahu;parasmEpaxI;pawL;:BvAxiH}	paw1{Nijanwa;karwari;laf;pra;bahu;parasmEpaxI;pawL;:BvAxiH}	aBihiwa_karwA,9	girAyA	-	-	-	-	-
9	saH	1	sa	-	wax{sarvanAma;puM;1;eka}	karwA,8	-	-	-	-	-	saH @refers SambukaH 
