@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	iwi	1	iwyukwavanwaM	iwi{avya}	iwi{avya}	karma,2	EsA	-	-	-	-	-
2	ukwavanwaM	-	-	ukwavaw{puM;2;eka(vac1;kwavawu;vacaz;:axAxiH)}	ukwavaw{puM;2;eka(vac1;kwavawu;vacaz;:axAxiH)}	viSeRaNam,5	bole	-	-	-	-	-
3	janaka-AwmajAyAM	2	janakAwmajAyAM	janaka-AwmajA{swrI;7;eka}	janaka-AwmajA{swrI;7;eka}	aXikaraNam,4	janaka-puwrI_meM	-	-	-	-	-
4	niwAnwa-rUkRa-aBiniveSam	3	niwAnwarUkRABiniveSamISam	aBiniveSa{puM;2;eka(wam1;kwa;wamuz;:xivAxiH-rUkRa-viS1;GaF;viSaz;:wuxAxiH)}	aBiniveSa-aBiniveSa{puM;2;eka(aBiniveSa-wam1;kwa;wamuz;:xivAxiH-rUkRa-viS1;GaF;viSaz;:wuxAxiH)}	viSeRaNam,5	aBiniveSa-	-	-	-	-	-
5	ISam	-	-	ISa{puM;2;eka}	ISa{puM;2;eka}	karma,11	ISvara	-	-	-	-	-
6	weRu	7	weRu	wax{sarvanAma;puM;7;bahu}/wax{sarvanAma;napuM;7;bahu}	wax{sarvanAma;puM;7;bahu}	viSeRaNam,7	una	-	-	-	-	-
7	BrAwqRu	6	BrAwqRu	BrAwq{puM;7;bahu}	BrAwq{puM;7;bahu}	aXikaraNam,11	BAiyoM_meM	-	-	-	-	-
8	(maXye)	-	(maXye)	maXya{puM;7;eka}	maXya{puM;7;eka}	aXikaraNam,11	maXya_meM	-	-	-	-	-
9	kaScana	5	kaScana	kiFcana{sarvanAma;puM;1;eka}	kiFcana{sarvanAma;puM;1;eka}	aBexaH,16	koI	-	-	-	-	-
10	api	-	-	api{avya}	api{avya}	sambanXaH,9	BI	-	-	-	-	-
11	niRexXum	9	niRexXumAsIxanumoxiwuM	ni_RiX3{avya;wumun;Ri\_Xuz;:xivAxiH}	ni_RiX3{avya;wumun;Ri\_Xuz;:xivAxiH}	prayojanam,16	Codane~ke_liye	-	-	-	-	-
12	anumoxiwum	-	-	mux1{avya;wumun;muxaz;:BvAxiH}	anu_mux1{avya;wumun;muxaz;:BvAxiH}	anuyogI,13	anumoxana_karane~ke_liye	-	-	-	-	-
13	vA	10	vA	vA{avya}	vA{avya}	prawiyogI,11	vA	-	-	-	-	-
14	na	4	na	na{avya}	na{avya}	prawiReXaH,16	nahIM	-	-	-	-	-
15	SakwaH	8	SakwaH	Sakwa{puM;1;eka(Sak3;kwa;SakLz;:svAxiH)}/Sakwa{puM;1;eka(Sak2;kwa;Sakaz;:xivAxiH)}	Sakwa{puM;1;eka(Sak3;kwa;SakLz;:svAxiH)}	karwA,16	samarWa_ne	-	-	-	-	-
16	AsIw	-	-	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,15;sakarmaka	as2_pp_skyA	-	-	-	-	-
