@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	nirmamaH	8	nirmamaH	nirmama{puM;1;eka}	nirmama{puM;1;eka}	karwA,11	nirmama	-	-	-	-	-
2	mAruwiH	4	mAruwiH	mAruwi{puM;1;eka}	mAruwi{puM;1;eka}	karwA,10	-	-	-	-	-	-
3	saMpAwi-xarSanAw	3	saMpAwixarSanAw	sampAwi-xarSana{puM;5;eka}/xarSana{napuM;5;eka}	sampAwi-xarSana{puM;5;eka}	hewuH,10	sampAwi-xarSana_se	-	-	-	saMpAwixarSanAw	-
4	wasyAH	2	wasyAH	wax{sarvanAma;swrI;6;eka}/wax{sarvanAma;swrI;5;eka}/was1{karwari;ASIrlif;ma;eka;parasmEpaxI;wasuz;:xivAxiH}	wax{sarvanAma;swrI;6;eka}	RaRTIsambanXaH,6	usakI	-	-	-	sIwAyAH	-
5	upalabXAyAm	1	pravqwwAvupalabXAyAM	upalabXA{swrI;7;eka}	upalabXA{swrI;7;eka}	BAvalakRaNasapwamI_samAnakAlaH,10	pravqwwO-upalabXA_meM	-	pravqwwAvupalabXAyAM	-	-	-
6	pravqwwO	-	-	-	pravqwwi{swrI;7;eka}	karma,5	-	-	-	-	-	-
7	saMsAram	7	saMsAramiva	sq2{avya;Namul;sq;:juhowyAxiH}/saMsAra{puM;2;eka(sq2;GaF;sq;:juhowyAxiH)}	saMsAra{puM;2;eka(sq2;GaF;sq;:juhowyAxiH)}	karma,11	saMsAra	-	-	-	-	-
8	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,10	jEse	-	-	-	-	-
9	sAgaram	5	sAgaram	sAgara{puM;2;eka}	sAgara{puM;2;eka}	karma,10	samuxra	-	-	-	-	-
10	wIrNaH	6	wIrNaH	wIrNa{puM;1;eka(wQ1;kwa;wQ;:BvAxiH)}	wIrNa{puM;1;eka(wQ1;kwa;wQ;:BvAxiH)}	aBihiwa_karwA,2;sakarmaka	pAra_kiyA_huve_ne	-	-	-	-	-
11	(wIrNaH)	-	(-)	wIrNa{puM;1;eka(wQ1;kwa;wQ;:BvAxiH)}	wIrNa{puM;1;eka(wQ1;kwa;wQ;:BvAxiH)}	upamAnam,8	pAra_kiyA_huve_ne	-	-	-	-	-
