@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	eka-raWena	2	ekaraWena	eka-raWa{napuM;3;eka}	eka-raWa{napuM;3;eka}	viSeRaNam,4	eka-raWa	-	-	-	-	-
2	warasvinA	3	warasvinA	warasvin{puM;3;eka}/warasvin{napuM;3;eka}	warasvin{napuM;3;eka}	viSeRaNam,4	warasvin_se	-	-	-	-	-
3	hari-haya-agra-sareNa	4	harihayAgrasareNa	hari-haya-agra-sara{puM;3;eka}/sara{napuM;3;eka}	hari-haya-agra-sara{napuM;3;eka}	viSeRaNam,4	harihaya-Age-sarane_se	-	-	-	-	-
4	XanurBqwA	5	XanurBqwA	XanurBqwa{puM;3;eka(XanuH-Bq2;kwa;duBqF;:juhowyAxiH)}	XanurBqwa{puM;3;eka(XanuH-Bq2;kwa;duBqF;:juhowyAxiH)}	karwA,10	XanuH-X_Bq2yA_hue	-	-	-	-	-
5	asakqw	1	asakqw	asakqw{avya}	asakqw{avya}	kriyAviSeRaNam,10	asakqw	-	-	-	-	-
6	xina-kara-aBimuKAH	6	xinakarABimuKAH	xina-kara-kara#2-aBimuKa{puM;1;bahu}	xina-kara-kara#2-aBimuKa{puM;1;bahu}	viSeRaNam,7	xina-hAWa-kara2-oM_ne	-	-	-	-	-
7	raNa-reNavaH	7	raNareNavaH	raNa-reNu{puM;1;bahu}/reNu{swrI;1;bahu}	raNa-reNu{puM;1;bahu}	karma,10	yuxXa-parAga	-	-	-	-	-
8	sura-xviRAm	10	suraxviRAm	sura-xviR{napuM;6;bahu}/xviR{swrI;6;bahu}	sura-xviR{swrI;6;bahu}	RaRTIsambanXaH,9	xeva-xviRoM_ke	-	-	-	-	-
9	ruXireNa	9	ruXireNa	ruXira{puM;3;eka}/ruXira{napuM;3;eka}	ruXira{napuM;3;eka}	karaNam,10	KUna_se	-	-	-	-	-
10	ruruXire	8	ruruXire	ruX1{karwari;lit;pra;bahu;AwmanepaxI;ruXizr;:ruXAxiH}	ruX1{karwari;lit;pra;bahu;AwmanepaxI;ruXizr;:ruXAxiH}	aBihiwa_karma,7	X_ruX1_ap_skyA	-	-	-	-	-
