@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	hareH	1	hareH	hari{puM;6;eka}/hari{puM;5;eka}/hari{swrI;6;eka}/hari{swrI;5;eka}	hari{puM;6;eka}	RaRTIsambanXaH,6	hari_kA	-	-	-	-	@Hari = @Indra -@person
2	kumAraH	2	kumAroZpi	kumAra{puM;1;eka}	kumAra{puM;1;eka}	karwA,9	kumAra	-	-	-	-	@Kumar = @Raghu -@person
3	api	-	-	api{avya}/api{avya}	api{avya}	sambanXaH,2	-	-	-	-	-	-
4	kumAra-vikramaH	3	kumAravikramaH	kumAra-vikrama{puM;1;eka}	kumAra-vikrama{puM;1;eka}	viSeRaNam,2	kumAra-vikrama	-	-	-	-	@Kumar = @Karthikeya  - @person
5	sura-xvipa-AsPAlana-karkaSa-afgulO	4	suraxvipAsPAlanakarkaSAfgulO	sura-xvipa-AsPAlana-karkaSa-afguli{puM;7;eka}	sura-xvipa-AsPAlana-karkaSa-afguli{puM;7;eka}	viSeRaNam,6	xeva-xvipa-a-spanxana-kaTora-afguli_meM	-	-	-	-	-
6	Buje	5	Buje	Buja{puM;7;eka}/Buja{swrI;2;xvi}/Buja{swrI;1;xvi}	Buja{puM;7;eka}	aXikaraNam,9	hAWa_meM	-	-	-	-	-
7	Saci-pawra-viSeRaka-afkiwe	6	SacipawraviSeRakAfkiwe	Saci-pawra-viSeRaka-afkiwa{puM;7;eka}	Saci-pawra-viSeRaka-afkiwa{puM;7;eka}	viSeRaNam,6	{word:Saci-pawra-viSeRaka-	-	-	-	-	 @Sachi - @person. SacipawraviSeRakAfkiwe @not @recognised @by @morphological @analyser
8	sva-nAma-cihnam	7	svanAmacihnaM	sva-nAma-cihna{puM;2;eka}	sva-nAma-cihna{puM;2;eka}	viSeRaNam,10	apanA-nAma-cihna_ko	-	-	-	-	-
9	nicaKAna	8	nicaKAna	ni_Kan1{karwari;lit;pra;eka;parasmEpaxI;Kanuz;:BvAxiH}/ni_Kan1{karwari;lit;u;eka;parasmEpaxI;Kanuz;:BvAxiH}	ni_Kan1{karwari;lit;pra;eka;parasmEpaxI;Kanuz;:BvAxiH}	aBihiwa_karwA,2;sakarmaka	ni_Kan1_pp_skyA	-	-	-	-	-
10	sAyakam	9	sAyakam	sAyaka{puM;2;eka}	sAyaka{puM;2;eka}	karma,9	bANa_ko	-	-	-	-	-
