@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	arWa-viw	-	-	arWa-vix{napuM;1;eka}/vix{napuM;8;eka}	arWa-vix{napuM;8;eka}	viSeRaNam,2	arWa-jFAna	-	-	-	-	-
2	pArWivaH	7	pArWivaH	pArWiva{puM;1;eka}	pArWiva{puM;1;eka}	karwA,20	pArWiva	-	-	-	-	-
3	ayam	-	-	ixam{sarvanAma;puM;1;eka}/aya{puM;2;eka}	ixam{sarvanAma;puM;1;eka}	viSeRaNam,4	yaha	-	-	-	-	-
4	arBakaH	-	-	arBaka{puM;1;eka}	arBaka{puM;1;eka}	karwA,12	baccA	-	-	-	-	-
5	Sruwasya	1	Sruwasya	Sruwa{napuM;6;eka}/Sruwa{puM;6;eka(Sru1;kwa;Sru;:BvAxiH)}/Sruwa{napuM;6;eka(Sru1;kwa;Sru;:BvAxiH)}	Sruwa{napuM;6;eka(Sru1;kwa;Sru;:BvAxiH)}	RaRTIsambanXaH,4	prasixXi_kA	-	-	-	-	-
6	anwam	-	-	anwa{puM;2;eka}/anwa{napuM;1;eka}/anwa{napuM;2;eka}	anwa{napuM;2;eka}	karma,5	anwa	-	-	-	-	-
7	waWA	3	waWA	waWA{avya}	waWA{avya}	sambanXaH,11	vEse	-	-	-	-	-
8	yuXi	5	yuXi	yuX{swrI;7;eka}	yuX{swrI;7;eka}	aXikaraNam,10	saMgrAma_meM	-	-	-	-	-
9	pareRAm	4	pareRAm	para{sarvanAma;puM;6;bahu}/para{sarvanAma;napuM;6;bahu}	para{sarvanAma;napuM;6;bahu}	RaRTIsambanXaH,10	parakA	-	-	-	-	-
10	anwam	-	-	anwa{puM;2;eka}/anwa{napuM;1;eka}/anwa{napuM;2;eka}	anwa{napuM;2;eka}	samucciwaH,6	anwa	-	-	-	-	-
11	ca	6	cewi	ca{avya}	ca{avya}	samuccayaxyowakaH,10	BI	-	-	-	-	-
12	yAyAw	2	yAyAxayamanwamarBakaH	yA1{karwari;ASIrlif;pra;eka;parasmEpaxI;yA;:axAxiH}/yA1{karwari;viXilif;pra;eka;parasmEpaxI;yA;:axAxiH}	yA1{karwari;viXilif;pra;eka;parasmEpaxI;yA;:axAxiH}	vAkyakarma,17	jAye	-	-	-	-	-
13	iwi	-	-	iwi{avya}	iwi{avya}	vAkyakarmaxyowakaH,12	Ese	-	-	-	-	-
14	AwmasamBavam	-	-	AwmasamBava{puM;2;eka}	AwmasamBava{puM;2;eka}	viSeRaNam,19	AwmasamBava_ko	-	-	-	-	-
15	XAwoH	9	 XAworgamanArWamarWaviccakAra	XAwu{puM;5;eka}/XAwu{puM;6;eka}	XAwu{puM;6;eka}	RaRTIsambanXaH,16	XAwu_ke	-	-	-	-	-
16	gamana-arWam	-	-	arWa{napuM;2;eka}	arWa{napuM;2;eka}	karma,17	arWa_ko	-	-	-	-	-
17	avekRya	8	avekRya	IkR1{avya;lyap;IkRaz;:BvAxiH}	ava_IkR1{avya;lyap;IkRaz;:BvAxiH}	pUrvakAlaH,20	xeKa_kara	-	-	-	-	-
18	nAmnA	10	nAmnA	nAman{napuM;3;eka}	nAman{napuM;3;eka}	hewuH,20	nAma_se	-	-	-	-	-
19	raGum	11	raGumAwmasamBavam	raGu{puM;2;eka}	raGu{puM;2;eka}	karma,20	raGu_kI	-	-	-	-	-
20	cakAra	-	-	kq1{karwari;lit;u;eka;parasmEpaxI;kqF;:BvAxiH}/kq1{karwari;lit;pra;eka;parasmEpaxI;kqF;:BvAxiH}/kq2{karwari;lit;u;eka;parasmEpaxI;kqF;:svAxiH}/kq2{karwari;lit;pra;eka;parasmEpaxI;kqF;:svAxiH}/kq3{karwari;lit;u;eka;parasmEpaxI;dukqF;:wanAxiH}/kq3{karwari;lit;pra;eka;parasmEpaxI;dukqF;:wanAxiH}/kQ1{karwari;lit;u;eka;parasmEpaxI;kQ;:wuxAxiH}/kQ1{karwari;lit;pra;eka;parasmEpaxI;kQ;:wuxAxiH}/kQ2{karwari;lit;u;eka;parasmEpaxI;kQF;:kryAxiH}/kQ2{karwari;lit;pra;eka;parasmEpaxI;kQF;:kryAxiH}/ca-kAra{puM;8;eka}	kQ2{karwari;lit;pra;eka;parasmEpaxI;kQF;:kryAxiH}	aBihiwa_karwA,2;sakarmaka	hiMsA_kI	-	-	-	-	-
