@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	sA	1	sERA	wax{sarvanAma;swrI;1;eka}	wax{sarvanAma;swrI;1;eka}	viSeRaNam,2	vaha	@This 	-	-	Parwicular Place	-
2	eRA	-	-	ewax{sarvanAma;swrI;1;eka}	ewax{swrI;1;eka}	karwA,4	yaha	@that 	-	-	-	-
3	sWalI	2	sWalI	sWalI{swrI;1;eka}	sWalI{swrI;1;eka}	karwqsamAnAXikaraNam,4	-	@Place	-	-	niwya_sambanXaH,5	-
4	(aswi)	-	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,2	hE	@There	-	-	-	-
5	yawra	3	yawra	yawra{avya}	yawra{avya}	xeSAXikaraNam,16	jahAM	@The @place @where	-	-	-	-
6	wvAm	-	-	yuRmax{sarvanAma;1;eka}	yuRmax{sarvanAma;1;eka}	karma,7	-	-	-	-	-	-
7	vi-cinvawA	4	wvAMvicinvawA	vi-cinvaw{puM;3;eka(vi-ci1;Sawq_lat;ciF;:svAxiH)}/vi-cinvaw{napuM;3;eka(ci1;Sawq_lat;ciF;:svAxiH)}	vi-cinvaw{puM;3;eka(wvAM-vi-ci1;Sawq_lat;ciF;:svAxiH)}	viSeRaNam,8	wvAM-vi-cunawe_hue	@While @searching @you	wawpuruRa	-	-	-
8	mayA	6	mayA	asmax{sarvanAma;3;eka}	asmax{sarvanAma;3;eka}	karwA,16	mere_xvArA	@By @me	-	-	-	-
9	wva-caraNa-aravinxa-viSleRa-xuHKAw	9	wvaccaraNAravinxaviSleRaxuHKAxiva	wva-caraNa-aravinxa-viSleRa-xuHKa{napuM;5;eka}	wva-caraNa-aravinxa-viSleRa-xuHKa{napuM;5;eka}	hewuH,16	wva-xuHKa_se	@The @anklet @feeling @sorrow @due @to @disentanglement @from @your @feet	-	-	-	-
10	iva	-	-	iva{avya}	iva{avya}	sambanXaH,9	jEse	@from @your @Lotus @Foot	-	-	-	-
11	baxXa-mOnam	10	baxXamOnam	baxXa-mOna{puM;2;eka}/mOna{napuM;1;eka}/mOna{napuM;2;eka}	baxXa-mOna{napuM;1;eka}	viSeRaNam,14	bAzXA-mOna	@abiding @silence 	wawpuruRa	-	-	-
12	ekam	-	-	eka{saMKyeyam;puM;2;eka}/eka{saMKyeyam;napuM;1;eka}/eka{saMKyeyam;napuM;2;eka}	eka{saMKyeyam;napuM;1;eka}	viSeRaNam,14	eka	@one 	-	-	-	-
13	BraRtaM	5	BraRtaM	BraRta{puM;2;eka(Brasj1;kwa;Brasjaz;:wuxAxiH)}/BraRta{napuM;1;eka(Brasj1;kwa;Brasjaz;:wuxAxiH)}/BraRta{napuM;2;eka(Brasj1;kwa;Brasjaz;:wuxAxiH)}	BraRta{napuM;1;eka(Brasj1;kwa;Brasjaz;:wuxAxiH)}	viSeRaNam,14	pakAyA_huA	@fallen	-	-	-	-
14	nUpuram	7	nUpuramekamurvyAm	nUpura{napuM;1;eka}/nUpura{napuM;2;eka}	nUpura{napuM;1;eka}	karma,16	nUpura	@Anklet	-	-	-	-
15	urvyAm	-	-	urvI{swrI;7;eka}	urvI{swrI;7;eka}	aXikaraNam,16	BUmi_meM	@The @ground,@the @place 	-	-	-	-
16	axqSyawa	8	axqSyawa	xqS1{karmaNi;laf;pra;eka;AwmanepaxI;xqSizr;:BvAxiH}	xqS1{karmaNi;laf;pra;eka;AwmanepaxI;xqSizr;:BvAxiH}	aBihiwa_karma,14;sakarmaka	xeKA_gayA	@Seen	-	-	-	-
