@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	(saH)	-	(saH)	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,9	vaha	-	-	-	lavaNAsuraH	-
2	XUma-XUmraH	1	XUmaXUmro	XUma-XUmra{puM;1;eka}	XUma-XUmra{puM;1;eka}	viSeRaNam,1	XuAz-XUmra	-	-	-	-	-
3	vasA-ganXI	2	vasAganXI	vasA-ganXi{swrI;1;xvi}/ganXi{swrI;2;xvi}	vasA-ganXi{swrI;1;xvi}	viSeRaNam,1	vasA-ganXiyAz	-	-	-	-	-
4	jvAlA-baBru-SiroruhaH	3	jvAlAbaBruSiroruhaH	jvAlA-baBru-Siroruha{puM;1;eka}	jvAlA-baBru-Siroruha{puM;1;eka}	viSeRaNam,1	agniSiKA-Aga-sira_ke_bAla	-	-	-	-	-
5	kravyAx-gaNa-parIvAraH	4	kravyAxgaNaparIvAraSciwAgniriva	kravyAx-gaNa-parIvAra{puM;1;eka}	kravyAx-gaNa-parIvAra{puM;1;eka}	viSeRaNam,1	kravyAx-gaNa-parIvAra	-	-	-	-	-
6	 ciwa-agniH	-	-	ciwAgni{puM;1;eka}	ciwAgni{puM;1;eka}	upamAnam,7	ciwAgni	-	-	-	-	-
7	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,1	jEse	-	-	-	-	-
8	jaMgamaH	5	jaMgamaH	jafgama{puM;1;eka}	jafgama{puM;1;eka}	viSeRaNam,6	calane_vAlA	-	-	-	-	-
9	(aswi)	-	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,1;sakarmaka	hE	-	-	-	-	-
