@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	lafkeSvara-praNawi-Bafga-xqDa-vrawaM	-	lafkeSvarapraNawiBafgaxqDavrawaM	lafkeSvara-praNawi-Bafga-xqDa-vrawa{puM;2;eka}/vrawa{napuM;1;eka}/vrawa{napuM;2;eka}	lafkeSvara-praNawi-Bafga-xqDa-vrawa{napuM;1;eka}	viSeRaNam,4	lafkeSvara-praNawi-Bafga-xqDa-vrawa	-	-	-	-	-
2	waw	-	waxvanxyaM 	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;1;eka}	viSeRaNam,4	usa	-	-	-	Qeew oq Siwa	-
3	vanxyaM	-	-	vanxya{puM;2;eka(vax2;Nyaw;vaxiz;:BvAxiH)}/vanxya{napuM;1;eka(vax2;Nyaw;vaxiz;:BvAxiH)}/vanxya{napuM;2;eka(vax2;Nyaw;vaxiz;:BvAxiH)}	vanxya{napuM;1;eka(vax2;Nyaw;vaxiz;:BvAxiH)}	viSeRaNam,4	-	-	-	-	-	-
4	yugaM	-	yugaM	yuga{napuM;1;eka}/yuga{napuM;2;eka}	yuga{napuM;1;eka}	sup_samucciwaH,9	yuga_kI	-	-	-	-	-
5	caraNayoH	-	caraNayorjanakAwmajAyAH 	caraNa{puM;6;xvi}/caraNa{puM;7;xvi}/caraNa{napuM;6;xvi(car1;lyut;caraz;:BvAxiH)}/caraNa{napuM;7;xvi(car1;lyut;caraz;:BvAxiH)}	caraNa{napuM;6;xvi(car1;lyut;caraz;:BvAxiH)}	RaRTIsambanXaH,4	caraNoM_ke	-	-	-	-	-
6	janaka-AwmajAyAH	-	-	janaka-AwmajA{swrI;6;eka}/janakAwmajA{swrI;5;eka}	janaka-AwmajA{swrI;6;eka}	RaRTIsambanXaH,5	sIwA_se	-	-	-	-	-
7	jyeRTa-anuvqwwi-jatilaM	-	jyeRTAnuvqwwijatilaM 	jyeRTa-anuvqwwi-jatila{puM;2;eka}/jatila{napuM;1;eka}/jatila{napuM;2;eka}	jyeRTa-anuvqwwi-jatila{napuM;1;eka}	viSeRaNam,9	jyeRTa-anuvqwwi-jatila	-	-	-	-	-
8	ca	-	ca	ca{avya}	ca{avya}	sup_samuccayaxyowakaH,9	Ora	-	-	-	-	-
9	SiraH	-	SiroZsya 	Sira{puM;1;eka}/Siras{napuM;1;eka}/Siras{napuM;2;eka}/Siras{napuM;8;eka}	Siras{napuM;1;eka}	karwA,13	Sira	-	-	-	-	-
10	asya	-	-	ixam{sarvanAma;puM;6;eka}/ixam{sarvanAma;napuM;6;eka}/as3{karwari;lot;ma;eka;parasmEpaxI;asuz;:xivAxiH}	ixam{sarvanAma;puM;6;eka}	viSeRaNam,11	isakA	-	-	-	Barawasya 	-
11	sAXoH	-	sAXoranyonyapAvanamaBUxuBayaM 	sAXu{puM;5;eka}/sAXu{puM;6;eka}	sAXu{puM;6;eka}	RaRTIsambanXaH,9	sAXu	-	-	-	-	-
12	anyonya-pAvanam	-	-	anyonya{avya-pAvana;puM;2;eka}/pAvana{napuM;1;eka}/pAvana{napuM;2;eka}	pAvana{napuM;1;eka}	karwqsamAnAXikaraNam,13	pAvana	-	-	-	-	-
13	aBUw	-	-	BU1{karwari;luf;pra;eka;parasmEpaxI;BU;:BvAxiH}	BU1{karwari;luf;pra;eka;parasmEpaxI;BU;:BvAxiH}	aBihiwa_karwA,9	huA	-	-	-	-	-
14	uBayaM	-	-	uBaya{puM;2;eka}/uBaya{napuM;1;eka}/uBaya{napuM;2;eka}/uBaya{sarvanAma;puM;2;eka}/uBaya{sarvanAma;napuM;1;eka}/uBaya{sarvanAma;napuM;2;eka}	uBaya{puM;2;eka}	karma,15	-	-	-	-	-	-
15	samewya	-	samewya 	sam_i3{avya;lyap;i;:BvAxiH}	sam_i3{avya;lyap;i;:BvAxiH}	pUrvakAlaH,13	sAWa_jA_kara	-	-	-	-	-
