@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	waWA	-	waWewi	-	 waWA avya	kriyAviSeRaNam,3	-	-	-	-	-	-
2	iwi	-	-	-	 iwi avya	sambanXaH,1	-	-	-	-	-	-
3	prawijagrAha	-	prawijagrAha	prawi_grah1{karwari;lit;pra;eka;parasmEpaxI;grahaz;:kryAxiH}/prawi_grah1{karwari;lit;u;eka;parasmEpaxI;grahaz;:kryAxiH}	prawi_grah1{karwari;lit;pra;eka;parasmEpaxI;grahaz;:kryAxiH}	aBihiwa_karwA,8;sakarmaka	anumoxana_kiyA	-	-	-	-	-
4	prIwimAn	-	prIwimAnsaparigrahaH	prIwi{mawup;puM;1;eka}	prIwi{mawup;puM;1;eka}	viSeRaNam,8	prIwi	-	-	-	-	-
5	sa-parigrahaH	-	-	sa-parigraha{puM;1;eka}/sa-parigraha{puM;1;eka(grah1;GaF;grahaz;:kryAxiH)}	sa-parigraha{puM;1;eka}	viSeRaNam,8	sa-parigraha_ne	-	-	-	-	-
6	AxeSaM	-	AxeSaM	xiS1{avya;Namul;xiSaz;:wuxAxiH}/AxeSa{puM;2;eka(xiS1;GaF;xiSaz;:wuxAxiH)}	AxeSa{puM;2;eka(xiS1;GaF;xiSaz;:wuxAxiH)}	karma,3	AxeSa	-	-	-	-	-
7	xeSa-kAlajFaH	-	xeSakAlajFaH	xeSa-kAlajFa{puM;1;eka}	xeSa-kAlajFa{puM;1;eka}	viSeRaNam,8	xeSa-jyowiRI	-	-	-	-	-
8	SiRyaH	-	SiRyaH	SiRya{puM;1;eka}	SiRya{puM;1;eka}	karwA,10	SiRya	-	-	-	-	-
9	SAsiwuH	-	SAsiwurAnawaH	SAsiwq{puM;5;eka(SAs1;wqc;SAsuz;:axAxiH)}/SAsiwq{puM;6;eka(SAs1;wqc;SAsuz;:axAxiH)}	SAsiwq{puM;6;eka(SAs1;wqc;SAsuz;:axAxiH)}	RaRTIsambanXaH,6	rAjya_karane_vAle_kA	-	-	-	-	-
10	A-nawaH	-	-	A-nawa{puM;1;eka}	A-nawa{puM;1;eka}	viSeRaNam,11	-	-	-	-	-	-
11	(san)	-	(-)	saw{puM;1;eka(as2;Sawq_lat;asaz;: axAxiH)}	saw{puM;1;eka(as2;Sawq_lat;asaz;: axAxiH)}	varwamAnasamAnakAlaH,3	-	-	-	-	-	-
