@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	yaWA	4	yaWA	yaWA{avya}	yaWA{avya}	kriyAviSeRaNam,7	jEse	-	-	-	niwya_sambanXaH,8	-
2	me	6	me	asmax{sarvanAma;6;eka}/asmax{sarvanAma;4;eka}	asmax{sarvanAma;6;eka}	RaRTIsambanXaH,3	merI	-	-	-	-	-
3	pawyO	2	pawyO	pawi{puM;7;eka}/pawya{puM;1;xvi(pawa1;yaw;pawa;:curAxiH)}/pawya{puM;2;xvi(pawa1;yaw;pawa;:curAxiH)}	pawi{puM;7;eka}	aXikaraNam,7	pawi_meM	-	-	-	-	-
4	vAk-manaH-karmaBiH	1	vAkmanaHkarmaBiH	vAk-manaH-karman{napuM;3;bahu}	vAk-manaH-karman{napuM;3;bahu}	karaNam,7	vAk-manaH-karmoM_se	-	-	-	-	-
5	vyaBicAraH	3	vyaBicAro	vyaBicAra{puM;1;eka(car1;GaF;caraz;:BvAxiH)}	vyaBicAra{puM;1;eka(car1;GaF;caraz;:BvAxiH)}	karwA,7	xUra_cale_jAnA	-	-	-	-	-
6	na	5	na	na{avya}	na{avya}	prawiReXaH,7	nahIM	-	-	-	-	-
7	(Bavawi)	13	(Bavawi)	BU1{karwari;lat;pra;eka;parasmEpaxI;BU;:BvAxiH}/BavawI{swrI;8;eka}/Bavaw{sarvanAma;puM;7;eka}/Bavaw{puM;7;eka}	BU1{karwari;lat;pra;eka;parasmEpaxI;BU;:BvAxiH}	aBihiwa_karwA,5	howA_hE	-	-	-	-	-
8	waWA	7	waWA	waWA{avya}	waWA{avya}	kriyAviSeRaNam,13	vEse	-	-	-	-	-
9	viSvaM-Bare	8	viSvaMBare	viSvaM-Bare{swrI;8;eka}	viSvaM-Bare{swrI;8;eka}	viSeRaNam,10	viSvaM-Bare-xevI	-	-	-	-	-
10	xevi	9	xevi	xevI{swrI;8;eka}	xevI{swrI;8;eka}	samboXyaH,13	-	-	-	-	-	-
11	mAm	10	mAm	asmax{sarvanAma;2;eka}	asmax{sarvanAma;2;eka}	karma,12	muJe	-	-	-	-	-
12	anwarXAwum	11	anwarXAwum	XA1{avya;wumun;duXAF;:juhowyAxiH}	anwar_XA1{avya;wumun;duXAF;:juhowyAxiH}	sahAyakakriyA,13	NW	-	-	-	-	-
13	arhasi	12	arhasi	arh1{karwari;lat;ma;eka;parasmEpaxI;arhaz;:BvAxiH}/arh2{karwari;lat;ma;eka;parasmEpaxI;arhaz;:curAxiH}	arh1{karwari;lat;ma;eka;parasmEpaxI;arhaz;:BvAxiH}		yogya_howe_ho	-	-	-	-	-
