@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	yasya	5	yasya	yax{sarvanAma;puM;6;eka}/yax{sarvanAma;napuM;6;eka}/yas1{karwari;lot;ma;eka;parasmEpaxI;yasuz;:xivAxiH}	yax{sarvanAma;puM;6;eka}	viSeRaNam,2	jisa	-	-	-	-	-
2	(me)	-	(-)	asmax{sarvanAma;6;eka}/asmax{sarvanAma;4;eka}	asmax{sarvanAma;6;eka}	RaRTIsambanXaH,6	merI	-	-	-	-	-
3	xEvInAM	7	xEvInAM	xEvI{swrI;6;bahu}	xEvI{swrI;6;bahu}	sup_samucciwaH,4	xEviyoM_kA	-	-	-	-	-
4	mAnuRINAM	8	mAnuRINAM	mAnuRI{swrI;6;bahu}	mAnuRI{swrI;6;bahu}	viSeRaNam,6	mAnavI	-	-	-	-	-
5	ca	9	ca	ca{avya}	ca{avya}	sup_samuccayaxyowakaH,4	Ora	-	-	-	-	-
6	ApaxAm	-	-	Apax{swrI;6;bahu}/ApaxA{swrI;2;eka}	Apax{swrI;6;bahu}	RaRTIsambanXaH,8	saMkatoM_kA	-	-	-	-	-
7	wvam	11	wvamApaxAm	yuRmax{sarvanAma;1;eka}	yuRmax{sarvanAma;1;eka}	karwA,9	wuma	-	-	-	-	-
8	prawiharwA	10	prawiharwA	prawi_hq1{karwari;lut;pra;eka;parasmEpaxI;hqF;:BvAxiH}/prawi_hq1{karwari;lut;pra;eka;AwmanepaxI;hqF;:BvAxiH}/prawi_hq1{karmaNi;lut;pra;eka;AwmanepaxI;hqF;:BvAxiH}/prawiharwq{puM;1;eka(hq1;wqc;hqF;:BvAxiH)}	prawiharwq{puM;1;eka(hq1;wqc;hqF;:BvAxiH)}	karwqsamAnAXikaraNam,9	-	-	-	-	-	-
9	(asi)	-	(asi)	as2{karwari;lat;ma;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;ma;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,7	ho	-	-	-	-	-
