@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	arINAM	-	arINAM	ari{puM;6;bahu}	ari{puM;6;bahu}	RaRTIsambanXaH,2	SawruoM_kA	-	-	-	-	-
2	jewari	-	jewari	jewq{puM;7;eka}/jewq{napuM;7;eka(ji1;wqc;ji;:BvAxiH)}/jewq{puM;7;eka(ji1;wqc;ji;:BvAxiH)}	jewq{puM;7;eka}/jewqnapuM;7;eka(ji1;wqc;ji;:BvAxiH)}/jewqpuM;7;eka(ji1;wqc;ji;:BvAxiH)}	viSeRaNam,3	viRNu_kA_viSeRaNa_meM	-	-	-	-	-
3	wasmin	-	wasmin	wax{sarvanAma;napuM;7;eka}/wax{sarvanAma;puM;7;eka}	wax{sarvanAma;napuM;7;eka}/waxsarvanAma;puM;7;eka}	karwA,5	usameM	-	-	-	-	-
4	paraloka-yAwrAM	-	paraloka-yAwrAM	paraloka-yAwrA{swrI;2;eka}	paraloka-yAwrA{swrI;2;eka}	karma,5	paraloka-yAwrA_ko	-	-	-	-	-
5	prayAwe	-	prayAwe	prayA{wal;swrI;1;xvi}/prayA{wal;swrI;2;xvi}/prayAw{puM;4;eka(yA1;Sawq_lat;yA;:axAxiH)}/prayAw{napuM;4;eka(yA1;Sawq_lat;yA;:axAxiH)}/prayAwa{puM;7;eka(yA1;kwa;yA;:axAxiH)}/prayAwa{napuM;1;xvi(yA1;kwa;yA;:axAxiH)}/prayAwa{napuM;2;xvi(yA1;kwa;yA;:axAxiH)}/prayAwa{napuM;7;eka(yA1;kwa;yA;:axAxiH)}/prayAwA{swrI;1;xvi(yA1;kwa;yA;:axAxiH)}/prayAwA{swrI;2;xvi(yA1;kwa;yA;:axAxiH)}	prayA{wal;swrI;1;xvi}/prayAwal;swrI;2;xvi}/prayAwpuM;4;eka(yA1;Sawq_lat;yA;:axAxiH)}/prayAwnapuM;4;eka(yA1;Sawq_lat;yA;:axAxiH)}/prayAwapuM;7;eka(yA1;kwa;yA;:axAxiH)}/prayAwanapuM;1;xvi(yA1;kwa;yA;:axAxiH)}/prayAwanapuM;2;xvi(yA1;kwa;yA;:axAxiH)}/prayAwanapuM;7;eka(yA1;kwa;yA;:axAxiH)}/prayAwAswrI;1;xvi(yA1;kwa;yA;:axAxiH)}/prayAwAswrI;2;xvi(yA1;kwa;yA;:axAxiH)}	BAvalakRaNasapwamI_pUrvakAlaH,12	prayAyeM	-	-	-	-	-
6	uccEHSiraswvAw	-	uccEHSiraswvAw	uccEHSiraswvAw}	uccEHSiraswvAw}	hewuH,12	-	-	-	-	-	-
7	jiwa-pAriyAwraM	-	jiwa-pAriyAwraM	ji1{kwa;ji;:BvAxiH-pAriyAwra;napuM;1;eka}/pAriyAwra{napuM;2;eka}	ji1{kwa;ji;:BvAxiH-pAriyAwra;napuM;1;eka}/pAriyAwranapuM;2;eka}	viSeRaNam,8	-	-	-	-	-	-
8	pAriyAwraM	-	pAriyAwraM	pAriyAwra{puM;2;eka}	pAriyAwra{puM;2;eka}	aBexaH,10	pAriyAwra_ko	-	-	-	-	-
9	waxIyaM	-	waxIyaM	waxIya{puM;2;eka}/waxIya{napuM;1;eka}/waxIya{napuM;2;eka}	waxIya{puM;2;eka}/waxIyanapuM;1;eka}/waxIyanapuM;2;eka}	viSeRaNam,10	usake_ko	-	-	-	-	-
10	wanayaM	-	wanayaM	wanaya{puM;2;eka}	wanaya{puM;2;eka}	karma,12	puwra_ko	-	-	-	-	-
11	lakRmIH	-	lakRmIH	lakRmI{swrI;1;eka}/lakRmI{swrI;2;bahu}	lakRmI{swrI;1;eka}/lakRmIswrI;2;bahu}	karwA,12	lakRmI	-	-	-	-	-
12	siReve	-	siReve	Rev1{karwari;lit;pra;eka;AwmanepaxI;Revqz;:BvAxiH}/Rev1{karwari;lit;u;eka;AwmanepaxI;Revqz;:BvAxiH}/sev1{karwari;lit;pra;eka;AwmanepaxI;sevqz;:BvAxiH}/sev1{karwari;lit;u;eka;AwmanepaxI;sevqz;:BvAxiH}/sev1{karmaNi;lit;pra;eka;AwmanepaxI;sevqz;:BvAxiH}/sev1{karmaNi;lit;u;eka;AwmanepaxI;sevqz;:BvAxiH}	Rev1{karwari;lit;pra;eka;AwmanepaxI;Revqz;:BvAxiH}/Rev1karwari;lit;u;eka;AwmanepaxI;Revqz;:BvAxiH}/sev1karwari;lit;pra;eka;AwmanepaxI;sevqz;:BvAxiH}/sev1karwari;lit;u;eka;AwmanepaxI;sevqz;:BvAxiH}/sev1karmaNi;lit;pra;eka;AwmanepaxI;sevqz;:BvAxiH}/sev1karmaNi;lit;u;eka;AwmanepaxI;sevqz;:BvAxiH}	-	Rev1_ap_skyA	-	-	-	-	-
