@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	yaWA	10	yaWA	yaWA{avya}	yaWA{avya}	sambanXaH,9	jEse	-	-	-	-	-
2	we	-	-	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;4;eka}/yuRmax{sarvanAma;6;eka}	yuRmax{sarvanAma;6;eka}	RaRTIsambanXaH,3	wumhAre	-	-	-	-	-
3	guruH	11	guruswe	guru{puM;1;eka}	guru{puM;1;eka}	karwA,9	guru_ne	-	-	-	-	-
4	wAm	9	wAM	wax{sarvanAma;swrI;2;eka}/wA{swrI;2;eka}	wax{sarvanAma;swrI;2;eka}	viSeRaNam,6	usa	-	-	-	-	-
5	kAraNa-mAnuRIm	8	kAraNamAnuRIM	kAraNa-mAnuRI{swrI;2;eka}	kAraNa-mAnuRI{swrI;2;eka}	viSeRaNam,6	kAraNa-mAnavI_ko	-	-	-	-	-
6	wanum	7	wanuM	wanu{puM;2;eka}/wanu{swrI;2;eka}	wanu{swrI;2;eka}	karma,7	SarIra	-	-	-	-	-
7	hiwvA	6	hiwvA	XA1{avya;kwvA;duXAF;:juhowyAxiH}/hA2{avya;kwvA;ozhAk;:juhowyAxiH}	hA2{avya;kwvA;ozhAk;:juhowyAxiH}	pUrvakAlaH,9	wyAga_kara	-	-	-	-	-
8	parama-Awma-mUrwim	12	paramAwmamUrwim	parama-Awma-mUrwi{puM;2;eka}/mUrwi{swrI;2;eka}	parama-Awma-mUrwi{swrI;2;eka}	karma,9	parama-Awma-mUrwi	-	-	-	-	-
9	(Arhaw)	-	(-)	arh1{karwari;laf;pra;eka;parasmEpaxI;arhaz;:BvAxiH}	arh1{karwari;laf;pra;eka;parasmEpaxI;arhaz;:BvAxiH}	aBihiwa_karwA,3;sakarmaka	yogya_huA	-	-	-	-	-
10	(aBi-upEwum)	-	(-)	aBi-i1{avya;wumun;iN;:axAxiH}	aBi-upa_i1{avya;wumun;iN;:axAxiH}	sahAyakakriyA,9	pAsa_jA	-	-	-	-	-
