@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	ayaM	-	-	ixam{sarvanAma;puM;1;eka}/aya{puM;2;eka}	ixam{sarvanAma;puM;1;eka}	viSeRaNam,2	yaha	@This	-	-	samuxraH	-
2	samuxraH	7	samuxraH	samuxra{puM;1;eka}	samuxra{puM;1;eka}	karwA,14	samuxra	@ocean	-	-	-	rawlAkaram @Indian @Ocean
3	payAMsi	2	payAMsi	payas{napuM;1;bahu}/payas{napuM;2;bahu}/payas{napuM;8;bahu}	payas{napuM;2;bahu}	karma,4	pAnI	@water	-	-	-	-
4	pAwum	3	pAwumAvarwavegAxBramawA	pA1{avya;wumun;pA;:BvAxiH}/pA2{avya;wumun;pA;:axAxiH}/pE1{avya;wumun;pE;:BvAxiH}	pA1{avya;wumun;pA;:BvAxiH}	prayojanam,5	pIne ke liye	@to @drink	-	wumun prawyaya	-	-
5	pravqwwa-mAwreNa	1	pravqwwamAwreNa	pravqwwa-mAwra{puM;3;eka(vqw1;kwa;vqwuz;:BvAxiH)}/pravqwwa{napuM-mAwra;puM;3;eka(vqw1;kwa;vqwuz;:BvAxiH)}/mAwra{napuM;3;eka}	pravqwwa-mAwra{puM;3;eka(vqw1;kwa;vqwuz;:BvAxiH)}	viSeRaNam,8	jEse hI SurU kiyA	@even @as @started	-	kwa prawyaya	-	-
6	Avarwa-vegAw	-	-	Avarwa-vega{puM;5;eka}/vega{napuM;5;eka}	Avarwa-vega{puM;5;eka}	hewuH,7	eka bavaMdara kI gawi ke sAWa	@with @the @speed @of @a @whirlwind	RaRTI wawpuruRa, Avarwasya vegAw	-	-	-
7	BramawA	-	-	Bramaw{puM;3;eka(Bram1;Sawq_lat;Bramuz;:BvAxiH)}/Bramaw{napuM;3;eka(Bram1;Sawq_lat;Bramuz;:BvAxiH)}/Bramaw{puM;3;eka(Bram2;Sawq_lat;Bramuz;:xivAxiH)}/Bramaw{napuM;3;eka(Bram2;Sawq_lat;Bramuz;:xivAxiH)}	Bramaw{puM;3;eka(Bram1;Sawq_lat;Bramuz;:BvAxiH)}	viSeRaNam,8	GUmanevAlI	@spinning	-	Sawq_lat;	-	-
8	Ganena	4	Ganena	Gana{puM;3;eka}/Gana{napuM;3;eka}	Gana{puM;3;eka}	hewuH,14	bAxaloM ke kAraNa	@because @of @the @clouds	-	-	-	-
9	giriNA	9	giriNeva	giri{puM;3;eka}	giri{puM;3;eka}	karwA,11	parvawa se(manxrAcal)	@with @the @mountain(@Mandara)	-	-	-	manxaragiriH
10	BUyaH	10	BUyaH	BUyaH{avya}/BUyas{napuM;1;eka}/BUyas{napuM;2;eka}/BUyas{napuM;8;eka}	BUyaH{avya}	kriyAviSeRaNam,11	Pira se	@again	-	-	-	-
11	pra-maWyamAnaH	8	pramaWyamAno	pra-maWyamAna{puM;1;eka(pra-manW1;SAnac_lat;karmaNi;manWaz;:BvAxiH)}/pra-maWyamAna{puM;1;eka(maW1;SAnac_lat;karmaNi;maWez;:BvAxiH)}/pra-maWyamAna{puM;1;eka(manW2;SAnac_lat;karmaNi;manWaz;:kryAxiH)}	pra-maWyamAna{puM;1;eka(pra-manW1;SAnac_lat;karmaNi;manWaz;:BvAxiH)}	upamAnam,12	maMWana kiyA huA	@being @churned	-	SAnac_lat;karmaNi	-	-
12	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,2	jEse	@like	-	-	-	-
13	BUyiRTam	6	BUyiRTamayaM 	BUyiRTa{puM;2;eka}/BUyiRTa{napuM;1;eka}/BUyiRTa{napuM;2;eka}	BUyiRTa{puM;2;eka}	kriyAviSeRaNam,14	bahuwAyawa	@very @much	-	-	-	-
14	ABAwi	5	ABAwi	Af_BA1{karwari;lat;pra;eka;parasmEpaxI;BA;:axAxiH}	Af_BA1{karwari;lat;pra;eka;parasmEpaxI;BA;:axAxiH}	aBihiwa_karwA,2;sakarmaka	laga rahA hE.	@appears	-	karwari	-	-
