@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	pawyuH	3	pawyuH	pawi{puM;5;eka}/pawi{puM;6;eka}	pawi{puM;6;eka}	RaRTIsambanXaH,8	pawi_kI	-	-	-	-	-
2	prAgvaMSa-vAsinaH	4	prAgvaMSavAsinaH	prAgvaMSa-vAsin{puM;1;bahu}/vAsin{puM;2;bahu}/vAsin{puM;5;eka}/vAsin{puM;6;eka}/vAsi{napuM;5;eka}/vAsi{napuM;6;eka}	prAgvaMSa-vAsin{puM;6;eka}	viSeRaNam,1	prAgvaMSa-vAsin	-	-	-	-	-
3	ananya-jAneH	5	ananyajAneH	ananya-jAni{puM;5;eka}/jAni{puM;6;eka}	ananya-jAni{puM;6;eka}	viSeRaNam,1	ananya-jAni	-	-	-	-	-
4	sA	6	sEvAsIxyasmAjjAyA	wax{sarvanAma;swrI;1;eka}	wax{sarvanAma;swrI;1;eka}	viSeRaNam,8	usa	-	-	-	sIwA	-
5	eva	-	-	eva{avya}	eva{avya}	sambanXaH,4	hI	-	-	-	-	-
6	AsIw	-	-	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,8;sakarmaka	as2_pp_skyA	-	-	-	-	-
7	yasmAw	-	-	yax{sarvanAma;puM;5;eka}/yax{sarvanAma;napuM;5;eka}	yax{sarvanAma;napuM;5;eka}	hewuH,6	jisase	-	-	-	-	-
8	jAyA	-	-	jAyA{swrI;1;eka}	jAyA{swrI;1;eka}	karwA,6	pawnI_ne	-	-	-	-	-
9	hiraNmayI	7	hiraNmayI	hiraNmayI{swrI;1;eka}	hiraNmayI{swrI;1;eka}	viSeRaNam,4	hiraNmayI	-	-	-	-	-
