@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	mahA-BujaH	-	mahA-BujaH	mahA-Bu-ja{puM;1;eka}/Buja{puM;1;eka}	mahA-Bu-ja{puM;1;eka}/BujapuM;1;eka}	viSeRaNam,2	gAya-Bu	-	-	-	-	-
2	saH	-	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,14	vaha	-	-	-	-	-
3	acira-upanawAM	-	acira-upanawAM	acira-upanawA{swrI;2;eka(acira-Nam1;kwa;Namaz;:BvAxiH)}/upanawA{swrI;2;eka}	acira-upanawA{swrI;2;eka(acira-Nam1;kwa;Namaz;:BvAxiH)}/upanawAswrI;2;eka}	viSeRaNam,4	-	-	-	-	-	-
4	mexinIM	-	mexinIM	mexinI{swrI;2;eka}	mexinI{swrI;2;eka}	karma,14	pqWvI_ko	-	-	-	-	-
5	nava-pANi-grahaNAM	-	nava-pANi-grahaNAM	nava-pANi-grahaNA{swrI;2;eka}	nava-pANi-grahaNA{swrI;2;eka}	viSeRaNam,6	nava-hAWa-grahaNA_ko	-	-	-	-	-
6	vaXUm	-	vaXUm	vaXU{swrI;2;eka}	vaXU{swrI;2;eka}	upamAnam,7	bahU_ko	-	-	-	-	-
7	iva	-	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,10	jEse	-	-	-	-	-
8	sahasA	-	sahasA	sahasA{avya}	sahasA{avya}	kriyAviSeRaNam,11	acAnaka	-	-	-	-	-
9	iyaM	-	iyaM	ixam{sarvanAma;swrI;1;eka}	ixam{sarvanAma;swrI;1;eka}	karwA,11	yaha	-	-	-	-	-
10	uxvegaM	-	uxvegaM	uxvega{puM;2;eka}/uxvega{puM;2;eka(vij1;GaF;vijizr;:juhowyAxiH)}/uxvega{puM;2;eka(vij3;GaF;ozvijIz;:ruXAxiH)}	uxvega{puM;2;eka}/uxvegapuM;2;eka(vij1;GaF;vijizr;:juhowyAxiH)}/uxvegapuM;2;eka(vij3;GaF;ozvijIz;:ruXAxiH)}	karma,11	uxvega_ko	-	-	-	-	-
11	vrajew	-	vrajew	vraj1{karwari;viXilif;pra;eka;parasmEpaxI;vrajaz;:BvAxiH}	vraj1{karwari;viXilif;pra;eka;parasmEpaxI;vrajaz;:BvAxiH}	-	jAye	-	-	-	-	-
12	iwi	-	iwi	iwi{avya}	iwi{avya}	sambanXaH,11	EsA	-	-	-	-	-
13	sa-xayaM	-	sa-xayaM	sa-xaya{puM;2;eka}/xaya{napuM;1;eka}/xaya{napuM;2;eka}	sa-xaya{puM;2;eka}/xayanapuM;1;eka}/xayanapuM;2;eka}	kriyAviSeRaNam,14	sa-xaya_ko	-	-	-	-	-
14	buBuje	-	buBuje	Buj2{karwari;lit;pra;eka;AwmanepaxI;Bujaz;:ruXAxiH}	Buj2{karwari;lit;pra;eka;AwmanepaxI;Bujaz;:ruXAxiH}	-	KAyA	-	-	-	-	-
