@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	purA	1	purA	purA{avya}	purA{avya}	kAlAXikaraNam,3	pahale	-	-	-	-	-
2	Sakram	2	SakramupasWAya	Sakra{puM;2;eka}	Sakra{puM;2;eka}	karma,3	inxra_ko	-	-	-	-	-
3	upasWAya	-	-	upasWa{puM;4;eka}/upasWa{napuM;4;eka}/RWA1{avya;lyap;RWA;:BvAxiH}	upa_RWA1{avya;lyap;RWA;:BvAxiH}	pUrvakAlaH,12	goxa_ko	-	-	-	-	-
4	urvIM	-	-	urvI{swrI;2;eka}	urvI{swrI;2;eka}	sanxarBa_binxuH,5	BUmi_ko	-	-	-	-	-
5	prawi	4	prawi	prawi{avya}	prawi{avya}	ABimuKyam,6	ora	-	-	-	-	-
6	yAsyawaH	5	yAsyawaH	yAsyaw{puM;6;eka(yA1 Sawq_lqt yA;:axAxiH}	yAsyaw{puM;6;eka(yA1 Sawq_lqt yA;:axAxiH}	viSeRaNam,7	jAezge	-	-	-	-	-
7	wava	3	wavorvIM	yuRmax{sarvanAma;6;eka}	yuRmax{sarvanAma;6;eka}	RaRTIsambanXaH,8	wumhArA	-	-	-	-	-
8	paWi	8	paWi	paWin{puM;7;eka}	paWin{puM;7;eka}	aXikaraNam,12	rAswe_meM	-	-	-	-	-
9	suraBiH	7	suraBiH	suraBi{puM;1;eka}	suraBi{puM;1;eka}	karwA,12	sugaMXa	-	-	-	-	-
10	kalpa-waru-CAyAyAm	-	-	kalpa-waru-CAyA{swrI;2;eka}	kalpa-waru-CAyA{swrI;7;eka}	xeSAXikaraNam,12	kalpa-vqkRa-CAyA_ko	-	-	-	-	-
11	ASriwA	-	-	ASri{wal;swrI;1;eka}/ASriwA{swrI;1;eka(Sri1;kwa;SriF;:BvAxiH)}	ASriwA{swrI;1;eka(Sri1;kwa;SriF;:BvAxiH)}	karwqsamAnAXikaraNam,12	ASri	-	-	-	-	-
12	AsIw	6	AsIwkalpawarucCAyAmASriwA	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,9	WA	-	-	-	-	-
