@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	uxayAya	-	uxayAya	uxaya{puM;4;eka}/uxaya{puM;4;eka(i1;GaF;iN;:axAxiH)}	uxaya{puM;4;eka(i1;GaF;iN;:axAxiH)}	prayojanam,2	uxaya_ko	-	-	-	-	-
2	yawamAnaM	-	yawamAnaM	yawamAna{puM;2;eka(yaw1;SAnac_lat;karwari;yawIz;:BvAxiH)}/yawamAna{napuM;1;eka(yaw1;SAnac_lat;karwari;yawIz;:BvAxiH)}/yawamAna{napuM;2;eka(yaw1;SAnac_lat;karwari;yawIz;:BvAxiH)}	yawamAna{puM;2;eka(yaw1;SAnac_lat;karwari;yawIz;:BvAxiH)}	viSeRaNam,3	prayawnamAna	-	-	-	-	-
3	wam	-	wam	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	karma,13	usako	-	-	@dasharatha	yes	-
4	mqgayA-aBirawiH	-	mqgayA-aBirawiH	mqgayA-aBirawi{swrI;1;eka}/aBirawi{puM;1;eka}	mqgayA-aBirawi{puM;1;eka}	karwA,13	SikAra-aBirawi	-	@saptami @tatpurusha	-	-	-
5	xuroxaram	-	xuroxaram	xuroxara{puM;2;eka}/xuroxara{napuM;1;eka}/xuroxara{napuM;2;eka}	xuroxara{napuM;1;eka}	samucciwaH,4	jUA_KelanA	-	-	-	-	-
6	SaSi-prawimA-ABaraNam	-	SaSi-prawimA-ABaraNam	SaSi-prawimA-ABaraNa{napuM;1;eka}/ABaraNa{napuM;2;eka}	SaSi-prawimA-ABaraNa{napuM;1;eka}	viSeRaNam,7	SaSi-prawimA-ABaraNa	-	@bahuvrihi	-	-	-
7	maXu	-	maXu	maXu{napuM;1;eka}/maXu{napuM;2;eka}/maXu{napuM;8;eka}	maXu{napuM;1;eka}	samucciwaH,4	maXu_ne	-	-	-	-	-
8	nava-yOvanA	-	nava-yOvanA	nava-yOvanA{swrI;1;eka}	nava-yOvanA{swrI;1;eka}	viSeRaNam,9	nava-yOvanA-priyawamA	-	@viseshana @purvapada @karmadaaraya 	-	-	-
9	priyawamA	-	priyawamA	priyawamA{swrI;1;eka}	priyawamA{swrI;1;eka}	karwA,14	nava-yOvanA-priyawamA	-	-	-	-	-
10	vA	-	vA	vA{avya}	vA{avya}	anyawaraxyowakaH,14	vA	-	-	-	-	-
11	ca	-	ca	ca{avya}	ca{avya}	samuccayaxyowakaH,4	Ora	-	-	-	-	-
12	na	-	na	na{avya}	na{avya}	prawiReXaH,13	-	-	-	-	-	-
13	apAharaw	-	apAharaw	apa_hq1{karwari;laf;pra;eka;parasmEpaxI;hqF;:BvAxiH}	apa_hq1{karwari;laf;pra;eka;parasmEpaxI;hqF;:BvAxiH}	aBihiwa_karwA,4;sakarmaka	apaharaNa_nahIM_kI	-	-	-	-	-
14	(apAharaw)	-	(apAharaw)	apa_hq1{karwari;laf;pra;eka;parasmEpaxI;hqF;:BvAxiH}	apa_hq1{karwari;laf;pra;eka;parasmEpaxI;hqF;:BvAxiH}	anyawaraH,13	apaharaNa_nahIM_kI	-	-	-	-	-
15	(na)	-	(na)	na{avya}	na{avya}	prawiReXaH,14	-	-	-	-	-	-
