@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	saH	6	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,10	usane	@He	-	-	raGuH	-
2	Balla-apa-varjiwEH	1	BallApavarjiwEsweRAM	varjiwa{puM;3;bahu(Ball1;GaF;Ballaz;:BvAxiH-apa-vqj4;kwa;vqjIz;:curAxiH)}/varjiwa{napuM;3;bahu(vqj4;kwa;vqjIz;:curAxiH)}	varjiwa-varjiwa{napuM;3;bahu(varjiwa-vqj4;kwa;vqjIz;:curAxiH)}	viSeRaNam,5	varjiwa-varjiwa	@severed @by @arrow	-	-	-	-
3	SmaSrulEH	3	SmaSrulErmahIm	SmaSrula{puM;3;bahu}/SmaSrula{napuM;3;bahu}	SmaSrula{napuM;3;bahu}	viSeRaNam,5	xAD@ZI_mUMCa_vAloM_ke_xvArA	@With @beards	-	-	-	-
4	weRAm	-	-	wax{sarvanAma;puM;6;bahu}/wax{sarvanAma;napuM;6;bahu}	wax{sarvanAma;napuM;6;bahu}	RaRTIsambanXaH,5	unake	@Their	-	-	Favanis/Teswerners	-
5	SiroBiH	2	SiroBiH	Siras{napuM;3;bahu}	Siras{napuM;3;bahu}	karaNam,10	SiroM_se	@heads	-	-	-	-
6	saraGA-vyApwEH	5	saraGAvyApwEH	saraGA-vyApwa{puM;3;bahu(saraGA-Ap1;kwa;ApLz;:svAxiH)}/saraGA-vyApwa{napuM;3;bahu(Ap1;kwa;ApLz;:svAxiH)}	saraGA-vyApwa{napuM;3;bahu(saraGA-Ap1;kwa;ApLz;:svAxiH)}	viSeRaNam,7	maXumakKI-vyApakoM_se	@Spread @with @bees	-	-	-	-
7	kROxra-patalEH	7	kROxrapatalEriva	kROxra-patala{puM;3;bahu}/patala{napuM;3;bahu}	kROxra-patala{napuM;3;bahu}	upamAnam,8	campaka_vqkRa-pataloM_se	@Honey @Comb/@Sheets @of @honey	-	-	-	-
8	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,5	jEse	@Like	-	-	-	-
9	mahIm	-	-	mahI{swrI;2;eka}	mahI{swrI;2;eka}	karma,10	pqWvI	@the @ground	-	-	-	-
10	waswAra	4	waswAra	swq1{karwari;lit;u;eka;parasmEpaxI;swqF;:svAxiH}/swq1{karwari;lit;pra;eka;parasmEpaxI;swqF;:svAxiH}/swQ1{karwari;lit;u;eka;parasmEpaxI;swQF;:kryAxiH}/swQ1{karwari;lit;pra;eka;parasmEpaxI;swQF;:kryAxiH}	swQ1{karwari;lit;pra;eka;parasmEpaxI;swQF;:kryAxiH}	aBihiwa_karwA,1;sakarmaka	vaswrAxi_se_AcCAxiwa_kiyA	@Covered	-	-	-	-
