@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	ahIna-bAhu-xraviNaH	-	ahIna-bAhu-xraviNaH	ahIna-bAhu-xraviNa{puM;1;eka}	ahIna-bAhu-xraviNa{puM;1;eka}	viSeRaNam,11	ahIna-BujA-xraviNa	-	-	-	-	-
2	hIna-saMsarga-parAf-muKawvAw	-	hIna-saMsarga-parAf-muKawvAw	hA2{kwa;ozhAk;:juhowyAxiH-saMsarga-parAf-muKa;wva;napuM;5;eka}	hA2{kwa;ozhAk;:juhowyAxiH-saMsarga-parAf-muKa;wva;napuM;5;eka}	hewuH,3	-	-	-	-	-	-
3	yuvA	-	yuvA	yuvan{puM;1;eka}	yuvan{puM;1;eka}	viSeRaNam,11	yuvaka	-	-	-	-	-
4	api	-	api	api{avya}	api{avya}	sambanXaH,3	BI	-	-	-	-	-
5	anarWEH	-	anarWEH	anarWa{puM;3;bahu}	anarWa{puM;3;bahu}	viSeRaNam,6	anarWa_se	-	-	-	-	-
6	vyasanEH	-	vyasanEH	vyasana{napuM;3;bahu}/vyasana{napuM;3;bahu(as3;lyut;asuz;:xivAxiH)}	vyasana{napuM;3;bahu}/vyasananapuM;3;bahu(as3;lyut;asuz;:xivAxiH)}	karaNam,7	burI_AxawoM_se	-	-	-	-	-
7	vihInaH	-	vihInaH	vihIna{puM;1;eka}/vihIna{puM;1;eka(hA1;kwa;ozhAf;:juhowyAxiH)}	vihIna{puM;1;eka}/vihInapuM;1;eka(hA1;kwa;ozhAf;:juhowyAxiH)}	viSeRaNam,11	vihIna	-	-	-	-	-
8	yaH	-	yaH	yax{sarvanAma;puM;1;eka}	yax{sarvanAma;puM;1;eka}	viSeRaNam,9	jo	-	-	-	-	-
9	ahIna-guH	-	ahIna-guH	ahIna-guH}	ahIna-guH}	saFjFA,11	ahIna-	-	-	-	-	-
10	nAma	-	nAma	nAma{avya}	nAma{avya}	saFjFA_xyowakaH,9	nAmaka	-	-	-	-	-
11	saH	-	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,14	vaha	-	-	-	-	-
12	samagrAM	-	samagrAM	samagrA{swrI;2;eka}	samagrA{swrI;2;eka}	viSeRaNam,13	pUrI_ko	-	-	-	-	-
13	gAM	-	gAM	go{puM;2;eka}/go{swrI;2;eka}	go{puM;2;eka}/goswrI;2;eka}	karma,14	gAya_ko	-	-	-	-	-
14	SaSAsa	-	SaSAsa	Sas1{karwari;lit;pra;eka;parasmEpaxI;Sasuz;:BvAxiH}/Sas1{karwari;lit;u;eka;parasmEpaxI;Sasuz;:BvAxiH}/SAs1{karwari;lit;ma;bahu;parasmEpaxI;SAsuz;:axAxiH}/SAs1{karwari;lit;pra;eka;parasmEpaxI;SAsuz;:axAxiH}/SAs1{karwari;lit;u;eka;parasmEpaxI;SAsuz;:axAxiH}	Sas1{karwari;lit;pra;eka;parasmEpaxI;Sasuz;:BvAxiH}/Sas1karwari;lit;u;eka;parasmEpaxI;Sasuz;:BvAxiH}/SAs1karwari;lit;ma;bahu;parasmEpaxI;SAsuz;:axAxiH}/SAs1karwari;lit;pra;eka;parasmEpaxI;SAsuz;:axAxiH}/SAs1karwari;lit;u;eka;parasmEpaxI;SAsuz;:axAxiH}	-	hiMsA_kI	-	-	-	-	-
