@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	Sruwa-yAga-prasavEH	-	Sruwa-yAga-prasavEH	Sru1{kwa;Sru;:BvAxiH-yAga-prasava;puM;3;bahu}/prasava{puM;3;bahu(RU3;GaF;RU;:wuxAxiH)}/prasava{puM;3;bahu(Su1;GaF;Su;:BvAxiH)}	prasava-prasava{puM;3;bahu(prasava-Su1;GaF;Su;:BvAxiH)}	karaNam,4	prasava-	-	-	-	-	-
2	qRi-xeva-gaNa-svaXA-BAjAm	-	qRi-xeva-gaNa-svaXA-BAjAm	qRi-xeva-gaNa-svaXA-Buj{puM;6;bahu}/Buj{napuM;6;bahu}/BujA{swrI;2;eka}	qRi-xeva-gaNa-svaXA-Buj{puM;6;bahu}	RaRTIsambanXaH,3	qRi-xeva-gaNa-svaXA-BAjoM_ke	-	-	-	-	-
3	anqNawvam	-	anqNawvam	anqNa{wva;napuM;1;eka}/anqNa{wva;napuM;2;eka}	anqNa{wva;napuM;2;eka}	karma,4	anqNa_ko	-	-	-	-	-
4	upeyivAn	-	upeyivAn	upeyivaw{puM;1;eka(Ap1;kwavawu;ApLz;:svAxiH)}	upeyivaw{puM;1;eka(Ap1;kwavawu;ApLz;:svAxiH)}	viSeRaNam,6	prApwa_hue	-	-	-	-	-
5	saH	-	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	viSeRaNam,6	usa	-	-	-	-	-
6	pArWivaH	-	pArWivaH	pArWiva{puM;1;eka}	pArWiva{puM;1;eka}	karwA,11	pArWiva_ne	-	-	-	-	-
7	pariXeH	-	pariXeH	pariXi{puM;5;eka}/pariXi{puM;6;eka}	pariXi{puM;5;eka}	apAxAnam,8	pariXi_se	-	-	-	-	-
8	mukwaH	-	mukwaH	muc{avya;wasil}/mukwa{puM;1;eka(mruc1;kwa;mrucuz;:BvAxiH)}/mukwa{puM;1;eka(muc2;kwa;mucLz;:wuxAxiH)}	mukwa{puM;1;eka(muc2;kwa;mucLz;:wuxAxiH)}	viSeRaNam,9	mukwa	-	-	-	-	-
9	uRNaxIXiwiH	-	uRNaxIXiwiH	uRNaxIXiwi{puM;1;eka}	uRNaxIXiwi{puM;1;eka}	upamAnam,10	uRNaxIXiwi	-	-	-	-	-
10	iva	-	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,6	jEse	-	-	-	-	-
11	baBO	-	baBO	BA1{karwari;lit;pra;eka;parasmEpaxI;BA;:axAxiH}/BA1{karwari;lit;u;eka;parasmEpaxI;BA;:axAxiH}	BA1{karwari;lit;pra;eka;parasmEpaxI;BA;:axAxiH}	aBihiwa_karwA,6;sakarmaka	BA1_pp_skyA	-	-	-	-	-
