@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	puru-hUwa-praBqwayaH	1	puruhUwapraBqwayaH	puru-hUwa-praBqwi{swrI;1;bahu}/praBqwi{puM;1;bahu}	puru-hUwa-praBqwi{puM;1;bahu}	viSeRaNam,2	-	-	puruhUwaH = puru hUwaM yajFeRu yasya saH ; puruhUwaH praBqwiH yeRAM we	-	-	-
2	surAH	3	surAH	surA{swrI;2;bahu}/surA{swrI;1;bahu}/sura{puM;1;bahu}	sura{puM;1;bahu}	karwA,10	-	-	-	-	-	xevAH
3	surakArya-uxyawaM	2	surakAryoxyawaM	surakAryoxyawa{puM;2;eka}{kqxanwa}{(kqw_XAwu_yam1 }kwa{XAwu;yamuz};BvaxiH)	surakAryoxyawa{puM;2;eka}{kqxanwa}{(kqw_XAwu_yam1 }kwa{XAwu;yamuz};BvaxiH)	viSeRaNam,4	-	-	surakAryam = surANAM kAryam ; surakArya-uxyawam = surakArye uxyawaH,wam 	-	-	-
4	viRNum	-	-	viRNu{puM;2;eka}	viRNu{puM;2;eka}	karma,10	-	-	-	-	-	-
5	aMSEH	4	aMSEranuyayurviRNuM	aMSa{puM;3;bahu}	aMSa{puM;3;bahu}	hewuH,10	-	-	-	-	-	-
6	xrumAH	-	xrumAH	xruma{puM;1;bahu}	xruma{puM;1;bahu}	karwA,11	-	-	-	-	-	vqkRAH
7	puRpEH	5	puRpErvAyumiva	puRpa{napuM;3;bahu}/puRpa{puM;3;bahu}	puRpa{napuM;3;bahu}	hewuH,11	-	-	-	-	-	-
8	vAyum	6	-	vAyu{puM;2;eka}	vAyu{puM;2;eka}	karma,11	-	-	-	-	-	-
9	iva	-	-	iva{avya}	iva{avya}	upamAnam,11	-	-	-	-	-	-
10	anuyayuH	-	-	anu_yA1{karwari;lit;pra;bahu;parasmEpaxI;yA;:axAxiH}	anu_yA1{karwari;viXilif;pra;bahu;parasmEpaxI;yA;:axAxiH}	upamAnaxyowakaH,9	-	-	-	-	-	-
11	(anuyayuH)	-	(-)	anu_yA1{karwari;viXilif;pra;bahu;parasmEpaxI;yA;:axAxiH}	anu_yA1{karwari;viXilif;pra;bahu;parasmEpaxI;yA;:axAxiH}	aBihiwa_karwA,2;sakarmaka	-	-	-	-	-	-
