@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	pUrvam	1	pUrva	pUrva{puM;2;eka}/pUrva{napuM;2;eka}/pUrva{napuM;1;eka}	pUrva{puM;2;eka}/pUrvanapuM;2;eka}/pUrvanapuM;1;eka}	viSeRaNam,2	pahele	-	-	-	-	-
2	praharwA	2	praharwA	pra_hq{lut;pra;eka;AwmanepaxI;:X}	pra_hq{lut;pra;eka;AwmanepaxI;:X}	viSeRaNam,6	prahAra karanevAle	-	-	-	-	-
3	na	3	na	-	-	prawiReXaH,4	nahi	-	-	-	-	-
4	jaGAna	4	jaGAna	han1{karwari;lit;pra;eka;parasmEpaxI;hanaz;:axAxiH}/han1{karwari;lit;pra;eka;parasmEpaxI;hanaz;:axAxiH}/han1{karwari;lit;u;eka;parasmEpaxI;hanaz;:axAxiH}/han1{karwari;lit;u;eka;parasmEpaxI;hanaz;:axAxiH}	han1{karwari;lit;pra;eka;parasmEpaxI;hanaz;:axAxiH}	-	prahAra  kiyA	-	-	-	-	-
5	prawi-prahAra-akRamam	5	prawiprahArAkRamamaSvasAxI	han1{karwari;lit;pra;eka;parasmEpaxI;hanaz;:axAxiH}	prahAra-akRama{puM;2;eka}/akRamanapuM;2;eka}/akRamanapuM;1;eka}	viSeRaNam,8	prawiprahAra akRama ko	-	-	-	-	-
6	aSva-sAxI	-	-	aSva-sAxin{puM;1;eka}/sAxin{puM;2;xvi}/sAxin{puM;1;xvi}	aSva-sAxin{puM;1;eka}/sAxinpuM;2;xvi}/sAxinpuM;1;xvi}	karwA,4	aSva-GudZasavAra	-	-	-	-	-
7	wurafgama-skanXa-niRaNNa-xehaM 	6	wurafgamaskanXaniRaNNaxehaM	xeha{puM;2;eka}	xeha{puM;2;eka}	viSeRaNam,8	Gode ke kanXe para mUrcCiwaH	-	-	-	-	-
8	ripum	8	ripumAcakAfkRa	ripu{puM;2;eka}/ripu{swrI;2;eka}	ripu{puM;2;eka}/ripuswrI;2;eka}	karma,4	Sawru ko	-	-	-	-	-
9	prawyASvasanwaM	7	prawyASvasanwaM	ASva-saw{puM;2;eka(ASva-as2;Sawq_lat;asaz;:axAxiH)}	ASva-saw{puM;2;eka(ASva-as2;Sawq_lat;asaz;:axAxiH)}	karma,10	Pira se jIviwa hone kI	-	-	-	-	-
10	AcakAfkRa	-	-	A_kAkR1{karwari;lit;ma;bahu;parasmEpaxI;kAkRiz;:BvAxiH}	A_kAkR1{karwari;lit;ma;bahu;parasmEpaxI;kAkRiz;:BvAxiH}	-	kAmanA xI	-	-	-	-	-
