@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	evam	1	evamAwwarawirAwmasaMBavAMswAnniveSya	evam{avya}	evam{avya}	kriyAviSeRaNam,18	EsA	-	-	-	-	-
2	Awwa-rawiH	-	-	Awwa-rawi{swrI;1;eka}/rawi{puM;1;eka}	Awwa-rawi{puM;1;eka}	viSeRaNam,4	Awwa-rawi	-	-	-	-	-
3	saH	4	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	viSeRaNam,4	usa	-	-	-	-	-
4	xaSaraWaH	10	xaSaraWo	xaSaraWa{puM;1;eka}	xaSaraWa{puM;1;eka}	karwA,18	xaSaraWa_ne	-	-	-	-	-
5	wawra	3	wawra	wawra{avya}	wawra{avya}	xeSAXikaraNam,10	vahAz	-	-	-	-	-
6	cawuraH	2	cawuroZpi	cawur{saMKyeyam;puM;2;bahu}/cawura{puM;1;eka}	cawur{saMKyeyam;puM;2;bahu}	viSeRaNam,9	cAra	-	-	-	-	-
7	api	-	-	api{avya}	api{avya}	sambanXaH,6	BI	-	-	-	-	-
8	wAn	-	-	wax{sarvanAma;puM;2;bahu}	wax{sarvanAma;puM;2;bahu}	viSeRaNam,9	unako	-	-	-	-	-
9	Awma-saMBavAn	-	-	Awma-samBava{puM;2;bahu}	Awma-samBava{puM;2;bahu}	karma,10	Awma-saMBava	-	-	-	-	-
10	niveSya	-	-	ni_viS1{avya;Nijanwa;lyap;viSaz;:wuxAxiH}	ni_viS1{avya;Nijanwa;lyap;viSaz;:wuxAxiH}	pUrvakAlaH,18	vi_vAh1_kara	-	-	-	-	-
11	wriRu	6	wriRu	wri{puM;7;bahu}/wri{saMKyeyam;puM;7;bahu}/wri{saMKyeyam;napuM;7;bahu}	wri{saMKyeyam;napuM;7;bahu}	viSeRaNam,12	wInoM_meM	-	-	-	-	-
12	aXvasu	5	aXvasu	aXvan{puM;7;bahu}	aXvan{puM;7;bahu}	karwA,13	mArgoM_meM	-	-	-	-	-
13	(sawsu)	-	(-)	saw{puM;7;bahu}/saw{puM;7;bahu(as2;Sawq_lat;asaz;:axAxiH)}/saw{napuM;7;bahu(as2;Sawq_lat;asaz;:axAxiH)}	saw{napuM;7;bahu(as2;Sawq_lat;asaz;:axAxiH)}	BAvalakRaNasapwamI_samAnakAlaH,18	vixyamAnoM_meM	-	-	-	-	-
14	visqRta-mEWilaH	7	visqRtamEWilaH	sqj1{kwa;sqjaz;:xivAxiH}/sqj2{kwa;sqjaz;:wuxAxiH-mEWila;puM;1;eka}	vi_sqj1{kwa;sqjaz;:xivAxiH}	viSeRaNam,15	-	-	-	-	-	-
15	(san)	-	(-)	saw{puM;1;eka(as2;Sawq_lat;asaz;:axAxiH)}	saw{puM;1;eka(as2;Sawq_lat;asaz;:axAxiH)}	varwamAnasamAnakAlaH,18	sajjana	-	-	-	-	-
16	svAM	8	svAM	svA{swrI;2;eka}/svA{sarvanAma;swrI;2;eka}	svA{sarvanAma;swrI;2;eka}	viSeRaNam,17	svA_	-	-	-	-	-
17	purIM	9	purIM	purI{swrI;2;eka}	purI{swrI;2;eka}	karma,18	purI_ko	-	-	-	-	-
18	nyavarwawa	11	nyavarwawa	ni_vqw1{karwari;laf;pra;eka;AwmanEpaxI;vqwu;:BvAxiH}	ni_vqw1{karwari;laf;pra;eka;AwmanEpaxI;vqwu;:BvAxiH}	aBihiwa_karwA,4;sakarmaka	vApisa_AyA	-	-	-	-	-
