@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	sA	9	sA	wax{sarvanAma;swrI;1;eka}	wax{sarvanAma;swrI;1;eka}	viSeRaNam,2	vaha	-	-	-	-	-
2	niSAcarI	5	niSAcarI	niSAcarI{swrI;1;eka}	niSAcarI{swrI;1;eka}	karwA,9	niSAcarI	-	-	-	-	-
3	xuH-sahena	3	xuHsahena	xuH-saha{puM;3;eka}/saha{napuM;3;eka}	xuH-saha{puM;3;eka}	viSeRaNam,4	xuH-saha	-	-	-	-	-
4	rAma-manmaWa-SareNa	1	rAmamanmaWaSareNa	rAma-manmaWa-Sara{puM;3;eka}/Sara{napuM;3;eka}	rAma-manmaWa-Sara{puM;3;eka}	karwA,6	rAma-manmaWa-bANa_se	-	-	-	-	-
5	hqxaye	4	hqxaye	hqxaya{napuM;1;xvi}/hqxaya{napuM;2;xvi}/hqxaya{napuM;4;eka}/hqxaya{napuM;8;xvi}/hqxaya{napuM;7;eka}	hqxaya{napuM;7;eka}	aXikaraNam,6	hqxaya_meM	-	-	-	-	-
6	wAdiwA	2	wAdiwA	wad2{karmaNi;lut;pra;eka;AwmanepaxI;wadaz;:curAxiH}/wAdiwA{swrI;1;eka(wad2;kwa;wadaz;:curAxiH)}	wAdiwA{swrI;1;eka(wad2;kwa;wadaz;:curAxiH)}	viSeRaNam,2	bolI_huI	-	-	-	-	-
7	ganXavaw-ruXira-canxana-ukRiwA	6	ganXavaxruXiracanxanokRiwA	ganXavaw-ruXira-cax2{lyut;caxiz;:BvAxiH-ukR1;karwari;lut;pra;eka;parasmEpaxI;ukRaz;:BvAxiH}/ukR1{karmaNi;lut;pra;eka;AwmanepaxI;ukRaz;:BvAxiH}/ganXavaw-ruXira-ukRiwq{puM;1;eka(ukR1;wqc;ukRaz;:BvAxiH)}/ganXavaw-ruXira-ukRiwA{swrI;1;eka(ukR1;kwa;ukRaz;:BvAxiH)}	ganXavaw-ruXira-ukRiwA{swrI;1;eka(ganXavaw-ruXira-ukR1;kwa;ukRaz;:BvAxiH)}	viSeRaNam,2	ganXavaw-KUna-sIMcI_huI	-	-	-	-	-
8	jIviwa-ISa-vasawiM	7	jIviweSavasawiM	jIv1{kwa;jIvaz;:BvAxiH-ISa-vasawi;swrI;2;eka}	jIv1{kwa;jIvaz;:BvAxiH-ISa-vasawi;swrI;2;eka}	karma,9	-	-	-	-	-	-
9	jagAma	8	jagAma	gam1{karwari;lit;pra;eka;parasmEpaxI;gamLz;:BvAxiH}/gam1{karwari;lit;u;eka;parasmEpaxI;gamLz;:BvAxiH}	gam1{karwari;lit;pra;eka;parasmEpaxI;gamLz;:BvAxiH}	aBihiwa_karwA,2;sakarmaka	gayI	-	-	-	-	-
