@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	prahAra-mUrcCA	-	prahAramUrcCApagame	prahAra-mUrcCA{swrI;1;eka}/mUrcCA{swrI;8;eka}	prahAra-mUrcCA{swrI;1;eka}	karwA,2	prahAra se huI behoSI	-	-	-	-	-
2	Apa-game 	-	##	Apa-gama{ puM 7 eka}/gama {napuM 1 xvi}/gama{ napuM 2 xvi}/gama {napuM 7 eka}/gama{ napuM 8 xvi}/gamA {swrI 1 xvi}/gamA {swrI 2 xvi}	Apa-gama {puM 7 eka}	BAvalakRaNasapwamI_pUrvakAlaH,13	jAne ke bAxa	-	-	-	-	-
3	raWa-sWAH	-	raWasWA	raWa-sWa{puM;8;bahu}/sWa{puM;1;bahu}/sWA{swrI;8;bahu}/sWA{swrI;1;bahu}/sWA{swrI;2;bahu}	raWa-sWa{puM;1;bahu}	karwA,13	raWayoxXAone	-	-	-	-	-
4	yanwQn	-	yanwQnupAlaBya	yanwq{puM;2;bahu}/yanwq{puM;2;bahu(yam2;wqc;yamaz;:BvAxiH)}/yanwq{puM;2;bahu(yam1;wqc;yamuz;:BvAxiH)}	yanwq{puM;2;bahu(yam1;wqc;yamuz;:BvAxiH)}	karma,5	sAraWiyoM ko	-	-	-	-	-
5	upAlaBya	-	##	laB1{avya;lyap;dulaBazR;:BvAxiH}/laB1{avya;lyap;dulaBazR;:BvAxiH}	upa_Af_laB1{avya;lyap;dulaBazR;:BvAxiH}	pUrvakAlaH,13	dAMtakara	-	-	-	-	-
6	nivarwiwa-aSvAn	-	##	nivarwiwa-aSva{puM;2;bahu}	nivarwiwa-aSva{puM;2;bahu}	viSeRaNam,4	GodoM ko	-	-	-	-	-
7	yEH	-	yEH	yax{sarvanAma;puM;3;bahu}/yax{sarvanAma;napuM;3;bahu}	yax{sarvanAma;napuM;3;bahu}	karwA,8	jinase	-	-	-	SawruBiH	-
8	sAxiwAH	-	sAxiwA	sAxi{wal;swrI;1;bahu}/sAxi{wal;swrI;2;bahu}/sAxin{wal;swrI;1;bahu}/sAxin{wal;swrI;2;bahu}	sAxin{wal;swrI;2;bahu}	viSeRaNam,3	hawa	-	-	-	-	-
9	lakRiwa-pUrva-kewUn	-	lakRiwapUrvakewUMswAneva	lakRiwa-pUrva-kewu{pu;2;bahu}	lakRiwa-pUrva-kewu{pu;2;bahu}	viSeRaNam,10	pahale XajAoM ko lakRiwa kie hue	-	-	-	-	-
10	wAn	-	##	wax{sarvanAma;puM;2;bahu}	wax{sarvanAma;puM;2;bahu}	karma,13	unako	-	-	-	niwya_sambanXaH,7	-
11	eva	-	##	eva{avya}	eva{avya}	sambanXaH,10	hI	-	-	-	-	-
12	sAmarRawayA	-	sAmarRawayA	sAmarRa{wal;swrI;3;eka}	sAmarRa{wal;swrI;3;eka}	hewuH,13	kroXa se	-	-	-	-	-
13	nijaGnuH	-	nijaGnuH	ni_han1{karwari;lit;pra;bahu;parasmEpaxI;hanaz;:axAxiH}	ni_han1{karwari;lit;pra;bahu;parasmEpaxI;hanaz;:axAxiH}	-	samUla naRta kiye	-	-	-	-	-
