@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wawaH	-	-	wawaH{avya}	wawaH{avya}	kAlAXikaraNam,11	vahAz_se	-	-	-	-	-
2	saMyamI	7	saMyamI	saMyamin{puM;1;eka}	saMyamin{puM;1;eka}	karwA,12	-	-	-	-	-	-
3	wawwva-jFAnena	-	-	wawwva-jFAna{napuM;3;eka}	wawwva-jFAna{napuM;3;eka}	karaNam,12	wawwva-jFAna_se	-	-	-	-	-
4	inxriya-AKyAn	5	inxriyAKyAniva 	inxriya-Af_KyA1{karwari;laf;pra;bahu;parasmEpaxI;KyA;:axAxiH}/inxriya-AKyAw{puM;1;eka(KyA1;Sawq_lat;KyA;:axAxiH)}/AKya{puM;2;bahu}	inxriya-AKya{puM;2;bahu}	viSeRaNam,5	inxriya-AKya	-	-	-	-	-
5	ripUn	6	ripUMswawwvajFAnena	ripu{puM;2;bahu}	ripu{puM;2;bahu}	karma,12	SawruoM_ko	-	-	-	-	-
6	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,8	jEse	-	-	-	-	-
7	pArasIkAn	1	pArasIkAMswawo	pArasIka{puM;2;bahu}	pArasIka{puM;2;bahu}	muKyakarma,8	pArasIkoM_ko	-	-	-	-	-
8	jewuM	2	jewuM	ji1{avya;wumun;ji;:BvAxiH}	ji1{avya;wumun;ji;:BvAxiH}	prayojanam,11	jIwane~ke_liye	-	-	-	-	-
9	sWala-varwmanA	4	sWalavarwmanA	sWala-varwman{napuM;3;eka}	sWala-varwman{napuM;3;eka}	karaNam,8	sWala-mArga_se	-	-	-	-	-
10	(saH)	-	(-)	saH{puM;1;eka}	saH{puM;1;eka}	karwA,11	saMyamI_ne	-	-	-	raGuH	-
11	prawasWe	3	prawasWe	-	-	aBihiwa_karwA,10;sakarmaka	vixyamAna_huA	-	-	-	-	-
12	(jewuM)	-	(-)	ji1{avya;wumun;ji;:BvAxiH}	ji1{avya;wumun;ji;:BvAxiH}	upamAnam,6	jIwane~ke_liye	-	-	-	-	-
