@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	mama	4	mama	asmax{sarvanAma;6;eka}	asmax{sarvanAma;6;eka}	viSeRaNam,8	merA	-	-	karwari	asmax{sarvanAma;6;eka}	paraSurAma
2	acale	1	biBrawoZswramacaleZpyakuNTiwaM	acala{puM;7;eka}	acala{puM;7;eka}	aXikaraNam,6	acala	-	-	-	-	-
3	api	-	-	api{avya}/api{avya}	api{avya}	sambanXaH,2	BI	-	-	-	-	-
4	a-kuNTiwam	-	-	a-kuNTiwa{napuM;2;eka(a-kuT1;kwa;kuTiz;:BvAxiH)}/a-kuNTiwa{napuM;1;eka(kuT1;kwa;kuTiz;:BvAxiH)}/a-kuNTiwa{puM;2;eka(kuT1;kwa;kuTiz;:BvAxiH)}/a-kuNTiwa{napuM;2;eka(kuT1;Nijanwa;kwa;kuTiz;:BvAxiH)}/a-kuNTiwa{napuM;1;eka(kuT1;Nijanwa;kwa;kuTiz;:BvAxiH)}/a-kuNTiwa{puM;2;eka(kuT1;Nijanwa;kwa;kuTiz;:BvAxiH)}	a-kuNTiwa{puM;2;eka(a-kuT1;Nijanwa;kwa;kuTiz;:BvAxiH)}	viSeRaNam,5	a-TUMTe_ko	-	-	-	-	-
5	aswram	-	-	aswra{napuM;2;eka}/aswra{napuM;1;eka}	aswra{napuM;2;eka}	karma,6	aswra	-	-	-	-	-
6	biBrawaH	-	-	biBqaw{napuM;6;eka(Bq1;Sawq_lat;BqF;:BvAxiH)}/biBqaw{napuM;6;eka(Bq2;Sawq_lat;duBqF;:juhowyAxiH)}/biBqaw{napuM;5;eka(Bq1;Sawq_lat;BqF;:BvAxiH)}/biBqaw{napuM;5;eka(Bq2;Sawq_lat;duBqF;:juhowyAxiH)}/biBqaw{puM;2;bahu(Bq1;Sawq_lat;BqF;:BvAxiH)}/biBqaw{puM;2;bahu(Bq2;Sawq_lat;duBqF;:juhowyAxiH)}/biBqaw{puM;1;bahu(Bq1;Sawq_lat;BqF;:BvAxiH)}/biBqaw{puM;1;bahu(Bq2;Sawq_lat;duBqF;:juhowyAxiH)}/biBqaw{puM;6;eka(Bq1;Sawq_lat;BqF;:BvAxiH)}/biBqaw{puM;6;eka(Bq2;Sawq_lat;duBqF;:juhowyAxiH)}/biBqaw{puM;5;eka(Bq1;Sawq_lat;BqF;:BvAxiH)}/biBqaw{puM;5;eka(Bq2;Sawq_lat;duBqF;:juhowyAxiH)}	biBqaw{puM;6;eka(Bq2;Sawq_lat;duBqF;:juhowyAxiH)}	viSeRaNam,8	X_Bq2wA_huA	-	-	-	-	-
7	sama-AgasO	6	samAgasO 	sama-Agas{puM;2;xvi}/Agas{puM;1;xvi}/Agas{swrI;2;xvi}/Agas{swrI;1;xvi}	sama-Agas{puM;1;xvi}	viSeRaNam,8	samAna-aparAXi	-	-	-	-	-
8	ripU	3	ripU 	ripU{puM;2;xvi}/ripU{puM;1;xvi}/ripU{swrI;2;xvi}/ripu{swrI;1;xvi}	ripU{puM;1;xvi}	karma,9	Sawru	-	-	-	-	-
9	mawO	5	mawO	mawi{swrI;7;eka}	man2{puM;1;xvi(kwa;manuz:wanAxiH)}	aBihiwa_karma,8	mawi_meM	-	-	-	-	-
10	xvO	2	xvO	xvi saMKyeyam puM 1 xvi 	xvi{saMKyeyam;puM;1;xvi}	viSeRaNam,8	xonoM	-	-	-	-	-
11	Xenu-vawsa-haraNAw	7	XenuvawsaharaNAcca 	Xenu-vawsa-haraNa{napuM;5;eka}/Xenu-vawsa-haraNa{napuM;5;eka(hq1;lyut;hqF;:BvAxiH)}/Xenu-vawsa-haraNa{napuM;5;eka(hq2;lyut;hq;:juhowyAxiH)}	Xenu-vawsa-haraNa{napuM;5;eka(Xenu-vawsa-hq2;lyut;hq;:juhowyAxiH)}	hewuH,13	gAya-puwra-balAwkAra_karane~se	-	-	-	-	-
12	ca	-	-	ca{avya}	ca{avya}	sambanXaH,11	BI	-	-	-	-	-
13	hEhayaH	8	hEhayaswvaM 	hEhaya{puM;1;eka}	hEhaya{puM;1;eka}	sup_samucciwaH,14	eka_xeSa_Ora_usake_aXivAsiyoM_kA_nAma	-	-	-	-	-
14	wvaM	-	-	yuRmax{sarvanAma;1;eka}	yuRmax{sarvanAma;1;eka}	karwA,19	wuma	-	-	karwari	yuRmax{sarvanAma;1;eka}	rAma
15	ca	9	ca	ca{avya}	ca{avya}	sup_samuccayaxyowakaH,14	Ora	-	-	-	-	-
16	kIrwim	10	kIrwimapaharwumuxyawaH 	kIrwi{swrI;2;eka}	kIrwi{swrI;2;eka}	karma,17	kIrwi	-	-	-	-	-
17	apaharwum	-	-	hq1{avya;wumun;hqF;:BvAxiH}	apa_hq1{avya;wumun;hqF;:BvAxiH}	prayojanam,18	apaharaNa_karane~ke_liye	-	-	-	-	-
18	uxyawaH	-	-	uxyawa{puM;1;eka(yam1;kwa;yamuz;:BvAxiH)}	uxyawa{puM;1;eka(yam1;kwa;yamuz;:BvAxiH)}	viSeRaNam,14	wawparaH	-	-	-	-	-
19	(asi)	-	(-)	as2{karwari;lat;ma;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;ma;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,14;sakarmaka	as2_pp_skwe_ho	-	-	-	-	-
