@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	iwWam	-	iwWaM	iwWam{avya}	iwWam{avya}	kriyAviSeRaNam,4	isa_prakAra	-	-	-	-	-
2	xvijena	-	xvijena	xvija{puM;3;eka}/xvija{napuM;3;eka}	xvija{napuM;3;eka}	karwA,4	xvija_ke_xvArA	-	-	-	kOwsaH muniH	guroH varawanwoH SiRyaH
3	xvija-rAja-kAnwiH	-	xvijarAjakAnwirAvexiwo vexavixAM	xvija-rAja-kAnwi{swrI;1;eka}/kAnwi{puM;1;eka}	xvija-rAja-kAnwi{puM;1;eka}	viSeRaNam,7	brAhmaNa-rAjA-kAnwi	-	-	-	-	-
4	AvexiwaH	-	-	Avexiwq{puM;8;eka(vix1;wqc;vixaz;:axAxiH)}/Avexiwq{napuM;8;eka(vix1;wqc;vixaz;:axAxiH)}/Avexiwq{puM;8;eka(vix3;wqc;vixLz;:wuxAxiH)}/Avexiwq{napuM;8;eka(vix3;wqc;vixLz;:wuxAxiH)}	Avexiwq{puM;8;eka(vix3;wqc;vixLz;:wuxAxiH)}	viSeRaNam,11	-	-	-	-	-	-
5	vexavixAM	-	-	vexavix{napuM;6;bahu}	vexavix{napuM;6;bahu}	nirXAraNam,6	vexavixa-CAMtane_meM	-	-	-	-	-
6	vareNa	-	vareNa	vara{puM;3;eka}/vara{napuM;3;eka}	vara{napuM;3;eka}	viSeRaNam,2	-	-	-	-	-	-
7	enonivqwwenxriya-vqwwiH	-	enonivqwwenxriyavqwwirenaM	enonivqwwenxriya-vqwwi{swrI;1;eka}/vqwwi{puM;1;eka}	enonivqwwenxriya-vqwwi{puM;1;eka}	viSeRaNam,11	ena-nivqwwa-inxriya-vqwwi_ne	-	-	-	-	-
8	enaM	-	-	ixam{sarvanAma;puM;2;eka}	ixam{sarvanAma;puM;2;eka}	karma,9	yaha	-	-	-	-	-
9	jagAxa	-	jagAxa	gax1{karwari;lit;pra;eka;parasmEpaxI;gaxaz;:BvAxiH}/gax1{karwari;lit;u;eka;parasmEpaxI;gaxaz;:BvAxiH}	gax1{karwari;lit;pra;eka;parasmEpaxI;gaxaz;:BvAxiH}	aBihiwa_karwA,11;sakarmaka	spaRta_bolA	-	-	-	-	-
10	BUyaH	-	BUyo	BUyaH{avya}/BUyas{napuM;1;eka}/BUyas{napuM;2;eka}/BUyas{napuM;8;eka}	BUyas{napuM;1;eka}	kriyAviSeRaNam,9	bahuwa	-	-	-	-	-
11	jagaxeka-nAWaH	-	jagaxekanAWaH	jagaxeka-nAWa{puM;1;eka}	jagaxeka-nAWa{puM;1;eka}	karwA,9	jagawa-eka-nAWa	-	-	-	mahA rAjA raGuH	-
