@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	guNa-aBilARiNI	-	-	guNa-aBi_laR1{Nijanwa;kwa;laRaz;:BvAxiHaBi_lARiwa;swrI;1;eka}	guNa-aBi_laR1{Nijanwa;kwa;laRaz;:BvAxiHaBi_lARiwa;swrI;1;eka}	viSeRaNam,2	NWyA_huI	-	-	-	-	@Substitute @word 
2	SrIH	3	SrI	SrI{swrI;2;bahu}/SrI{swrI;1;eka}	SrI{swrI;1;bahu}	karwA,12	SrI	-	-	-	-	lakRmI
3	kamalAw	7	kamalAxivowpalaM	kamala{puM;5;eka}/kamala{napuM;5;eka}	kamala{napuM;5;eka}	hewuH,5	kamala_se	-	-	-	-	-
4	nava-avawAram	6	navAvawAraM	nava-avawAra{puM;2;eka}	nava-avawAra{puM;2;eka}	viSeRaNam,5	avawAra	-	-	-	-	-
5	uwpalam	-	-	uwpala{napuM;2;eka}/uwpala{napuM;1;eka}	uwpala{napuM;1;eka}	upamAnam,10	uwpala	-	-	-	-	-
6	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,5	jEse	-	-	-	-	-
7	nara-inxra-mUla-AyawanAw	1	narenxramUlAyawanAxananwaraM	nara-inxra{puM;8;eka}/mUla{napuM;2;xvi}/mUla{napuM;1;xvi}/mUla{napuM;7;eka}/Ayawana{napuM;5;eka}	Ayawana{napuM;5;eka}	apAxAnam,12	nara-inxra isa mUla sWAnase	-	-	-	-	-
8	ananwaram	-	-	ananwara{puM;2;eka}/ananwara{napuM;2;eka}/ananwara{napuM;1;eka}	ananwara{napuM;1;eka}	sanxarBa_binxuH,7	bAxa_meM	-	-	-	-	-
9	wax-Aspaxam	2	waxAspaxaM	Aspaxa{napuM;2;eka}/Aspaxa{napuM;1;eka}	Aspaxa{napuM;2;eka}	viSeRaNam,10	AkqRta hokara	-	-	-	-	-
10	yuva-rAja-saMjFiwam	3	SrIryuvarAjasaMjFiwaM	yuvan-rAjan-saFjFiwa{puM;2;eka}/saFjFiwa{napuM;2;eka}/saFjFiwa{napuM;1;eka}	yuvan-rAjan-saFjFiwa{napuM;2;eka}	karma,12	yuvaka-rAjA-nAma_vAle	-	-	-	-	-
11	aMSena	4	agacCaxaMSena	aMSa{puM;3;eka}	aMSa{puM;3;eka}	kriyAviSeRaNam,12	aMSa_se	-	-	-	-	-
12	agacCaw	-	-	gam1{karwari;laf;pra;eka;parasmEpaxI;gamLz;:BvAxiH}	gam1{karwari;laf;pra;eka;parasmEpaxI;gamLz;:BvAxiH}	aBihiwa_karwA,2;sakarmaka	gaI	-	-	-	-	-
