@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	saH	1	sa 	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,10	usane	-	-	-	BarawaH	-
2	hi	2	hi	hi{avya}	hi{avya}	sambanXaH,1	hi	-	-	-	-	-
3	praWamaje	3	praWamaje	praWama-ja{napuM;1;xvi}/praWama-ja{napuM;2;xvi}/praWama-ja{puM;7;eka}/praWama-ja{napuM;7;eka}	praWama-ja{puM;7;eka}	viSeRaNam,4	praWama	-	-	-	-	-
4	wasmin	4	wasminnakqwaSrIparigrahe	wax{sarvanAma;napuM;7;eka}/wax{sarvanAma;puM;7;eka}	wax{sarvanAma;puM;7;eka}	karwA,5	usameM	-	-	-	rAme	-
5	akqwa-SrI-parigrahe	-	-	akqwa-SrI-parigraha{puM;7;eka}/akqwa-SrI-parigraha{puM;7;eka(grah1;GaF;grahaz;:kryAxiH)}	akqwa-SrI-parigraha{puM;7;eka{kqxanwa}({kqw_XAwu grah1};GaF{XAwuH grahaz};kryAxiH)} akqwa-SrI-pari_grahe{puM;7 eka{kqxanwa}({kqw_XAwu grah1};GaF{XAwuH grahaz};kryAxiH)}	BAvalakRaNasapwamI_samAnakAlaH,10	akqwa-SrI-parigraha_meM	-	-	-	-	-
6	BuvaH	-	-	BU{swrI;6;eka}/BU{swrI;5;eka}/BU{swrI;1;bahu}/BU{swrI;2;bahu}/BU{swrI;8;bahu}	BU{swrI;6;eka}	RaRTIsambanXaH,7	BU_ke	-	-	-	-	rAjyasya/ayoXyAyAH
7	svIkaraNAw	7	svIkaraNAxBuvaH	svIkaraNa{napuM;5;eka}	svIkaraNa{napuM;5;eka}	hewuH,10	lene_se	-	-	-	-	-
8	AwmAnaM	-	-	Awman{puM;2;eka}	Awman{puM;2;eka}	karma,10	AwmA	-	-	-	-	-
9	parivewwAram	5	parivewwAramAwmAnaM	pari-vewwq{puM;2;eka(pari-vix3;wqc;vixLz;:wuxAxiH)}/pari-vewwq{puM;2;eka(vix2;wqc;vixaz;:xivAxiH)}/pari-vewwq{puM;2;eka(vix4;wqc;vixaz;:ruXAxiH)}	pari-vewwq{puM;2;eka(pari-vix4;wqc;vixaz;:ruXAxiH)}	viSeRaNam,8	pari-jFAwA	-	-	-	-	-
10	mene	6	mene	menA{swrI;1;xvi}/menA{swrI;2;xvi}/man1{karwari;lit;pra;eka;AwmanepaxI;manaz;:xivAxiH}/man1{karwari;lit;u;eka;AwmanepaxI;manaz;:xivAxiH}/man1{karmaNi;lit;pra;eka;AwmanepaxI;manaz;:xivAxiH}/man1{karmaNi;lit;u;eka;AwmanepaxI;manaz;:xivAxiH}/menA{swrI;8;eka}/menA{swrI;8;xvi}	man1{karwari;lit;pra;eka;AwmanepaxI;manaz;:xivAxiH}	aBihiwa_karwA,1;sakarmaka	jAnA	-	-	-	-	-
