@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wawaH	1	wawaH	wawaH{avya}/wax{avya}	wax{avya}	sambanXaH,2	wax	-	-	-	-	-
2	samAnIya	2	samAnIya	sam_Af_NI1{avya;lyap;NIF;:BvAxiH}	sam_Af_NI1{avya;lyap;NIF;:BvAxiH}	pUrvakAlaH,12	lA_kara	-	-	-	-	-
3	sa	3	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,2	vaha	-	-	-	-	-
4	mAniwa-arWI	4	arWI	mAniwa_arWin{puM;1;eka}	maniwA_arWin{puM;1;eka}	viSeRaNam,3	man-yAcaka	-	-	-	-	-
5	haswO	5	haswO	haswa{puM;2;xvi}/haswa{puM;1;xvi}	haswa{puM;1;xvi}	karma,3	-	-	-	-	-	-
6	sva-haswa-arjiwa-vIra-SabxaH	6	svahaswaarjiwavIraSabxaH	sva-haswa-arjiwa-vIra-SabxaH;{puM;1;eka}	sva-haswa-arjiwa-vIra-SabxaH;{puM;1;eka}	viSeRaNam,4	apanA-hAWa-qj-qj-vIra-Sabxa	pUrvapaxAni svahaswaarjiwa @not @been @shown @in @the @graph @by @the @engine	-	-	-	-
7	vaMSasya	7	vaMSasya	vaMSa{puM;6;eka}	vaMSa{puM;6;eka}	RaRTIsambanXaH,8	vaMSa_ke	-	-	-	-	-
8	karwAram	8	karwAramananwakIrwim 	karwq{puM;2;eka}	karwq{puM;2;eka}	viSeRaNam,9	karwA	-	-	-	-	-
9	ananwa-kIrwim	9	-	ananwa-kIrwi{swrI;2;eka}/kIrwi{puM;2;eka}	ananwa-kIrwi{puM;2;eka}	muKyakarma,12	ananwa-kIrwi_ko	-	-	-	-	-
10	suxakRiNAyAm	10	suxakRiNAyAm	suxakRiNa{swrI;7;eka}	suxakRiNa{swrI;7;eka}	aXikaraNam,12	suxakRiNa_meM	-	-	-	-	-
11	wanayam	11	wanayam	wanaya{puM;2;eka}	wanaya{puM;2;eka}	gONakarma,12	puwra_se	-	-	-	-	-
12	yayAce	12	yayAce	yAc1{karwari;lit;pra;eka;AwmanepaxI;tuyAcqz;:BvAxiH}/yAc1{karwari;lit;u;eka;AwmanepaxI;tuyAcqz;:BvAxiH}	yAc1{karwari;lit;u;eka;AwmanepaxI;tuyAcqz;:BvAxiH}	aBihiwa_karwA,3	X_yAc1_ap_skyA	-	-	-	-	-
