@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	kqwa-saMskArAH	2	kqwasaMskArAswe	kqwa-saMskAra{puM;1;bahu(kq3;GaF;dukqF;:wanAxiH)}/kqwa-saMskAra{puM;1;bahu(kq3;GaF;dukqF;:wanAxiH)}/kqwa-saMskAra{puM;1;bahu(kq2;GaF;kqF;:svAxiH)}/kqwa-saMskAra{puM;1;bahu(kq2;GaF;kqF;:svAxiH)}	kqwa-saMskAra{puM;1;bahu(kq3;GaF;dukqF;:wanAxiH)}	viSeRaNam,4	saMskAra ko prApwa	-	-	-	-	-
2	XAwrI-swanya-pAyinaH	3	XAwrIswanyapAyinaH	XAwrI-swanya-pAyin{puM;1;bahu}/{puM;2;bahu}/{puM;5;eka}/{puM;6;eka}	XAwrI-swanya-pAyin{puM;1;bahu}	viSeRaNam,4	XAwrI ke swana kA pAna karane vAle	-	-	-	-	@not @analysed @by @morph @analyser
3	we	-	-	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;4;eka}/yuRmax{sarvanAma;6;eka}	wax{sarvanAma;puM;1;bahu}	viSeRaNam,4	ve	-	-	-	kumArAH ke lie prayukwa	-
4	kumArAH	1	kumArAH	kumAra{puM;1;bahu}/kumAra{puM;8;bahu}	kumAra{puM;1;bahu}	karwA,10	kumAra	-	-	-	-	-
5	agrajena	-	-	agraja{puM;3;eka}/agra-ja{napuM;3;eka}	agraja{puM;3;eka}	upamAnam,6	badA_BAI_se	-	-	-	-	-
6	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,8	jEse	-	-	-	-	-
7	piwuH	7	piwuH	piwq{puM;5;eka}/piwq{puM;6;eka}	piwq{puM;6;eka}	RaRTIsambanXaH,8	piwA_ke	-	-	-	-	-
8	Ananxena	4	AnanxenAgrajeneva	Ananxa{puM;3;eka}/Ananxa{puM;3;eka(nax1;GaF;tunaxiz;:BvAxiH)}	Ananxa{puM;3;eka}	sahArWaH,10	Ananxa_ke 	-	-	-	-	-
9	samam	5	samaM	samam{avya}/sama{puM;2;eka}/sama{napuM;1;eka}/sama{napuM;2;eka}/sama{sarvanAma;puM;2;eka}	samam{avya}	sahArWa_xyowakaH,8	samAna	-	-	-	-	-
10	vavqXire	6	vavqXire	vqX1{karwari;lit;pra;bahu;AwmanepaxI;vqXuz;:BvAxiH}/vqX1{BAve;lit;pra;bahu;AwmanepaxI;vqXuz;:BvAxiH}	vqX1{karwari;lit;pra;bahu;AwmanepaxI;vqXuz;:BvAxiH}	-	baDe	-	-	-	-	-
