@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	vaxawAM	2	vaxawAM	vax1{karwari;lot;pra;xvi;parasmEpaxI;vaxaz;:BvAxiH}/vaxaw{puM;6;bahu(vax1;Sawq_lat;vaxaz;:BvAxiH)}/vaxaw{napuM;6;bahu(vax1;Sawq_lat;vaxaz;:BvAxiH)}/vaxaw{puM;6;bahu(vax3;Sawq_lat;vaxaz;:curAxiH)}/vaxaw{napuM;6;bahu(vax3;Sawq_lat;vaxaz;:curAxiH)}	vaxaw{puM;6;bahu(vax1;Sawq_lat;vaxaz;:BvAxiH)}	RaRTIsambanXaH,2	bolawe_hue	-	-	-	-	-
2	purogaH	3	purogaH	puroga{puM;1;eka}	puroga{puM;1;eka}	viSeRaNam,6	puroga	-	-	-	-	-
3	viSuxXa-vqwwaH	5	viSuxXavqwwaH	viSuxXa-vqw{avya;wasil}/viSuxXa-vqwwa{puM;1;eka(vqw1;kwa;vqwuz;:BvAxiH)}/viSuxXa-vqwwa{puM;1;eka(vqw2;kwa;vqwuz;:xivAxiH)}	viSuxXa-vqwwa{puM;1;eka(viSuxXa-vqw1;kwa;vqwuz;:BvAxiH)}	viSeRaNam,6	viSuxXa-hue_hue	-	-	-	-	-
4	sarpa-aXirAja-Uru-BujaH	6	sarpAXirAjoruBujoZpasarpaM	sarpa-aXirAja-Uru-Bu-ja{puM;1;eka}/Buja{puM;1;eka}	sarpa-aXirAja-Uru-Buja{puM;1;eka}	viSeRaNam,6	sarpa-aXirAja-jaMGA-hAWa	-	-	-	-	-
5	vijiwa-ari-BaxraH	9	vijiwAriBaxraH	ji1{kwa;ji;:BvAxiH-ari-Baxra;puM;1;eka}	vi_ji1{kwa;ji;:BvAxiH-ari-Baxra;puM;1;eka}	viSeRaNam,6	-	-	-	-	-	-
6	saH	1	sa kiMvaxanwIM	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,12	usane	-	-	-	-	-
7	sva-vqwwam	4	svavqwwamuxxiSya	sva-vqwwa{napuM;1;eka}/vqwwa{napuM;2;eka}/sva-vqwwa{puM;2;eka(vqw1;kwa;vqwuz;:BvAxiH)}/sva-vqwwa{napuM;1;eka(vqw1;kwa;vqwuz;:BvAxiH)}/sva-vqwwa{napuM;2;eka(vqw1;kwa;vqwuz;:BvAxiH)}/sva-vqwwa{puM;2;eka(vqw2;kwa;vqwuz;:xivAxiH)}/sva-vqwwa{napuM;1;eka(vqw2;kwa;vqwuz;:xivAxiH)}/sva-vqwwa{napuM;2;eka(vqw2;kwa;vqwuz;:xivAxiH)}	sva-vqwwa{napuM;2;eka(sva-vqw1;kwa;vqwuz;:BvAxiH)}	karma,8	apanA-mud.Za_kara_AyA_huA	-	-	-	-	-
8	uxxiSya	-	-	xiS1{avya;lyap;xiSaz;:wuxAxiH}	uw_xiS1{avya;lyap;xiSaz;:wuxAxiH}	pUrvakAlaH,12	xiKAnA_prakata_karake	-	-	-	-	-
9	BaxraM	8	BaxraM	Baxra{puM;2;eka}/Baxra{napuM;1;eka}/Baxra{napuM;2;eka}	Baxra{puM;2;eka}	viSeRaNam,10	suKaxa	-	-	-	-	-
10	apasarpaM	-	-	apasarpa{puM;2;eka}	apasarpa{puM;2;eka}	gONakarma,12	apasarpa_ko	-	-	-	-	-
11	kiMvaxanwIM	-	-	kiMvaxanwI{swrI;2;eka}	kiMvaxanwI{swrI;2;eka}	muKyakarma,12	janaSruwi_ko	-	-	-	-	-
12	papracCa	7	papracCa	praC1{karwari;lit;u;eka;parasmEpaxI;praCaz;:wuxAxiH}/praC1{karwari;lit;ma;bahu;parasmEpaxI;praCaz;:wuxAxiH}/praC1{karwari;lit;pra;eka;parasmEpaxI;praCaz;:wuxAxiH}	praC1{karwari;lit;pra;eka;parasmEpaxI;praCaz;:wuxAxiH}	aBihiwa_karwA,6;sakarmaka	pUCA	-	-	-	-	-
