@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	pakRacCixA	1	pakRacCixA	pakRacCix{puM;3;eka}	pakRacCix{puM;3;eka}	hewuH,3	pakRacCix_se	@Who @cuts @the @Wings	pawrANi Cinwawi karwayawIwi wena pakRacCixA 	-	-	-
2	gowra-BixA	2	gowraBixAwwaganXAH	gowra-Bix{puM;3;eka}/Bix{napuM;3;eka}/Bix{swrI;3;eka}/BixA{swrI;1;eka}	gowra-Bix{puM;3;eka}	viSeRaNam,1	gowra-Bix	@By @Such  @Indra	gowrAn(parvawAn) BinwIwi gowraBiw 	-	-	-
3	Awwa-ganXAH	-	-	Awwa-ganXa{puM;8;bahu}/ganXa{puM;1;bahu}/ganXA{swrI;8;bahu}/ganXA{swrI;1;bahu}/ganXA{swrI;2;bahu}	Awwa-ganXa{puM;1;bahu}	viSeRaNam,5	Awwa-ganXa	@taken @away @the @pride	Awwa ganXo aBiBUwaHsyaiw iwyamaraH 	-	-	-
4	SawaSaH	6	SawaSomahIXrAH	SawaSa{avya}	SawaSa{avya}	viSeRaNam,5	SawaSaH-pahAdZa	@Hundereds @of @Mountains	-	-	-	-
5	mahIXrAH	-	-	mahIXra{puM;1;bahu}	mahIXra{puM;1;bahu}	karwA,8	-	-	-	-	-	-
6	SaraNyam	4	SaraNyamenaM	SaraNya{puM;2;eka}	SaraNyam	viSeRaNam,7	SaraNyam-isameM	@Shelter @under @the @Occean	pqWivIM XaranwIwi mahIXrAH =parvawAH ,SawaM Sawamiwi SawaSaH= anekaSaH	-	-	-
7	enaM	-	-	ixam{sarvanAma;puM;2;eka}	ixam{sarvanAma;puM;2;eka}	karma,8	-	-	-	-	-	-
8	ASrayanwe	14	-	Af_Sri1{karwari;lat;pra;bahu;AwmanepaxI;SriF;:BvAxiH}	Af_Sri1{karwari;lat;pra;bahu;AwmanepaxI;SriF;:BvAxiH}	aBihiwa_karwA,5;sakarmaka	ASraya_lewe_hEM	@Taken @refuge	-	-	-	-
9	pareByaH	11	pareByo	para{puM;4;bahu}/para{puM;5;bahu}/para{napuM;4;bahu}/para{napuM;5;bahu}/para{sarvanAma;puM;4;bahu}/para{sarvanAma;puM;5;bahu}/para{sarvanAma;napuM;4;bahu}/para{sarvanAma;napuM;5;bahu}	para{sarvanAma;puM;5;bahu}	hewuH,10	para_se	 @By @Enemies	-	-	-	-
10	upaplavinaH	-	-	upaplavin{puM;1;bahu}/upaplavin{puM;2;bahu}/upaplavin{puM;5;eka}/upaplavin{puM;6;eka}/upaplavin{napuM;5;eka}/upaplavin{napuM;6;eka}/upaplavin{puM;8;bahu}	upaplavin{puM;1;bahu}	viSeRaNam,11	upaplavin_ke	@Harassed	-	-	-	-
11	nqpAH	8	nqpAH	nqpa{puM;1;bahu}/nqpa{puM;8;bahu}	nqpa{puM;1;bahu}	karwA,15	rAjA	@Kings	-	-	-	-
12	Xarma-uwwaraM	12	Xarmowaram	Xarma-uwwara{sarvanAma;puM;2;eka}/uwwara{sarvanAma;napuM;1;eka}/uwwara{sarvanAma;napuM;2;eka}/uwwara{puM;2;eka}/uwwara{napuM;1;eka}/uwwara{napuM;2;eka}	Xarma-uwwara{puM;2;eka}	viSeRaNam,13	Xarma-uwwara	@Just @and @righteous	-	-	-	-
13	maXyamam	13	maXyakakASrayanwe	maXyama{puM;2;eka}	maXyama{puM;2;eka}	karma,15	maXyama_ko	@Neutral	-	-	-	-
14	iva	9	ivopaplavinaH	iva{avya}	-	upamAnaxyowakaH,8	jEse	@Like	-	-	-	-
15	(ASrayanwe)	-	(-)	Af_Sri1{karwari;lat;pra;bahu;AwmanepaxI;SriF;:BvAxiH}	Af_Sri1{karwari;lat;pra;bahu;AwmanepaxI;SriF;:BvAxiH}	upamAnam,14	ASraya_lewe_hEM	@Taken @refuge	-	-	-	-
