@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	iwaswawaH	1	iwaswawaSca	iwaH{avya}/i1{karwari;lat;pra;xvi;parasmEpaxI;iN;:axAxiH}/iwa{puM;1;eka(i1;kwa;iN;:axAxiH)}	iwa{puM;1;eka(i1;kwa;iN;:axAxiH)}	kriyAviSeRaNam,7	gayA_huA	-	-	-	-	-
2	ca	-	-	ca{avya}	ca{avya}	sambanXaH,1	Ora	-	-	-	-	-
3	vExehIm	2	vExehImanveRtuM	vExehI{swrI;2;eka}	vExehI{swrI;2;eka}	karma,4	sIwA	-	-	-	-	-
4	anveRtum	-	-	iR2{avya;wumun;iRuz;:wuxAxiH}/eR1{avya;wumun;eRqz;:BvAxiH}	anu_eR1{avya;wumun;eRqz;:BvAxiH}	prayojanam,7	NWne~ke_liye	-	-	-	-	-
5	Barwq-coxiwAH	3	BarwqcoxiwAH	coxiwa{puM;1;bahu(Bq1;wqc;BqF;:BvAxiH-cux1;kwa;cuxaz;:curAxiH)}/coxiwA{swrI;1;bahu(cux1;kwa;cuxaz;:curAxiH)}/coxiwA{swrI;2;bahu(cux1;kwa;cuxaz;:curAxiH)}	coxiwa-coxiwa{puM;1;bahu(coxiwa-Bq1;wqc;BqF;:BvAxiH-cux1;kwa;cuxaz;:curAxiH)}	viSeRaNam,6	coxiwa-pUrNa_kiye_hue	-	-	-	-	-
6	kapayaH	4	kapayaScerurArwasya	kapi{puM;1;bahu}/kapi{puM;8;bahu}	kapi{puM;1;bahu}	karwA,7	baMxara	-	-	-	-	-
7	ceruH	-	-	car1{karwari;lit;pra;bahu;parasmEpaxI;caraz;:BvAxiH}	car1{karwari;lit;pra;bahu;parasmEpaxI;caraz;:BvAxiH}	aBihiwa_karwA,6;sakarmaka	GUme	-	-	-	-	-
8	Arwasya	-	-	Arwa{puM;6;eka(q2;kwa;q;:juhowyAxiH)}/Arwa{napuM;6;eka(q2;kwa;q;:juhowyAxiH)}	Arwa{puM;6;eka(q2;kwa;q;:juhowyAxiH)}	viSeRaNam,9	pIdiwa	-	-	-	-	-
9	rAmasya	5	rAmasyeva	rAma{puM;6;eka}	rAma{puM;6;eka}	RaRTIsambanXaH,10	rAma_ke	-	-	-	-	-
10	manaH-raWAH	6	manoraWAH	manoraWa{puM;1;bahu}	manoraWa{puM;1;bahu}	karwA,12	manoraWa	-	-	-	-	-
11	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,7	jEse	-	-	-	-	-
12	(ceruH)	-	(-)	car1{karwari;lit;pra;bahu;parasmEpaxI;caraz;:BvAxiH}	car1{karwari;lit;pra;bahu;parasmEpaxI;caraz;:BvAxiH}	upamAnam,11	GUme	-	-	-	-	-
