@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	iwWaM	1	iwWaM	iwWam{avya}	iwWam{avya}	kriyAviSeRaNam,9	isa_prakAra	-	-	-	-	-
2	janiwarAgAsu	2	janiwarAgAsu	-	-	viSeRaNam,3	jise_janma_xiyA_gayA_hE	-	-	-	-	-
3	prakqwiRu	3	prakqwiRvanuvAsaram	prakqwi{swrI;7;bahu}	prakqwi{swrI;7;bahu}	aXikaraNam,9	prakqwi_meM	-	-	-	-	-
4	anu-vAsaram	-	-	anu-vAsara{puM;2;eka}/vAsara{napuM;1;eka}/vAsara{napuM;2;eka}	anu-vAsara{napuM;2;eka}	karma,9	anu-vAsara_ko	-	-	-	-	-
5	akRoByaH	4	akRoByaH	akRoBya{puM;1;eka}	akRoBya{puM;1;eka}	viSeRaNam,6	-	-	-	-	-	-
6	saH	5	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,9	vaha	-	-	-	awiWiH	-
7	navaH	6	navoZpyAsIxxqDamUla 	nava{puM;1;eka}	nava{puM;1;eka}	karwqsamAnAXikaraNam,6	nava	-	-	-	-	-
8	api	-	-	api{avya}	api{avya}	sambanXaH,7	BI	-	-	-	-	-
9	AsIw	-	-	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,6	WA	-	-	-	-	-
10	xqDamUlaH	-	-	xqDamUla{puM;1;eka}	xqDamUla{puM;1;eka}	viSeRaNam,12	xqDamUla	-	-	-	-	-
11	iva	7	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,6	jEse	-	-	-	-	-
12	xrumaH	8	xrumaH	xruma{puM;1;eka}	xruma{puM;1;eka}	upamAnam,11	vqkRa	-	-	-	-	-
