@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	ca	2	cAmBaH 	ca{avya}	ca{avya}	samuccayaxyowakaH,9	Ora 	@And	-	-	-	-
2	prAvqRi	7	prAvqRi	pra_Af_vq1{karwari;luf;u;eka;AwmanepaxI;vqF;:svAxiH}/pra_Af_vq1{karmaNi;luf;u;eka;AwmanepaxI;vqF;:svAxiH}/pra_vq2{karmaNi;luf;u;eka;AwmanepaxI;vqf;:kryAxiH}/prAvqR{swrI;7;eka}	prAvqR{swrI;7;eka}	kAlAXikaraNam,12	prAvqR_meM/varRA-qwu_meM 	@in_@the_@rainy_@season	-	-	-	-
3	kAnwAsu	10	kAnwAsu	kAnwAsu{swrI;7;bahu}	kAnwAsu{swrI;7;bahu}	viSeRaNam,4	suMxara 	@lovely	-	-	-	-
4	govarXana-kanxarAsu	11	govarXanakanxarAsu	govarXana-kanxarA{swrI;7;bahu}	govarXana-kanxarA{swrI;7;bahu}	xeSAXikaraNam,12	govarXana-guPAoM_meM/govarXana-parvawa_kI_kaMxarAoM_meM	@In_@the_@caves_@of_@the_@Govardhan_@Mountain	-	-	-	-
5	amBaH-pqRawa-ukRiwAni	3	pqRawokRiwAni 	amBaH-pqRawa-ukRiwa{napuM;1;bahu(amBaH-pqRawa-ukR1;kwa;ukRaz;:BvAxiH)}/amBaH-pqRawa-ukRiwa{napuM;2;bahu(ukR1;kwa;ukRaz;:BvAxiH)}	amBaH-pqRawa-ukRiwa{napuM;2;bahu(amBaH-pqRawa-ukR1;kwa;ukRaz;:BvAxiH)}	viSeRaNam,7	amBaH-pqRawa-sIMce_hue/varRA_kI_bUMxoM_se_sIMce_hue	@Moistened_@by_@raindrops	-	-	-	-
6	SEleya-ganXIni	4	SEleyaganXIni 	SEleya-ganXIni{napuM;1;bahu}/SEleya-ganXIni{napuM;2;bahu}	SEleya-ganXIni{napuM;2;bahu}	viSeRaNam,7	SilAjiwa_kI_KuSabU_se_suganXiwa	@fragrant_@with_@benzoin/@fragrant_@with_@shilajit	-	-	-	-
7	SilA-walAni	5	SilAwalAni	SilA-wala{napuM;8;bahu}/wala{napuM;1;bahu}/wala{napuM;2;bahu}	SilA-wala{napuM;2;bahu}	karma,8	pawWara-bAhU/cattAnoz 	@rock-@stones	-	-	-	-
8	aXyAsya	1	aXyAsya	as3{avya;lyap;asuz;:xivAxiH}/As1{avya;lyap;Asaz;:axAxiH}	aXi_As1{avya;lyap;Asaz;:axAxiH}	pUrvakAlaH,12	raha_kara/ Upara_bETa_kara 	@sitting_@on	-	-	-	-
9	(wvaM)	12	(wvaM)	yuRmax{sarvanAma;1;eka}	yuRmax{sarvanAma;1;eka}	karwA,12	wuma	@you	-	-	iMxumawI 	-
10	kalApinAM	6	kalApinAM	kalApin{puM;6;bahu}	kalApin{puM;6;bahu}	RaRTIsambanXaH,11	moroM_kA	@peacocks'	-	-	-	-
11	nqwyaM	9	nqwyaM	nqwya{napuM;1;eka}/nqwya{napuM;2;eka}/nqwya{puM;2;eka(nqw1;yaw;nqwIz;:xivAxiH)}/nqwya{napuM;1;eka(nqw1;yaw;nqwIz;:xivAxiH)}/nqwya{napuM;2;eka(nqw1;yaw;nqwIz;:xivAxiH)}/nqwya{puM;2;eka(nqw1;Nyaw;nqwIz;:xivAxiH)}/nqwya{napuM;1;eka(nqw1;Nyaw;nqwIz;:xivAxiH)}/nqwya{napuM;2;eka(nqw1;Nyaw;nqwIz;:xivAxiH)}	nqwya{napuM;2;eka}	karma,12	nqwya	@dance	-	-	-	-
12	paSya	8	paSya	xqS1{karwari;lot;ma;eka;parasmEpaxI;xqSizr;:BvAxiH}	xqS1{karwari;lot;ma;eka;parasmEpaxI;xqSizr;:BvAxiH}	aBihiwa_karwA,9;sakarmaka	xeKo	@watch	-	-	-	-
