@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	aWa	1	aWa	aWa{avya}	aWa{avya}	sambanXaH,15	Ora	-	-	-	-	-
2	Sarva-kalpaH	7	SarvakalpaH	Sarva-kalpa{puM;1;eka}	Sarva-kalpa{puM;1;eka}	viSeRaNam,3	Sarva-kalpa	-	-	-	-	-
3	avani-pAlaH	-	-	avani-pAla{puM;1;eka}	avani-pAla{puM;1;eka}	karwA,15	avani-pAla	-	-	-	-	-
4	kLpwa-ramya-upakArye	4	kLpwaramyopakArye	kLpwa-ramya{puM}/ramya{napuM-upakAryA;swrI;1;xvi}/upakAryA{swrI;2;xvi}/kLpwa-upakArya{puM;7;eka(kq3;Nyaw;dukqF;:wanAxiH)}/kLpwa-upakArya{napuM;1;xvi(kq3;Nyaw;dukqF;:wanAxiH)}/kLpwa-upakArya{napuM;2;xvi(kq3;Nyaw;dukqF;:wanAxiH)}/kLpwa-upakArya{napuM;7;eka(kq3;Nyaw;dukqF;:wanAxiH)}/kLpwa-upakAryA{swrI;1;xvi(kq3;Nyaw;dukqF;:wanAxiH)}/kLpwa-upakAryA{swrI;2;xvi(kq3;Nyaw;dukqF;:wanAxiH)}/kLpwa-upakArya{puM;7;eka(kq2;Nyaw;kqF;:svAxiH)}/kLpwa-upakArya{napuM;1;xvi(kq2;Nyaw;kqF;:svAxiH)}/kLpwa-upakArya{napuM;2;xvi(kq2;Nyaw;kqF;:svAxiH)}/kLpwa-upakArya{napuM;7;eka(kq2;Nyaw;kqF;:svAxiH)}/kLpwa-upakAryA{swrI;1;xvi(kq2;Nyaw;kqF;:svAxiH)}/kLpwa-upakAryA{swrI;2;xvi(kq2;Nyaw;kqF;:svAxiH)}	kLpwa-upakAryanapuM;7;eka(kq3;Nyaw;dukqF;:wanAxiH)}	viSeRaNam,5	-	-	-	-	-	-
5	paWi	2	paWi	paWin{puM;7;eka}	paWin{puM;7;eka}	aXikaraNam,8	rAswe_meM/para	-	-	-	-	-
6	kawiciw	5	kawicixavanipAlaH	kawiciw{avya}	kawiciw{avya}	viSeRaNam,7	kuCa	-	-	-	-	-
7	SarvarIH	6	SarvarIH	SarvarI{swrI;2;bahu}	SarvarI{swrI;2;bahu}	karma,8	rAwoM_ko	-	-	-	-	-
8	gamayiwvA	3	gamayiwvA	gam1{Nijanwa;avya;kwvA;gamLz;BvAxiH}	gam1{Nijanwa;avya;kwvA;gamLz;BvAxiH}	pUrvakAlaH,15	-	-	-	-	-	-
9	mEWilI-xarSanInAM	9	mEWilIxarSanInAM	mEWilI-xarSanI{swrI;6;bahu}	mEWilI-xarSanI{swrI;6;bahu}	viSeRaNam,10	sIwA-xarSaniyoM_kA	-	-	-	-	-
10	afganAnAm	-	-	afganA{swrI;6;bahu}/afgana{napuM;6;bahu(afga1;lyut;afga;:curAxiH)}/afgana{napuM;6;bahu(ag2;lyut;agiz;:BvAxiH)}	afganA{swrI;6;bahu}	RaRTIsambanXaH,11	afganAoM_kA	-	-	-	-	-
11	locanEH	11	locanErafganAnAm	locana{napuM;3;bahu}/locana{napuM;3;bahu(loc1;lyut;locqz;:BvAxiH)}/locana{napuM;3;bahu(loc2;lyut;locqz;:curAxiH)}	locana{napuM;3;bahu}	karaNam,12	xeKanoM_se	-	-	-	-	-
12	kuvalayiwa-gavAkRAM	10	kuvalayiwagavAkRAM	kuvalayiwa-gavAkRa{puM;6;bahu}/gavAkRa{napuM;6;bahu}/gavAkRa{swrI;6;bahu}	kuvalayiwa-gavAkRa{puM;6;bahu}	RaRTIsambanXaH,13	kuvalayiwa-gavAkRoM_kA	-	-	-	-	-
13	puram	8	puramaviSaxayoXyAM	pur{swrI;2;eka}/pura{napuM;1;eka}/pura{napuM;2;eka}	pur{swrI;2;eka}	viSeRaNam,14	nagara_ko	-	-	-	-	-
14	ayoXyAM	-	-	ayoXyA{swrI;2;eka}	ayoXyA{swrI;2;eka}	karma,15	ayoXyA_ko	-	-	-	-	-
15	aviSaw	-	-	viS1{karwari;laf;pra;eka;parasmEpaxI;viSaz;:wuxAxiH}	viS1{karwari;laf;pra;eka;parasmEpaxI;viSaz;:wuxAxiH}	aBihiwa_karwA,3;sakarmaka	anxara_praveSa_kiyA	-	-	-	-	-
