@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	newA	3	newA	newq{puM;1;eka}/NI1{karwari;lut;pra;eka;parasmEpaxI;NIF;:BvAxiH}/NI1{karwari;lut;pra;eka;AwmanepaxI;NIF;:BvAxiH}/NI1{karmaNi;lut;pra;eka;AwmanepaxI;NIF;:BvAxiH}/newq{puM;1;eka(NI1;wqc;NIF;:BvAxiH)}	newq{puM;1;eka(NI1;wqc;NIF;:BvAxiH)}	karwA,9	saMcAlaka	-	-	-	-	-
2	saH	7	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	viSeRaNam,1	usane	-	-	-	-	-
3	nO-sAXana-uxyawAn	4	nOsAXanoxyawAn	nO-uxyawa{puM;2;bahu(nO-sAX1;lyut;sAXaz;:svAxiH-yam1;kwa;yamuz;:BvAxiH)}/uxyawa{puM;2;bahu}	nO-uxyawa{puM;2;bahu}	viSeRaNam,4	nOkA-uxyawa	-	-	-	-	-
4	vafgAn	1	vafgAnuwKAya	vafga{puM;2;bahu}	vafga{puM;2;bahu}	karma,9	kapAsa	-	-	-	-	-
5	warasA	2	warasA	waras{napuM;3;eka}	waras{napuM;3;eka}	karaNam,6	wata_se	-	-	-	-	-
6	uwKAya	-	-	NI1{avya;lyap;NIF;:BvAxiH}	"
uw_{kqw_XAwu KE} avya lyap;curAxiH"	pUrvakAlaH,9	NW_kara	-	-	-	-	-
7	gafgA-srowas-anwareRu	6	jayaswamBAngafgAsrowonwareRu	gafgA-srowas-anwara{sarvanAma;puM;7;bahu}/anwara{sarvanAma;napuM;7;bahu}/anwara{puM;7;bahu}/anwara{napuM;7;bahu}	gafgA-srowas-anwara{napuM;7;bahu}	aXikaraNam,9	gafgA-sariwA-anwaroM_meM	-	-	-	-	-
8	jaya-swamBAn	-	-	jaya-swamBa{puM;2;bahu}/jaya-swamBa{puM;2;bahu(RwaB1;GaF;RwaBiz;:BvAxiH)}	jaya-swamBa{puM;2;bahu(jaya-RwaB1;GaF;RwaBiz;:BvAxiH)}	karma,9	jaya-xabAne	-	-	-	-	-
9	nicaKAna	5	nicaKAna	ni_Kan1{karwari;lit;u;eka;parasmEpaxI;Kanuz;:BvAxiH}/ni_Kan1{karwari;lit;pra;eka;parasmEpaxI;Kanuz;:BvAxiH}	ni_Kan1{karwari;lit;pra;eka;parasmEpaxI;Kanuz;:BvAxiH}	aBihiwa_karwA,1;sakarmaka	ni_Kan1_pp_skyA	-	-	-	-	-
