@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	xeha-awigEH	3	AyurxehAwigEH	awi_gam1{kwa;gamLz;:BvAxiHawi_gawa;napuM;3;bahu}/awi_gam1{kwa;gamLz;:BvAxiHawi_gawa;puM;3;bahu}	awi_gam1kwa;gamLz;:BvAxiHawi_gawa;puM;3;bahu}	viSeRaNam,5	-	-	-	-	-	-
2	yaWApUrva-viSuxXiBiH	-	-	viSuxXi{swrI;3;bahu}	viSuxXi{swrI;3;bahu}	viSeRaNam,5	paviwrIkaraNoM_se	-	-	-	-	-
3	SiwEH	2	SiwErbANEryaWApUrvaviSuxXiBiH	Siwa{napuM;3;bahu(So1;kwa;So;:xivAxiH)}/Siwa{puM;3;bahu(So1;kwa;So;:xivAxiH)}	SiwapuM;3;bahu(So3;kwa;So;:xivAxiH)}	viSeRaNam,5	-	-	-	-	-	-
4	wEH	1	wEswrayANAM	wax{sarvanAma;napuM;3;bahu}/wax{sarvanAma;puM;3;bahu}	waxsarvanAma;puM;3;bahu}	viSeRaNam,5	unase	-	-	-	-	-
5	bANEH	-	-	bANa{puM;3;bahu}	bANa{puM;3;bahu}	karwA,8	bANoM_se	-	-	-	-	-
6	wrayANAm	-	-	wraya{napuM;6;bahu}/wri{saMKyeyam;napuM;6;bahu}/wri{saMKyeyam;puM;6;bahu}	wrisaMKyeyam;puM;6;bahu}	RaRTIsambanXaH,7	wigunoM_kA	-	-	-	-	-
7	AyuH	-	-	AyuH{napuM;2;eka}/AyuH{napuM;1;eka}/AyuH{puM;1;eka}/Ayu{puM;1;eka}/Ayu{swrI;1;eka}	AyuHnapuM;1;eka}	karma,8	AyuH_ko	-	-	-	-	-
8	pIwam	4	pIwam	pIwa{napuM;2;eka(pA1;kwa;pA;:BvAxiH)}/pIwa{napuM;1;eka(pA1;kwa;pA;:BvAxiH)}/pIwa{puM;2;eka(pA1;kwa;pA;:BvAxiH)}	pIwa{napuM;1;eka(pA1;kwa;pA;:BvAxiH)}	aBihiwa_karma,7;sakarmaka	-	-	-	-	-	-
9	ruXiram	5	ruXiram	ruXira{puM;2;eka}/ruXira{napuM;2;eka}/ruXira{napuM;1;eka}	ruXira{napuM;1;eka}	karma,12	KUna	-	-	-	-	-
10	wu	6	wu	wu{avya}	wu{avya}	prawiyogI,8	wo	-	-	-	-	-
11	pawawriBiH	7	pawawriBiH	pawawrin{puM;3;bahu}/pawawrin{napuM;3;bahu}/pawawrin{swrI;3;bahu}	pawawrin{swrI;3;bahu}	karwA,12	pawawrinoM_se	-	-	-	-	-
12	(pIwam)	-	(-)	pIwa{napuM;2;eka(pA1;kwa;pA;:BvAxiH)}/pIwa{napuM;1;eka(pA1;kwa;pA;:BvAxiH)}/pIwa{puM;2;eka(pA1;kwa;pA;:BvAxiH)}	pIwa{napuM;1;eka(pA1;kwa;pA;:BvAxiH)}	anuyogI,10	-	-	-	-	-	-
