@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	(aWa)	1	(aWa)	aWa{avya}	aWa{avya}	sambanXaH,9	Ora	-	-	-	-	-
2	(saH)	4	(saH)	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,9	vaha	-	-	-	xilIpa	-
3	(yanwAram)	2	(yanwAramAxiSya)	yanwq{puM;2;eka}/yanwq{puM;2;eka(yam2;wqc;yamaz;:BvAxiH)}/yanwq{puM;2;eka(yam1;wqc;yamuz;:BvAxiH)}	yanwq{puM;2;eka}	karma,7	cAlaka, sAraWi, nixeSaka_ko	-	-	-	-	-
4	(XuryAn)	3	(XuryAnviSrAmayewi)	Xurya{puM;2;bahu}	Xurya{puM;2;bahu}	karma,5	XuryoM_ko	-	-	-	-	-
5	(viSrAmaya)	-	(-)	vi_Sram Nijanwa karwari lot ma eka parasmEpaxI{XAwuH Sramuz} xivAxiH	vi_Sram Nijanwa karwari lot ma eka parasmEpaxI{XAwuH Sramuz} xivAxiH	vAkyakarma,6	-	-	-	-	-	-
6	(iwi)	-	(-)	iwi{avya}	iwi{avya}	vAkyakarmaxyowakaH,7	EsA	-	-	-	-	-
7	(AxiSya)	-	(-)	xiS1{avya;lyap;xiSaz;:wuxAxiH}	Af_xiS1{avya;lyap;xiSaz;:wuxAxiH}	pUrvakAlaH,9	-	-	-	-	-	-
8	raWAw	6	raWAxavawawAra	raWa{puM;5;eka}	raWa{puM;5;eka}	apAxAnam,9	raWa_se	-	-	-	-	-
9	avawawAra	-	-	ava_wQ1{karwari;lit;pra;eka;parasmEpaxI;wQ;:BvAxiH}/ava_wQ1{karwari;lit;u;eka;parasmEpaxI;wQ;:BvAxiH}	ava_wQ1{karwari;lit;pra;eka;parasmEpaxI;wQ;:BvAxiH}	aBihiwa_karwA,2	uwarA	-	-	-	-	-
10	ca	7	ca	ca{avya}	ca{avya}	sambanXaH,9	Ora	-	-	-	-	-
