@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	aWa	1	aWAnXakAraM	aWa{avya}	aWa{avya}	sambanXaH,6	Ora	-	-	-	-	-
2	BUweSvara-pArSvavarwI	-	-	BUweSvara-pArSvavarwin{puM;1;eka}	BUweSvara-pArSvavarwin{puM;1;eka}	viSeRaNam,4	pArSvavarwi-sevaka	-	-	-	-	-
3	(saH)	-	(saH)	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	viSeRaNam,4	vaha	-	-	-	-	-
4	(mqgenxraH)	-	(mqgenxraH)	mqgenxra{puM;1;eka}	mqgenxra{puM;1;eka}	karwA,6	siMha	-	-	-	-	-
5	giri-gahvarANAm	2	girigahvarANAM	gireH-gahvara{puM;6;bahu}/gahvara{napuM;6;bahu}/gahvarA{swrI;6;bahu}	gireH-gahvarA{swrI;6;bahu}	RaRTIsambanXaH,7	gireH-gahvarAoM_ke	-	-	-	-	-
6	(gawavAn)	-	(gawavAn)	gawavaw{puM;1;eka(gam1;kwavawu;gamLz;:BvAxiH)}	gawavaw{puM;1;eka(gam1;kwavawu;gamLz;:BvAxiH)}	aBihiwa_karwA,4	gayA	-	-	-	-	-
7	anXakAraM	1	-	anXakAra{puM;2;eka}/anXa-kAra{puM;2;eka}	anXa-kAra{napuM;2;eka}	karma,10	anXa	-	-	-	-	-
8	xaMRtrA-mayUKEH	3	xaMRtrAmayUKEH	xaMRtrA-mayUKa{puM;3;bahu}/mayUKa{napuM;3;bahu}	xaMRtrA-mayUKa{napuM;3;bahu}	karaNam,10	bad@ZA_xAzwa-mayUKoM_se	-	-	-	-	-
9	SakalAni	4	SakalAni	Sakala{napuM;1;bahu}/Sakala{napuM;2;bahu}/Sakala{napuM;8;bahu}	Sakala{napuM;2;bahu}	karmasamAnAXikaraNam,10	SakaloM_ko	-	-	-	-	-
10	kurvan	5	kurvan	kurvaw{puM;8;eka}/kurvaw{puM;1;eka(kq3;Sawq_lat;dukqF;:wanAxiH)}	kurvaw{puM;1;eka(kq3;Sawq_lat;dukqF;:wanAxiH)}	varwamAnasamAnakAlaH,6	karawA_huA	-	-	-	-	-
