@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	saH	1	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,11	vaha	-	-	-	Nama	-
2	plavagEH	4	plavagErlavaNAmBasi	plavaga{puM;3;bahu}/plavaga{napuM;3;bahu}	plavaga{napuM;3;bahu}	karaNam,11	plavagoM_se	-	-	-	-	-
3	lavaNa-amBasi	-	-	lavaNAmBas{puM;7;eka}/lavaNAmBas{napuM;7;eka}	lavaNAmBas{napuM;7;eka}	aXikaraNam,11	lavaNAmBas_meM	-	-	-	-	-
4	SArfgiNaH	8	SArfgiNaH	SArfgin{puM;1;bahu}/SArfgin{puM;2;bahu}/SArfgin{puM;5;eka}/SArfgin{puM;6;eka}/SArfgin{puM;8;bahu}	SArfgin{puM;6;eka}	RaRTIsambanXaH,8	viRNu_ke	-	-	-	-	@name @of @Vishnu
5	svapnAya	7	svapnAya	svapna{puM;4;eka}	svapna{puM;4;eka}	prayojanam,8	svapna_ke_liye	-	-	-	-	-
6	rasA-walAw	5	rasAwalAxivonmagnaM	rasAwala{napuM;5;eka}	rasAwala{napuM;5;eka}	hewuH,7	rasAwala_se	-	-	-	-	-
7	unmagnaM	-	-	unmagna{puM;2;eka(masj1;kwa;tumasjoz;:wuxAxiH)}/unmagna{napuM;1;eka(masj1;kwa;tumasjoz;:wuxAxiH)}/unmagna{napuM;2;eka(masj1;kwa;tumasjoz;:wuxAxiH)}	unmagna{napuM;2;eka(masj1;kwa;tumasjoz;:wuxAxiH)}	viSeRaNam,8	NWyA_hue	-	-	-	-	-
8	SeRaM	6	SeRaM	SeRa{puM;2;eka}/SeRa{napuM;1;eka}/SeRa{napuM;2;eka}	SeRa{napuM;2;eka}	upamAnam,9	SeRa_ko	-	-	-	-	@Name @of @serpent
9	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,10	jEse	-	-	-	-	-
10	sewuM	2	sewuM	sewu{puM;2;eka}/Ri1{avya;wumun;RiF;:svAxiH}/Ri2{avya;wumun;RiF;:kryAxiH}	sewu{puM;2;eka}	karma,11	sewu_ko	-	-	-	-	-
11	banXayAmAsa	3	banXayAmAsa	banX1{Nijanwa;karwari;lit;pra;eka;parasmEpaxI;banXaz;:kryAxiH}/banX1{Nijanwa;karwari;lit;pra;eka;AwmanepaxI;banXaz;:kryAxiH}/banX1{Nijanwa;karwari;lit;u;eka;parasmEpaxI;banXaz;:kryAxiH}/banX1{Nijanwa;karwari;lit;u;eka;AwmanepaxI;banXaz;:kryAxiH}/banX1{Nijanwa;karwari;lit;ma;bahu;parasmEpaxI;banXaz;:kryAxiH}/banX1{Nijanwa;karwari;lit;ma;bahu;AwmanepaxI;banXaz;:kryAxiH}	banX1{Nijanwa;karwari;lit;pra;eka;AwmanepaxI;banXaz;:kryAxiH}	aBihiwa_karwA,1	-	-	-	-	-	-
