@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	kArwikIRu	1	kArwikIRu	kArwikI{swrI;7;bahu}	kArwikI{swrI;7;bahu}	viSeRaNam,3	-	-	-	-	-	-
2	sa-viwAna-harmya-BAk	2	saviwAnaharmyaBAgyAminIRu	sa-wan1{GaF;wanuz;:wanAxiH-harmya-BAj;puM;1;eka}/BAj{napuM;1;eka}/BAj{napuM;2;eka}/BAj{puM;8;eka}/BAj{napuM;8;eka}	sa-vi_wan1{GaF;wanuz;:wanAxiH-harmya-BAj;puM;1;eka	viSeRaNam,8	-	-	-	-	-	-
3	yAminIRu	-	-	yAminI{swrI;7;bahu}	yAminI{swrI;7;bahu}	aXikaraNam,9	yAminiyoM_meM	-	-	-	-	-
4	laliwa-afganA-saKaH	3	laliwAfganAsaKaH	laliwa-afganA-saKa{puM;1;eka}	laliwa-afganA-saKa{puM;1;eka}	viSeRaNam,8	krIdApriya-afganA-saKa	-	-	-	-	-
5	su-rawa-Srama-apahAm	5	surawaSramApahAM	su-ram1{kwa;ramuz;:BvAxiH-Srama-apahA;swrI;2;eka}	su-ram1{kwa;ramuz;:BvAxiH-Srama-apahA;swrI;2;eka}	viSeRaNam,7	-	-	-	-	-	-
6	meGa-mukwa-viSaxAm	6	meGamukwaviSaxAM	meGa-mruc1{kwa;mrucuz;:BvAxiH}/muc2{kwa;mucLz;:wuxAxiH-viSaxA;swrI;2;eka}	meGa-mruc1{kwa;mrucuz;:BvAxiH;swrI;2;eka}	viSeRaNam,7	-	-	-	-	-	-
7	canxrikAm	8	canxrikAm	canxrikA{swrI;2;eka}	canxrikA{swrI;2;eka}	karma,9	canxrikA_ko	-	-	-	-	-
8	saH	7	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,9	vaha	-	-	-	-	-
9	anvaBufkwa	4	anvaBufkwa	anu_Buj2{karwari;laf;pra;eka;parasmEpaxI;Bujaz;:ruXAxiH}/anu_Buj2{karwari;laf;ma;bahu;parasmEpaxI;Bujaz;:ruXAxiH}	anu_Buj2{karwari;laf;pra;eka;parasmEpaxI;Bujaz;:ruXAxiH}	aBihiwa_karwA,8	anu_Buj2_pp_skyA	-	-	-	-	-
