@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	yaSaH-XanAnAm	-	-	yaSaH-Xana{puM;6;bahu}/Xana{napuM;6;bahu}/XanA{swrI;6;bahu}	yaSaH-XanA{swrI;6;bahu}	RaRTIsambanXaH,4	yaSaH-XanAoM_kA	-	-	-	-	-
2	sva-xehAw	8	svaxehAwkimuwenxriyArWAxyaSoXanAnAM	sva-xeha{puM;5;eka}/xeha{napuM;5;eka}	sva-xeha{puM;5;eka}	wulanA_binxuH,4	apanA-SarIra_se	-	-	-	-	-
3	api	7	api	api{avya}	api{avya}	sambanXaH,2	BI	-	-	-	-	-
4	yaSaH	10	yaSo	yaSas{napuM;1;eka}/yaSas{napuM;2;eka}/yaSas{napuM;8;eka}	yaSas{napuM;1;eka}	karwA,6	yaSa	-	-	-	-	-
5	garIyaH	11	garIyaH	garIyas{napuM;1;eka}/garIyas{napuM;2;eka}/garIyas{napuM;8;eka}	garIyas{napuM;1;eka}	karwqsamAnAXikaraNam,6	-	-	-	-	-	-
6	(aswi)	-	(-)	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,4	hE	-	-	-	-	-
7	inxriyArWAw	-	-	inxriyArWa{puM;5;eka}	inxriyArWa{puM;5;eka}	hewuH,8	-	-	-	-	-	-
8	kimuwa	-	-	kimuwa{avya}	kimuwa{avya}	sambanXaH,6	-	-	-	-	-	-
9	hi	9	hi	hi{avya}	hi{avya}	sambanXaH,8	-	-	-	-	-	-
