@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	pArWiva	13	pArWiva	pArWiva{puM;8;eka}	pArWiva{puM;8;eka}	samboXyaH,15	pArWiva	-	-	-	-	-
2	(wvaM)	-	(-)	yuRmax{sarvanAma;1;eka}	yuRmax{sarvanAma;1;eka}	karwA,15	wuma	-	-	-	-	-
3	we	-	-	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;4;eka}/yuRmax{sarvanAma;6;eka}	yuRmax{sarvanAma;6;eka}	RaRTIsambanXaH,4	wumhAre	-	-	-	-	-
4	pAxayoH	14	pAxayoswe	pAxa{puM;6;xvi}/pAxa{puM;7;xvi}	pAxa{puM;7;xvi}	aXikaraNam,5	pEroM_ke	-	-	-	-	-
5	cirAya	11	cirAya	cirAya{avya}/cira{napuM;4;eka}	cira{napuM;4;eka}	prayojanam,7	xIrGa_ke_liye	-	-	-	-	-
6	Awma-aparAXam	9	AwmAparAXaM	Awma-aparAXa{puM;2;eka}	Awma-aparAXa{puM;2;eka}	karma,7	Awma-aparAXa	-	-	-	-	-
7	nuxawIM	10	nuxawIM	nuxawI{swrI;2;eka(Nux1;Sawq_lat;Nuxaz;:wuxAxiH)}	nuxawI{swrI;2;eka(Nux1;Sawq_lat;Nuxaz;:wuxAxiH)}	viSeRaNam,9	Nux1wIM_huIM	-	-	-	-	-
8	me	5	me	asmax{sarvanAma;6;eka}/asmax{sarvanAma;4;eka}	asmax{sarvanAma;6;eka}	RaRTIsambanXaH,10	merI	-	-	-	-	-
9	yavIyasIm	4	yavIyasIM	yavIyasI{swrI;2;eka}	yavIyasI{swrI;2;eka}	viSeRaNam,10	yavIyasI_ko	-	-	-	-	-
10	svasAram	2	svasAraM	svasq{swrI;2;eka}	svasq{swrI;2;eka}	karmasamAnAXikaraNam,13	bahana	-	-	-	-	-
11	imAm	1	imAM	ixam{sarvanAma;swrI;2;eka}	ixam{sarvanAma;swrI;2;eka}	viSeRaNam,12	isa	-	-	-	-	-
12	kumuxvawIm	6	kumuxvawIM	kumuxvawI{swrI;2;eka}	kumuxvawI{swrI;2;eka}	karma,13	saPexa_PUloM_kI_kumuxinI_ko	-	-	-	-	-
13	anumanwum	-	-	man1{avya;wumun;manaz;:xivAxiH}/man2{avya;wumun;manuz;:wanAxiH}	anu_man1{avya;wumun;manaz;:xivAxiH}	sahAyakakriyA,15	anumoxana_kara	-	-	-	-	-
14	na	7	nArhasi	na{avya}	na{avya}	prawiReXaH,15	-	-	-	-	-	-
15	arhasi	-	-	arh1{karwari;lat;ma;eka;parasmEpaxI;arhaz;:BvAxiH}/arh2{karwari;lat;ma;eka;parasmEpaxI;arhaz;:curAxiH}	arh1{karwari;lat;ma;eka;parasmEpaxI;arhaz;:BvAxiH}	aBihiwa_karwA,2;sakarmaka	yogya_nahIM_howe_ho	-	-	-	-	-
16	ca	3	ca	ca{avya}	ca{avya}	sambanXaH,15	BI	-	-	-	-	-
17	SuSrURayA	12	SuSrURayA	SuSrURA{swrI;3;eka}	SuSrURA{swrI;3;eka}	karaNam,7	SuSrURA_se	-	-	-	-	-
18	na	8	nAnumanwum	na{avya}	na{avya}	prawiReXaH,13	-	-	-	-	-	-
