@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	kAla-anwara-SyAma-suXeRu	1	kAlAnwaraSyAmasuXeRu	kAla-anwara-SyAma-suXa{puM;7;bahu}/suXa{napuM;7;bahu}	kAla-anwara-SyAma-suXa{napuM;7;bahu}	viSeRaNam,4	samaya-anwara-SyAma-suXa	-	-	-	-	-
2	iwaswawaH	-	-	iwaswawaH{avya}	iwaswawaH{avya}	kriyAviSeRaNam,12	iXara_uXara	-	-	-	-	-
3	rUDa-wqNa-afkureRu	3	rUDawqNAfkureRu	ruh1{kwa;ruhaz;:BvAxiH-wqNa-afkura;napuM;7;bahu}	ruh1{kwa;ruhaz;:BvAxiH-wqNa-afkura;napuM;7;bahu}	viSeRaNam,4	-	-	-	-	-	-
4	harmyeRu	7	harmyeRu	harmya{napuM;7;bahu}	harmya{napuM;7;bahu}	aXikaraNam,12	prAsAxa/mahaloM_meM	-	-	-	-	-
5	nakwaM	2	nakwamiwaswawo	nakwam{avya}/nakwa{napuM;1;eka}/nakwa{napuM;2;eka}	nakwam{avya}	awyanwasaMyogaH,12	nakwa_ko	-	-	-	-	-
6	mukwA-guNa-SuxXayaH	6	mukwAguNaSuxXayopi	mruc1{kwa;mrucuz;:BvAxiH}/muc2{kwa;mucLz;:wuxAxiH-guNa-SuxXi;swrI;1;bahu}/SuxXi{swrI;8;bahu}/SuxXi{puM;8;bahu}/SuxXi{puM;1;bahu}	SuxXi{puM;8;bahu}	viSeRaNam,8	SuxXi	-	-	-	-	-
7	api	-	-	api{avya}	api{avya}	sambanXaH,6	BI	-	-	-	-	-
8	we	4	wa	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;4;eka}/yuRmax{sarvanAma;6;eka}	wax{sarvanAma;puM;1;bahu}	karwA,12	ve	-	-	-	-	-
9	eva	5	eva	eva{avya}	eva{avya}	sambanXaH,8	hI	-	-	-	-	-
10	canxra-pAxAH	10	canxrapAxAH	canxra-pAxa{puM;1;bahu}/pAxa{puM;8;bahu}/pAxA{swrI;8;bahu}/pAxA{swrI;1;bahu}/pAxA{swrI;2;bahu}	canxra-pAxa{puM;1;bahu}	viSeRaNam,8	canxra-pEra	-	-	-	-	-
11	na	9	na	na{avya}	na{avya}	prawiReXaH,12	-	-	-	-	-	-
12	mUrcCanwi	8	mUrcCanwi	murC1{karwari;lat;pra;bahu;parasmEpaxI;murCAz;:BvAxiH}	murC1{karwari;lat;pra;bahu;parasmEpaxI;murCAz;:BvAxiH}	aBihiwa_karwA,8	mUrcCiwa_nahIM_howe_hEM	-	-	-	-	-
