@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	piwrA	-	piwrA	piwq{puM;3;eka}	piwq{puM;3;eka}	karaNam,2	piwA_se	-	-	-	-	-
2	visqRtAm	-	visqRtAm	visqRtA{swrI;2;eka(sqj1;kwa;sqjaz;:xivAxiH)}/visqRtA{swrI;2;eka(sqj2;kwa;sqjaz;:wuxAxiH)}	visqRtA{swrI;2;eka(sqj1;kwa;sqjaz;:xivAxiH)}	viSeRaNam,5	CodI_huI	-	-	-	-	-
3	maw-apekRayA	-	maxapekRayA	maw-apekRA{swrI;3;eka}	maw-apekRA{swrI;3;eka}	hewuH,9	maw-apekRA_se	-	-	-	-	-
4	yaH	-	yaH	yax{sarvanAma;puM;1;eka}	yax{sarvanAma;puM;1;eka}	karwA,16	jo	-	-	-	BarawaH	-
5	SriyaM	-	SriyaM	SrI{swrI;2;eka}	SrI{swrI;2;eka}	karma,9	SrI_ko	-	-	-	-	-
6	yuvA	-	yuvApyafkagawAmaBokwA	yuvan{puM;1;eka}	yuvan{puM;1;eka}	viSeRaNam,4	yuvaka	-	-	-	-	-
7	api	-	-	api{avya}	api{avya}	sambanXaH,6	BI	-	-	-	-	-
8	afka-gawAm	-	-	afka-gawA{swrI;2;eka(afga-gam1;kwa;gamLz;:BvAxiH)}	afka-gawA{swrI;2;eka(afga-gam1;kwa;gamLz;:BvAxiH)}	viSeRaNam,5	afga-gayIM_huIM	-	-	-	-	-
9	a-BokwA	-	-	a-Buj1{karwari;lut;pra;eka;parasmEpaxI;Bujoz;:wuxAxiH}/Buj1{BAve;lut;pra;eka;AwmanepaxI;Bujoz;:wuxAxiH}/Buj2{karwari;lut;pra;eka;parasmEpaxI;Bujaz;:ruXAxiH}/Buj2{karwari;lut;pra;eka;AwmanepaxI;Bujaz;:ruXAxiH}/Buj2{karmaNi;lut;pra;eka;AwmanepaxI;Bujaz;:ruXAxiH}/a-Bokwq{puM;1;eka(Buj2;wqc;Bujaz;:ruXAxiH)}/a-Bokwq{puM;1;eka(Buj1;wqc;Bujoz;:wuxAxiH)}	a-Bokwq{puM;1;eka(Buj2;wqc;Bujaz;:ruXAxiH)}	viSeRaNam,10	a-	-	-	-	-	-
10	(san)	-	(-)	saw{puM;1;eka(as2;Sawq_lat;asaz;:axAxiH)}	saw{puM;1;eka(as2;Sawq_lat;asaz;:axAxiH)}	varwamAnasamAnakAlaH,16	sajjana	-	-	-	-	-
11	iyanwi	-	iyanwi	iyaw{napuM;8;bahu}/iyaw{napuM;1;bahu(i2;Sawq_lat;if;:axAxiH)}/iyaw{napuM;2;bahu(i2;Sawq_lat;if;:axAxiH)}	iyaw{napuM;2;bahu(i2;Sawq_lat;if;:axAxiH)}	viSeRaNam,12	aXika	-	-	-	-	-
12	varRANi	-	varRANi	varRa{napuM;1;bahu}/varRa{napuM;2;bahu}/varRa{napuM;8;bahu}/vqR1{karwari;lot;u;eka;parasmEpaxI;vqRuz;:BvAxiH}/vi_qR1{karwari;lot;u;eka;parasmEpaxI;qRIz;:wuxAxiH}	varRa{napuM;2;bahu}	awyanwasaMyogaH,16	varasUz	-	-	-	-	-
13	wayA	-	wayA	wax{sarvanAma;swrI;3;eka}	wax{sarvanAma;swrI;3;eka}	sahArWaH,16	usakA	-	-	-	-	-
14	saha	-	sahogramaByasyawIva	saha{avya}	saha{avya}	sahArWa_xyowakaH,13	sAWa	-	-	-	-	-
15	ugram	-	-	ugra{puM;2;eka}/ugra{napuM;1;eka}/ugra{napuM;2;eka}	ugra{napuM;2;eka}	viSeRaNam,18	krUra	-	-	-	-	-
16	aByasyawi	-	-	aBi_as3{karwari;lat;pra;eka;parasmEpaxI;asuz;:xivAxiH}	aBi_as3{karwari;lat;pra;eka;parasmEpaxI;asuz;:xivAxiH}	aBihiwa_karwA,4;sakarmaka	aBi_as3_pp_skwA_hE	-	-	-	-	-
17	iva	-	-	iva{avya}	iva{avya}	sambanXaH,16	jEse	-	-	-	-	-
18	vrawaM	-	vrawamAsiXAram	vrawa{puM;2;eka}/vrawa{napuM;1;eka}/vrawa{napuM;2;eka}	vrawa{napuM;2;eka}	karma,16	vrawa	-	-	-	-	-
19	AsiXAraM	-	-	AsiXAra{napuM;1;eka}/AsiXAra{napuM;2;eka}	AsiXAra{napuM;2;eka}	viSeRaNam,18	AsiXAra	-	-	-	-	-
