@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wasmin	10	wasminvanaM	wax{sarvanAma;napuM;7;eka}/wax{sarvanAma;puM;7;eka}	wax{sarvanAma;puM;7;eka}	viSeRaNam,2	usa	-	-	-	person, gopwari	-
2	gopwari	11	gopwari	gopwq{napuM;7;eka(gup1;wqc;gupUz;:BvAxiH)}/gopwq{puM;7;eka(gup1;wqc;gupUz;:BvAxiH)}	gopwq{puM;7;eka}	karwA,10	rAjA ke	-	-	-	-	-
3	vanam	-	-	vana{napuM;1;eka}/vana{napuM;2;eka}	vana{napuM;2;eka}	karma,4	jaMgala	-	-	-	-	-
4	gAhamAne	12	gAhamAne	gAhamAna{puM;7;eka(gAh1;SAnac_lat;karwari;gAhUz;:BvAxiH)}/gAhamAna{napuM;1;xvi(gAh1;SAnac_lat;karwari;gAhUz;:BvAxiH)}/gAhamAna{napuM;2;xvi(gAh1;SAnac_lat;karwari;gAhUz;:BvAxiH)}/gAhamAna{napuM;7;eka(gAh1;SAnac_lat;karwari;gAhUz;:BvAxiH)}/gAhamAnA{swrI;1;xvi(gAh1;SAnac_lat;karwari;gAhUz;:BvAxiH)}/gAhamAnA{swrI;2;xvi(gAh1;SAnac_lat;karwari;gAhUz;:BvAxiH)}	gAhamAna{puM;7;eka(gAh1;SAnac_lat;karwari;gAhUz;:BvAxiH)}	viSeRaNam,2	jAnese	-	-	-	-	-
5	vqRtyA	2	vqRtyApi	vqRti{swrI;3;eka}	vqRti{swrI;3;eka}	sanxarBa_binxuH,6	bAriSa ke	-	-	-	-	-
6	vinA	3	vinA	vinA{avya}	vinA{avya}	sambanXaH,9	vinA	-	-	-	-	-
7	api	-	-	api{avya}	api{avya}	sambanXaH,6	BI	-	-	-	-	-
8	xavAgniH	4	xavAgnirAsIxviSeRA	xavAgni{puM;1;eka}	xavAgni{puM;1;eka}	karwA,9	jaMgala_kI_Aga	-	-	-	-	-
9	SaSAma	1	SaSAma	SaS1{karwari;lot;u;bahu;parasmEpaxI;SaSaz;:BvAxiH}/Sam1{karwari;lit;pra;eka;parasmEpaxI;Samuz;:xivAxiH}/Sam1{karwari;lit;u;eka;parasmEpaxI;Samuz;:xivAxiH}	SaS1{karwari;lot;u;bahu;parasmEpaxI;SaSaz;:BvAxiH}	aBihiwa_karwA,8;akarmaka	SAnwa_howI hE	-	-	-	-	-
10	(sawi)	-	(-)	-	-	BAvalakRaNasapwamI_samAnakAlaH,9	-	-	-	-	-	-
