@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	weRAm	4	weRAm	wax{sarvanAma;puM;6;bahu}/wax{sarvanAma;napuM;6;bahu}	wax{sarvanAma;puM;6;bahu}	RaRTIsambanXaH,2	unakA	-	-	-	-	-
2	kRemAya	5	kRemAya	kRema{puM;4;eka}/kRema{napuM;4;eka}	kRema{napuM;4;eka}	prayojanam,5	kRema_ko	-	-	-	-	-
3	rAGavaH	6	rAGavaH	rAGava{puM;1;eka}	rAGava{puM;1;eka}	karwA,5	raGuvaMSI	-	-	-	-	-
4	SawruGnam	3	SawruGnam	SawruGna{puM;2;eka}/SawruGna{napuM;1;eka}/SawruGna{napuM;2;eka}	SawruGna{puM;2;eka}	karma,5	SawruGna_ko	-	-	-	-	-
5	AxixeSa	1	AxixeSa	Af_xiS1{karwari;lit;pra;eka;parasmEpaxI;xiSaz;:wuxAxiH}/Af_xiS1{karwari;lit;u;eka;parasmEpaxI;xiSaz;:wuxAxiH}	Af_xiS1{karwari;lit;pra;eka;parasmEpaxI;xiSaz;:wuxAxiH}	aBihiwa_karwA,3;sakarmaka	AxeSa_xiyA	-	-	-	-	-
6	asya	8	nAmAsya	ixam{sarvanAma;puM;6;eka}/ixam{sarvanAma;napuM;6;eka}/as3{karwari;lot;ma;eka;parasmEpaxI;asuz;:xivAxiH}	ixam{sarvanAma;puM;6;eka}	RaRTIsambanXaH,7	isakA	-	-	-	-	-
7	nAma	-	-	nAma{avya}	nAma{napuM;1;eka}	karma,10	nAmaka	-	-	-	-	-
8	ari-nigrahAw	10	arinigrahAw	ari-nigraha{puM;5;eka}/nigraha{napuM;5;eka}	ari-nigraha{puM;5;eka}	hewuH,10	Sawru-nigraha_se	-	-	-	-	-
9	yaWArWam	9	yaWArWam	yaWArWam{avya}/yaWArWa{puM;2;eka}/yaWArWa{napuM;1;eka}/yaWArWa{napuM;2;eka}	yaWArWam{avya}	karmasamAnAXikaraNam,10	-	-	-	-	-	-
10	kariRyan	7	kariRyanniva	kariRyan}	kq{kqxanwa}({kqw_XAwu kq3} Sawq_lat{XAwuH dukqF} wanAxiH) 	BaviRyawsamAnakAlaH,5	-	-	-	-	-	-
11	iva	-	-	iva{avya}	iva{avya}	sambanXaH,10	jEse	-	-	-	-	-
12	aWa	2	aWa	-	aWa{avya}	sambanXaH,5	-	-	-	-	-	-
