@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	aWa	1	aWa	aWa{avya}	aWa{avya}	sambanXaH,14	Ora	-	-	-	-	-
2	viRaya-vyAvqwwAwmA	3	viRaya-vyAvqwwAwmA	viRaya-vyAvqwwa-Awman{puM;1;eka}	viRaya-vyAvqwwa-Awman{puM;1;eka}	viSeRaNam,3	viRaya-	-	-	-	-	-
3	saH	2	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,14	vaha	-	-	-	-	-
4	yaWAviXi	4	yaWAviXi	yaWAviXi{avya}	yaWAviXi{avya}	sambanXaH,14	niyama_yA_viXi_ke_anusAra	-	-	-	-	-
5	yUne	8	yUne	yuvan{puM;4;eka}	yuvan{puM;4;eka}	viSeRaNam,6	yuvaka_ko	-	-	-	-	-
6	sUnave	5	sUnave	sUnu{puM;4;eka}	sUnu{puM;4;eka}	sampraxAnam,9	puwra_ko	-	-	-	-	-
7	nqpawi-kakuxaM	6	nqpawi-kakuxaM	nqpawi-kakux{swrI;2;eka}/kakuxa{puM;2;eka}/kakuxa{napuM;1;eka}/kakuxa{napuM;2;eka}	nqpawi-kakux{napuM;2;eka}	karma,9	rAjA-cotI_ko	-	-	-	-	-
8	siwA-wapa-vAraNam	9	siwA-wapa-vAraNam	Ri1{kwa;RiF;:svAxiH}/Ro1{kwa;Ro;:xivAxiH}/vAraNa{napuM;1;eka(Ri2;kwa;RiF;:kryAxiH-wapa-vq3;lyut;vqF;:curAxiH)}/vAraNa{napuM;2;eka(vq3;lyut;vqF;:curAxiH)}	vAraNa-Ri1{napuM;2;eka}	viSeRaNam,7	-	-	-	-	-	-
9	xawwvA	7	xawwvA	xA1{avya;kwvA;xAN;:BvAxiH}	xA1{avya;kwvA;xAN;:BvAxiH}	pUrvakAlaH,14	-	-	-	-	-	-
10	wayA	12	wayA	wax{sarvanAma;swrI;3;eka}	wax{sarvanAma;swrI;3;eka}	viSeRaNam,11	usase	-	-	-	-	-
11	xevyA	11	xevyA	xevI{swrI;3;eka}/xevyA{swrI;1;eka(xiv3;yaw;xivuz;:curAxiH)}/xevyA{swrI;1;eka(xev1;Nyaw;xevqz;:BvAxiH)}	xevI{swrI;3;eka}	sahArWaH,12	xevI_se	-	-	-	-	-
12	saha	13	saha	saha{avya}	saha{avya}	sahArWa_xyowakaH,14	sAWa	-	-	-	-	-
13	muni-vana-waru-cCAyAM	10	muni-vana-waru-cCAyAM	muni-vana-waru-cCAyAm}	muni-vana-waru-cCAyAm}	aXikaraNam,14	muni-vana-vqkRa-	-	-	-	-	-
14	SiSriye	14	SiSriye	Sri1{karwari;lit;pra;eka;AwmanepaxI;SriF;:BvAxiH}/Sri1{karwari;lit;u;eka;AwmanepaxI;SriF;:BvAxiH}/Sri1{karmaNi;lit;pra;eka;AwmanepaxI;SriF;:BvAxiH}/Sri1{karmaNi;lit;u;eka;AwmanepaxI;SriF;:BvAxiH}/SrI1{karwari;lit;pra;eka;AwmanepaxI;SrIF;:kryAxiH}/SrI1{karwari;lit;u;eka;AwmanepaxI;SrIF;:kryAxiH}	Sri1{karwari;lit;pra;eka;AwmanepaxI;SriF;:BvAxiH}	aBihiwa_karwA,3;sakarmaka	sevA_kI	-	-	-	-	-
15	hi	16	hi	hi{avya}	hi{avya}	sambanXaH,20	hi	-	-	-	-	-
16	galiwa-vayasAm	15	galiwa-vayasAm	gal1{kwa;galaz;:BvAxiH-vayas;napuM;6;bahu}/vayas{puM;6;bahu}	gal1{kwa;galaz;:BvAxiH-vayas;puM;6;bahu}	viSeRaNam,17	-	-	-	-	-	-
17	ikRvAkUNAm	15	ikRvAkUNAm	ikRvAku{puM;6;bahu}	ikRvAku{puM;6;bahu}	RaRTIsambanXaH,19	ikRvAkuoM_kA	-	-	-	-	-
18	ixaM	15	ixaM	ixam{sarvanAma;napuM;1;eka}/ixam{sarvanAma;napuM;2;eka}	ixam{sarvanAma;napuM;1;eka}	viSeRaNam,19	yaha	-	-	-	-	-
19	kulavrawam	17	kulavrawam	kulavrawa{napuM;1;eka}/kulavrawa{napuM;2;eka}	kulavrawa{napuM;1;eka}	karwA,20	kula_kA_vrawa	-	-	-	-	-
20	(aswi)	18	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,19;sakarmaka	hE	-	-	-	-	-
