@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	pArWivaH	6	pArWivaH	pArWiva{puM;1;eka}	pArWiva{puM;1;eka}	karwA,15	pArWiva	-	-	-	-	-
2	praWiwa-vaMSa-janmanaH	7	praWiwavaMSajanmanaH	praW1{kwa;praWaz;:BvAxiH-vaMSa-janman;napuM;5;eka}/janman{napuM;6;eka}	janman{napuM;6;eka}	viSeRaNam,4	prasixXa kula me janmA huA	-	-	-	-	-
3	wasya	1	wasya	}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	viSeRaNam,4	usa	-	-	-	wasya	SiSoH
4	SiSoH	5	SiSoH	SiSu{puM;5;eka}/SiSu{puM;6;eka}	SiSu{puM;6;eka}	RaRTIsambanXaH,5	SiSu kA	-	-	-	-	-
5	laliwaM	3	laliwaM	laliwa{puM;2;eka}/laliwa{napuM;1;eka}/laliwa{napuM;2;eka}	laliwa{napuM;2;eka}	viSeRaNam,6	suMxara	-	-	-	-	-
6	vapuH	4	vapuH	vapus{napuM;1;eka}/vapus{napuM;2;eka}/vapus{napuM;8;eka}	vapus{napuM;2;eka}	karma,7	SarIra	-	-	-	-	-
7	vIkRya	2	vIkRya	IkR1{avya;lyap;IkRaz;:BvAxiH}	vi_IkR1{avya;lyap;IkRaz;:BvAxiH}	samucciwaH,12	xeKakara	-	-	-	-	-
8	svaM	8	svaM	sva{puM;2;eka}/sva{napuM;1;eka}/sva{napuM;2;eka}/sva{sarvanAma;puM;2;eka}	sva{puM; 2;eka}	viSeRaNam,10	svayaM ke	-	-	-	-	-
9	xurAnamaM	11	XanurxurAnamaM 	xurAnama{puM;2;eka}/xurAnama{napuM;1;eka}/xurAnama{napuM;2;eka}	xurAnama{napuM;1;eka}	viSeRaNam,10	jise_JukAnA_bahuwa_kaTina_ho	-	-	-	-	-
10	XanuH	-	-	Xanu{puM;1;eka}/Xanus{napuM;1;eka}/Xanus{napuM;2;eka}/Xanus{napuM;8;eka}	Xanus{napuM;1;eka}	karma,12	XanuRa	-	-	-	-	-
11	ca	10	ca	ca{avya}	ca{avya}	sup_samuccayaxyowakaH,12	Ora	-	-	-	-	-
12	vicinwya	9	vicinwya	ciw2{avya;lyap;ciwiz;:curAxiH}	vi_ciw2{avya;lyap;ciwiz;:curAxiH}	pUrvakAlaH,15	soca_kara	-	-	-	-	-
13	xqhiwq-Sulka-saMsWayA	13	xqhiwqSulkasaMsWayA	xqhiwq-Sulka-saMsWA{swrI;3;eka}	xqhiwq-Sulka-saMsWA{swrI;3;eka}	hewuH,12	kanyA ke mUlya kI sWiwi se	-	-	-	-	-
14	pIdiwaH	12	pIdiwo	pIdiwa{puM;1;eka(pId1;kwa;pIdaz;:curAxiH)}	pIdiwa{puM;1;eka(pId1;kwa;pIdaz;:curAxiH)}	karwqsamAnAXikaraNam,15	xuKI	-	-	-	-	-
15	(baBUva)	-	(-)	}/BU1{karwari;lit;pra;eka;parasmEpaxI;BU;:BvAxiH}	BU1{karwari;lit;pra;eka;parasmEpaxI;BU;:BvAxiH}	aBihiwa_karwA,1;sakarmaka	huA	-	-	-	-	-
