@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wasya	1	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	viSeRaNam,6	usake	-	-	-	SawruGnasya	-
2	mArga-vaSAw	2	mArgavaSAw	mArga-vaSa{puM;5;eka}/vaSa{napuM;5;eka}	mArga-vaSa{napuM;5;eka}	hewuH,4	mArga-vaSa_se	-	-	-	-	-
3	ekA	3	ekA	ekA{saMKyeyam;swrI;1;eka}	ekA{saMKyeyam;swrI;1;eka}	viSeRaNam,5	eka	-	-	-	-	-
4	baBUva	4	baBUva	BU1{karwari;lit;u;eka;parasmEpaxI;BU;:BvAxiH}/BU1{karwari;lit;ma;bahu;parasmEpaxI;BU;:BvAxiH}/BU1{karwari;lit;pra;eka;parasmEpaxI;BU;:BvAxiH}	BU1{karwari;lit;pra;eka;parasmEpaxI;BU;:BvAxiH}	aBihiwa_karwA,5;sakarmaka	banI/gujarI	-	-	-	-	-
5	vasawiH	5	vasawiryawaH	vasawi{swrI;1;eka}	vasawi{swrI;1;eka}	karwA,4	rAwrI	-	-	-	-	-
6	yawaH	-	-	yawaH{avya}/yawa{puM;1;eka}/yaw{puM;2;bahu}/yaw{puM;5;eka}/yaw{puM;6;eka}/yaw{napuM;5;eka}/yaw{napuM;6;eka}	yaw{puM;6;eka}	RaRTIsambanXaH,2	jAnevAle	-	-	-	SawruGnaH	-
7	raWa-svana-uwkaNTa-mqge	6	raWasvanowkaNTamqge	raWa-svana-uwkaNTa-mqga {napuM;7;eka}	raWa-svana-uwkaNTa-mqga{napuM;7;eka}	viSeRaNam,9	raWa kI AvAja ko sunane keliye uwsuka hiraNoM vAlI	-	-	-	-	-
8	vAlmIkIye	7	vAlmIkIye	vAlmIkIya {napuM;7;eka}	vAlmIkIya{napuM;7;eka}	viSeRaNam,9	vAlmIkI kI	@of @Vlmki	-	-	-	-
9	wapas-vane	8	wapovane	wapaH-vana{puM;7;eka}/vana{napuM;8;xvi}/vana{napuM;1;xvi}/vana{napuM;2;xvi}/vana{napuM;7;eka}/vani{puM;8;eka}/vani{napuM;8;eka}/vani{napuM;1;eka}/vani{napuM;2;eka}/vanA{swrI;8;eka}/vanA{swrI;8;xvi}/vanA{swrI;1;xvi}/vanA{swrI;2;xvi}	 wapas-vana{napuM;7;eka}	aXikaraNam,4	wapaH-vana_meM	@hermitage	-	-	-	-
