@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	priyA-anurAgasya	1	priyAnurAgasya	priyA-anurAga{puM;6;eka}	priyA-anurAga{puM;6;eka}	viSeRaNam,2	-	-	-	-	-	-
2	manaH-samunnaweH	2	manaHsamunnawerBujArjiwAnAM	manaH-samunnawi{swrI;5;eka}/samunnawi{swrI;6;eka}	manaH-samunnawi{swrI;6;eka};	RaRTIsambanXaH,9	-	-	-	-	-	-
3	Buja-arjiwAnAm	-	-	Buja-arjiwa{puM;6;bahu{kqxanwa}({kqw_XAwu;arj1};kwa;arjaz;BvAxiH)}/arjiwa{napuM;6;bahu{kqxanwa}({kqw_XAwu;arj1};kwa;arjaz;BvAxiH)}/arjiwA{swrI;6;bahu{kqxanwa}({kqw_XAwu;arj1};kwa;arjaz;BvAxiH)}/arjiwa{puM;6;bahu{kqxanwa}({kqw_XAwu;arj2};kwa;arjaz;curAxiH)}/arjiwa{napuM;6;bahu{kqxanwa}({kqw_XAwu;arj2};kwa;arjaz;curAxiH)}/arjiwA{swrI;6;bahu{kqxanwa}({kqw_XAwu;arj2};kwa;arjaz;curAxiH)}	Buja-arjiwa{puM;6;bahu{kqxanwa}({kqw_XAwu;arj1};kwa;arjaz;BvAxiH)}	viSeRaNam,5	-	-	-	-	-	-
4	ca	3	ca	ca{avya}	ca{avya}	samuccayaxyowakaH,2	-	-	-	-	-	-
5	xiganwa-saMpaxAm	4	xiganwasaMpaxAm	xiganwa-sampax{swrI;6;bahu}	xiganwa-sampax{swrI;6;bahu}	samucciwaH,2	-	-	-	-	-	-
6	yaWA-kramam	5	yaWAkramaM	yaWA-krama{puM;2;eka}	yaWA-krama{puM;2;eka}	kriyAviSeRaNam,13	-	-	-	-	-	-
7	puMsavana-AxikAH	6	puMsavanAxikAH	Axi{ka;puM;1;bahu{waxXiwa}}/Axi{ka;puM;8;bahu{waxXiwa}}/Axi{ka;swrI;1;bahu{waxXiwa}}/Axi{ka;swrI;2;bahu{waxXiwa}}/Axi{ka;swrI;8;bahu{waxXiwa}}/AxikA{swrI;1;bahu{kqxanwa}({kqw_XAwu;ax2};Nvul;axaz;axAxiH)}/AxikA{swrI;2;bahu{kqxanwa}({kqw_XAwu;ax2};Nvul;axaz;axAxiH)}/AxikA{swrI;8;bahu{kqxanwa}({kqw_XAwu;ax2};Nvul;axaz;axAxiH)}/AxikA{swrI;1;bahu{kqxanwa}({kqw_XAwu;ax2};Nvul;axaz;axAxiH)}/AxikA{swrI;2;bahu{kqxanwa}({kqw_XAwu;ax2};Nvul;axaz;axAxiH)}/AxikA{swrI;8;bahu{kqxanwa}({kqw_XAwu;ax2};Nvul;axaz;axAxiH)}	Axi{ka;swrI;1;bahu{waxXiwa}}	viSeRaNam,8	-	-	-	-	-	-
8	kriyAH	7	kriyA	kriyA{swrI;1;bahu}/kriyA{swrI;2;bahu}/kriyA{swrI;8;bahu}/kq{karwari;ASIrlif;ma;eka;parasmEpaxI;kqF;BvAxiH}/kq{karwari;ASIrlif;ma;eka;parasmEpaxI;kqF;svAxiH}/kq{karwari;ASIrlif;ma;eka;parasmEpaxI;dukqF;wanAxiH}	kriyA{swrI;2;bahu}	karma,13	-	-	-	-	-	-
9	XqweH	8	XqweSca	Xqwi{puM;5;eka}/Xqwi{puM;6;eka}/Xqwi{swrI;5;eka}/Xqwi{swrI;6;eka}	Xqwi{swrI;6;eka}	RaRTIsambanXaH,12	-	-	-	-	-	-
10	ca	-	-	ca{avya}	ca{avya}	sambanXaH,9	-	-	-	-	-	-
11	XIraH	9	XIraH	XIra{puM;1;eka}	XIra{puM;1;eka}	viSeRaNam,14	-	-	-	-	-	-
12	saxqSIH	10	saxqSIrvyaXawwa	saxqSI{swrI;2;bahu}	saxqSI{swrI;2;bahu}	viSeRaNam,8	-	-	-	-	-	-
13	vyaXawwa	-	-	vi_XA{karwari;laf;ma;bahu;parasmEpaxI;duXAF;juhowyAxiH}/vi_XA{karwari;laf;pra;eka;parasmEpaxI;duXAF;juhowyAxiH}	vi_XA{karwari;laf;ma;bahu;parasmEpaxI;duXAF;juhowyAxiH}	aBihiwa_karwA,14;sakarmakaH	-	-	-	-	-	-
14	saH	11	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,13	-	-	-	-	xilIpaH	-
