@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	ayaM	-	ayaM	ixam{sarvanAma;puM;1;eka}/aya{puM;2;eka}	ixam{sarvanAma;puM;1;eka}	karwA,5	yaha	-	-	-	-	-
2	sujAwaH	-	sujAwoZnugiraM	sujAwa{puM;1;eka}	sujAwa{puM;1;eka}	viSeRaNam,4	uccakulowpanna	-	-	-	-	-
3	anu-giraM	-	-	anu-giraM{avya}	anu-giraM{avya}	aXikaraNam,4	anu-BARaNa_ko	-	-	-	-	-
4	wamAlaH	-	wamAlaH	wamAla{puM;1;eka}	wamAla{puM;1;eka}	karwqsamAnAXikaraNam,5	wamAla	-	-	-	-	-
5	(aswi)	-	(-)	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,1	hE	-	-	-	-	-
6	pravAlam	-	pravAlamAxAya	pravAla{puM;2;eka}/pravAla{napuM;2;eka}/pravAla{napuM;1;eka}	pravAla{napuM;2;eka}	karma,7	pravAla_ko	-	-	-	-	-
7	AxAya	-	-	Af_xE1{karwari;lot;ma;eka;parasmEpaxI;xEp;:BvAxiH}/xA3{avya;lyap;duxAF;:juhowyAxiH}/xE1{avya;lyap;xEp;:BvAxiH}/xA1{avya;lyap;xAN;:BvAxiH}/xA2{avya;lyap;xAp;:axAxiH}	Af_xA3{avya;lyap;duxAF;:juhowyAxiH}	pUrvakAlaH,13	Af_xE1_pp_skyeM	-	-	-	-	-
8	suganXi	-	suganXi	suganXi{napuM;1;eka}/suganXi{napuM;2;eka}	suganXi{napuM;2;eka}	viSeRaNam,6	pipparAmUla	-	-	-	-	-
9	yasya	-	yasya	yax{sarvanAma;puM;6;eka}/yax{sarvanAma;napuM;6;eka}/yas1{karwari;lot;ma;eka;parasmEpaxI;yasuz;:xivAxiH}	yax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,6	jisakA	-	-	-	niwya_sambanXaH,1	-
10	yava-afkura-a-pANdu-kapola-SoBI	-	yavAfkurApANdukapolaSoBI	yava-afkura-a-pANdu-kapola-SoBin{puM;1;eka}	yava-afkura-a-pANdu-kapola-SoBin{puM;1;eka}	viSeRaNam,12	jO-afkura-a-pIlA-gAla-SoBin	-	-	-	-	-
11	mayA	-	mayAvawaMsaH	asmax{sarvanAma;3;eka}	asmax{sarvanAma;3;eka}	karwA,13	muJase	-	-	-	-	-
12	avawaMsaH	-	-	avawaMsa{puM;1;eka}/avawaMsa{puM;1;eka(was2;GaF;wasiz;:curAxiH)}	avawaMsa{puM;1;eka}	karwA,15	avawaMsa	-	-	-	-	-
13	parikalpiwaH	-	parikalpiwaswe	parikalpiwq{puM;8;eka(kqp1;wqc;kqpUz;:BvAxiH)}/parikalpiwq{napuM;8;eka(kqp1;wqc;kqpUz;:BvAxiH)}/parikalpiwa{puM;1;eka(kqpa;kwa;kqpa;:curAxiH)}	parikalpiwa{puM;1;eka(kqpa;kwa;kqpa;:curAxiH)}	karwqsamAnAXikaraNam,15	-	-	-	-	-	-
14	we	-	-	wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;swrI;2;xvi}/wax{sarvanAma;swrI;1;xvi}/yuRmax{sarvanAma;6;eka}/yuRmax{sarvanAma;4;eka}	yuRmaxsarvanAma;4;eka}	prayojanam,13	ve	-	-	-	-	-
15	(AsIw)	-	(-)	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,12	WA	-	-	-	-	-
