@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wena	-	-	wax{sarvanAma;puM;3;eka}/wax{sarvanAma;napuM;3;eka}/wan1{karwari;lit;ma;bahu;parasmEpaxI;wanuz;:wanAxiH}	wax{sarvanAma;napuM;3;eka}	hewuH,9	usase	-	-	-	-	-
2	kRawriya-anwakaraNaH	1	kRawriyAnwakaraNoZpi	kRawriya-anwakaraNa{puM;1;eka}	kRawriya-anwakaraNa{puM;1;eka}	viSeRaNam,4	kRawriya-anwakaraNa	-	-	-	-	-
3	api	-	-	api{avya}	api{avya}	sambanXaH,2	BI	-	-	-	-	-
4	vikramaH	2	vikramaswena	vikrama{puM;1;eka}/vikrama{puM;1;eka(kram1;GaF;kramuz;:BvAxiH)}	vikrama{puM;1;eka(kram1;GaF;kramuz;:BvAxiH)}	karwA,9	vikrama	-	-	-	-	-
5	wvayi	5	wvayi	yuRmax{sarvanAma;7;eka}	yuRmax{sarvanAma;7;eka}	karwA,6	wumameM	-	-	-	-	-
6	ajiwe	-	-	ajiwa{puM;7;eka(aj1;kwa;ajaz;:BvAxiH)}/ajiwa{napuM;1;xvi(aj1;kwa;ajaz;:BvAxiH)}/ajiwa{napuM;2;xvi(aj1;kwa;ajaz;:BvAxiH)}/ajiwa{napuM;7;eka(aj1;kwa;ajaz;:BvAxiH)}/ajiwA{swrI;1;xvi(aj1;kwa;ajaz;:BvAxiH)}/ajiwA{swrI;2;xvi(aj1;kwa;ajaz;:BvAxiH)}	ajiwa{napuM;7;eka(aj1;kwa;ajaz;:BvAxiH)}	BAvalakRaNasapwamI_pUrvakAlaH,9	gayA_huA	-	-	-	-	-
7	mAm	3	mAmavawi	asmax{sarvanAma;2;eka}	asmax{sarvanAma;2;eka}	karma,9	merA	-	-	-	-	-
8	na	4	nAjiwe	na{avya}	na{avya}	prawiReXaH,9	-	-	-	-	-	-
9	avawi	-	-	av1{karwari;lat;pra;eka;parasmEpaxI;avaz;:BvAxiH}/avaw{puM;7;eka(av1;Sawq_lat;avaz;:BvAxiH)}/avaw{napuM;7;eka(av1;Sawq_lat;avaz;:BvAxiH)}	av1{karwari;lat;pra;eka;parasmEpaxI;avaz;:BvAxiH}	aBihiwa_karwA,4;sakarmaka	saMrakRaNa_nahIM_karawA_hE	-	-	-	-	-
