@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	(yaWA)	-	(-)	yaWA{avya}	yaWA{avya}	niwya_sambanXaH,8	jEse	-	-	-	-	-
2	naxI-muKena	-	-	muKa{puM;3;eka}/muKa{napuM;3;eka}	muKa{napuM;3;eka}	karaNam,7	muKa_se	-	-	-	-	-
3	eva	-	-	eva{avya}	eva{avya}	sambanXaH,2	hI	-	-	-	-	-
4	vqxXO	6	vqxXO	vqxXa{puM;1;xvi}/vqxXa{puM;2;xvi}/vqxXi{swrI;7;eka}	vqxXi{swrI;7;eka}	aXikaraNam,7	vqxXi_meM	-	-	-	-	-
5	lavaNa-amBasaH	-	-	lavaNa-amBas{napuM;5;eka}/amBas{napuM;6;eka}	lavaNa-amBas{napuM;6;eka}	RaRTIsambanXaH,4	jala_kA	-	-	-	-	-
6	prasWAnam	8	prasWAnam	prasWAna{napuM;1;eka}/prasWAna{napuM;2;eka}/prasWAna{napuM;1;eka(RWA1;lyut;RWA;:BvAxiH)}/prasWAna{napuM;2;eka(RWA1;lyut;RWA;:BvAxiH)}	prasWAna{napuM;2;eka}	karma,7	prasWAna_ko	-	-	-	-	-
7	(karowi)	-	(-)	kq3{karwari;lat;pra;eka;parasmEpaxI;dukqF;:wanAxiH}	kq3{karwari;lat;pra;eka;parasmEpaxI;dukqF;:wanAxiH}	prawiyogI,8	karawA_hE	-	-	-	-	-
8	(waWA)	-	(-)	waWA{avya}	waWA{avya}	anuyogI,15	vEse	-	-	-	-	-
9	upaciwaH	-	-	upaciwa{puM;1;eka(ci1;kwa;ciF;:svAxiH)}	upaciwa{puM;1;eka(ci1;kwa;ciF;:svAxiH)}	varwamAnasamAnakAlaH,15	pAyA_huA	-	-	-	-	-
10	api	-	-	api{avya}	api{avya}	sambanXaH,9	BI	-	-	-	-	-
11	saH	5	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,15	vaha	-	-	-	King Axiwi	-
12	na	3	na	na{avya}	na{avya}	prawiReXaH,15	nahIM	-	-	-	-	-
13	jAwu	4	jAwUpaciwoZpi	jAwu{avya}	jAwu{avya}	kriyAviSeRaNam,15	kaBI	-	-	-	-	-
14	apaWena	1	apaWena	apaWa{napuM;3;eka}	apaWa{napuM;3;eka}	hewuH,15	apaWa_se	-	-	-	-	-
15	pravavqwe	2	pravavqwe	pra_vqw1{karwari;lit;pra;eka;AwmanepaxI;vqwuz;:BvAxiH}/pra_vqw1{karwari;lit;u;eka;AwmanepaxI;vqwuz;:BvAxiH}/pra_vqw1{karmaNi;lit;pra;eka;AwmanepaxI;vqwuz;:BvAxiH}/pra_vqw1{karmaNi;lit;u;eka;AwmanepaxI;vqwuz;:BvAxiH}	pra_vqw1{karwari;lit;pra;eka;AwmanepaxI;vqwuz;:BvAxiH}	aBihiwa_karwA,11;sakarmaka	huA	-	-	-	-	-
