@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	cirAya	-	cirAya	cirAya{avya}/cira{napuM;4;eka}	cirAya{avya}	kriyAviSeRaNam,2	xIrGa_ke_liye	-	-	-	-	-
2	saMwarpya	-	saMwarpya 	wqp4{avya;kwvA;wqpaz;:curAxiH}	wqp4{avya;kwvA;wqpaz;:curAxiH}	pUrvakAlaH,9	jalA_kara	-	-	-	-	-
3	samixBiH	-	samixBiragniM 	samiX{swrI;3;bahu}/samiw{swrI;3;bahu}	samiX{swrI;3;bahu}	hewuH,4	saMgrAma_se	-	-	-	-	-
4	agniM	-	-	agni{puM;2;eka}	agni{puM;2;eka}	karma,2	agni	-	-	-	-	-
5	yaH	-	yo manwrapUwAM 	yax{sarvanAma;puM;1;eka}	yax{sarvanAma;puM;1;eka}	karwA,9	jisane	-	-	-	SharaBangaNishi	-
6	manwra-pUwAM	-	-	manwra-pUwA{swrI;2;eka(manwra-pU1;kwa;pUf;:BvAxiH)}/manwra-pUwA{swrI;2;eka(pU2;kwa;pUF;:kryAxiH)}/manwra-pUwA{swrI;2;eka(pUy1;kwa;pUyIz;:BvAxiH)}	manwra-pUwA{swrI;2;eka(manwra-pUy1;kwa;pUyIz;:BvAxiH)}	viSeRaNam,7	manwra-wodIM_huIM	-	-	-	-	-
7	wanum	-	wanumapyahORIw 	wanu{puM;2;eka}/wanu{swrI;2;eka}	wanu{swrI;2;eka}	karma,9	SarIra_ko	-	-	-	-	-
8	api	-	-	api{avya}	api{avya}	sambanXaH,7	BI	-	-	-	-	-
9	ahORIw	-	-	hu1{karwari;luf;pra;eka;parasmEpaxI;hu;:juhowyAxiH}	hu1{karwari;luf;pra;eka;parasmEpaxI;hu;:juhowyAxiH}	aBihiwa_karwA,5;sakarmaka	xenA_yajFa_kiyA	-	-	-	-	-
