@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	nanu	-	nanu	nanu{avya}	nanu{avya}	sambanXaH,8	kyoMki	-	-	-	-	-
2	sahakAraH	-	sahakAraH	sahakAra{puM;1;eka}/saha-kAra{puM;1;eka}	sahakAra{puM;1;eka}/saha-kArapuM;1;eka}	sup_samucciwaH,4	sahakAra	-	-	-	-	-
3	PalinI	-	PalinI	PalinI{swrI;1;eka}	PalinI{swrI;1;eka}	sup_samucciwaH,4	Pala_yukwa	-	-	-	-	-
4	ca	-	ca	ca{avya}	ca{avya}	samuccayaxyowakaH,8	Ora	-	-	-	-	-
5	imO	-	imO	ixam{sarvanAma;puM;1;xvi}/ixam{sarvanAma;puM;2;xvi}	ixam{sarvanAma;puM;1;xvi}/ixamsarvanAma;puM;2;xvi}	viSeRaNam,7	ye	-	-	-	-	-
6	wvayA	-	wvayA	yuRmax{sarvanAma;3;eka}	yuRmax{sarvanAma;3;eka}	karwA,8	wumase	-	-	-	-	-
7	miWunaM	-	miWunaM	miWuna{napuM;1;eka}/miWuna{napuM;2;eka}	miWuna{napuM;1;eka}/miWunanapuM;2;eka}	karma,8	miWuna	-	-	-	-	-
8	parikalpiwam	-	parikalpiwam	parikalpiwam}	parikalpiwam}	sambanXaH,14	-	-	-	-	-	-
9	anayoH	-	anayoH	ixam{sarvanAma;puM;6;xvi}/ixam{sarvanAma;swrI;6;xvi}/ixam{sarvanAma;napuM;6;xvi}/ana{puM;6;xvi}/ixam{sarvanAma;puM;7;xvi}/ixam{sarvanAma;swrI;7;xvi}/ixam{sarvanAma;napuM;7;xvi}/ana{puM;7;xvi}	ixam{sarvanAma;puM;6;xvi}/ixamsarvanAma;swrI;6;xvi}/ixamsarvanAma;napuM;6;xvi}/anapuM;6;xvi}/ixamsarvanAma;puM;7;xvi}/ixamsarvanAma;swrI;7;xvi}/ixamsarvanAma;napuM;7;xvi}/anapuM;7;xvi}	RaRTIsambanXaH,10	inakA	-	-	-	-	-
10	vivAha-sawkriyAM	-	vivAha-sawkriyAM	vah1{GaF;vahaz;:BvAxiH-sawkriyA;swrI;2;eka}	vi_vah1{GaF;vahaz;:BvAxiH-sawkriyA;swrI;2;eka}	karma,11	-	-	-	-	-	-
11	aviXAya	-	aviXAya	aviXAya}	aviXAya}	pUrvakAlaH,12	-	-	-	-	-	-
12	gamyawe	-	gamyawe	gam1{karmaNi;lat;pra;eka;AwmanepaxI;gamLz;:BvAxiH}	gam1{karmaNi;lat;pra;eka;AwmanepaxI;gamLz;:BvAxiH}	-	jAyA_jAwA_hE	-	-	-	-	-
13	iwi	-	iwi	iwi{avya}	iwi{avya}	sambanXaH,12	EsA	-	-	-	-	-
14	asAmprawam	-	asAmprawam	asAmprawa{puM;2;eka}/asAmprawa{napuM;1;eka}/asAmprawa{napuM;2;eka}	asAmprawa{puM;2;eka}/asAmprawanapuM;1;eka}/asAmprawanapuM;2;eka}	sambanXaH,13	asAmprawa_ko	-	-	-	-	-
