@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	vapuRaH	-	vapuRaH	vapus{napuM;5;eka}/vapus{napuM;6;eka}	vapus{napuM;5;eka}	hewuH,2	SarIra_se	-	-	-	-	-
2	ApInaH	-	ApInaH	ApIna{puM;1;eka(pyAy1;kwa;ozpyAyIz;:BvAxiH)}	ApIna{puM;1;eka(pyAy1;kwa;ozpyAyIz;:BvAxiH)}	viSeRaNam,6	NWyA_hue	-	-	-	-	-
3	BAra-uxvahanaM	-	BAra-uxvahanaM	uxvahana{napuM;1;eka(Bq1;GaF;BqF;:BvAxiH-vah1;lyut;vahaz;:BvAxiH)}/uxvahana{napuM;2;eka(vah1;lyut;vahaz;:BvAxiH)}	uxvahana-uxvahana{napuM;2;eka(uxvahana-vah1;lyut;vahaz;:BvAxiH)}	karma,11	uxvahana-uTAne~ko	-	-	-	-	-
4	prayawnAw	-	prayawnAw	prayawna{puM;5;eka}	prayawna{puM;5;eka}	hewuH,3	prayawna_se	-	-	-	-	-
5	gqRtiH	-	gqRtiH	gqRti{swrI;1;eka}	gqRti{swrI;1;eka}	sup_samucciwaH,6	gqRti	-	-	-	-	-
6	narenxraH	-	narenxraH	narenxra{puM;1;eka}	narenxra{puM;1;eka}	karwA,11	narenxra_ne	-	-	-	-	-
7	ca	-	ca	ca{avya}	ca{avya}	sup_samuccayaxyowakaH,6	Ora	-	-	-	-	-
8	wapaH-vana	-	wapaH-vana	wapaH-van1{karwari;lot;ma;eka;parasmEpaxI;vanaz;:BvAxiH}/van2{karwari;lot;ma;eka;parasmEpaxI;vanuz;:BvAxiH}/vana{puM;8;eka}/vana{napuM;8;eka}	wapaH-vana{napuM;8;eka}	samboXyaH,11	wapaH-vana	-	-	-	-	-
9	Avqwwi-paWam	-	Avqwwi-paWam	Avqwwi-paWa{puM;2;eka}/paWa{napuM;1;eka}/paWa{napuM;2;eka}	Avqwwi-paWa{napuM;2;eka}	karma,10	Avqwwi-paWa_ko	-	-	-	-	-
10	aFciwAByAm	-	aFciwAByAm	aFciwa{puM;3;xvi(anc2;kwa;ancuz;:curAxiH)}/aFciwa{puM;4;xvi(anc2;kwa;ancuz;:curAxiH)}/aFciwa{puM;5;xvi(anc2;kwa;ancuz;:curAxiH)}/aFciwa{napuM;3;xvi(anc2;kwa;ancuz;:curAxiH)}/aFciwa{napuM;4;xvi(anc2;kwa;ancuz;:curAxiH)}/aFciwa{napuM;5;xvi(anc2;kwa;ancuz;:curAxiH)}/aFciwA{swrI;3;xvi(anc2;kwa;ancuz;:curAxiH)}/aFciwA{swrI;4;xvi(anc2;kwa;ancuz;:curAxiH)}/aFciwA{swrI;5;xvi(anc2;kwa;ancuz;:curAxiH)}	aFciwA{swrI;5;xvi(anc2;kwa;ancuz;:curAxiH)}	hewuH,11	anc2yA_huIM	-	-	-	-	-
11	alaMcakrawuH	-	alaMcakrawuH	alaM_kq2{karwari;lit;pra;xvi;parasmEpaxI;kqF;:svAxiH}/alaM_kq3{karwari;lit;pra;xvi;parasmEpaxI;dukqF;:wanAxiH}	alaM_kq3{karwari;lit;pra;xvi;parasmEpaxI;dukqF;:wanAxiH}	aBihiwa_karwA,6;sakarmaka	alaMkqwa_kiyA	-	-	-	-	-
12	guruwvAw	-	guruwvAw	guruwva{napuM;5;eka}	guruwva{napuM;5;eka}	viSeRaNam,4	-	-	-	-	-	-
13	uBO 	-	uBO 	uBa{sarvanAma;puM;1;xvi}	uBa{sarvanAma;puM;1;xvi}	karwA,11	-	-	-	-	-	-
14	gawAByAm 	-	gawAByAm 	gawa{napuM;5;xvi{kqxanwa}({kqw_XAwu;gam1}kwa;gamLz;BvAxiH}	gawa{napuM;5;xvi{kqxanwa}({kqw_XAwu;gam1}kwa;gamLz;BvAxiH}	hewuH,10	-	-	-	-	-	-
